subject,neuron,region,FR_accuracy,TC_accuracy,best_bin_ms,best_gamma,n_presentations,n_splits,FR_null_mean,FR_p,FR_coding,TC_null_mean,TC_p,TC_coding,elapsed_seconds
YFU,1,amy,0.1153846153846153,0.1214574898785425,225,0.5,494,10,0.10913967611336033,0.3482587064676617,False,0.10908906882591093,0.23880597014925373,False,35.466632604599
YFU,2,amy,0.1072874493927125,0.1295546558704453,90,0.8,494,10,0.10879554655870446,0.572139303482587,False,0.11095141700404859,0.15920398009950248,False,38.48313641548157
YFU,3,amy,0.082995951417004,0.1336032388663967,450,0.2,494,10,0.10942307692307691,0.9800995024875622,False,0.11048582995951417,0.0845771144278607,False,31.286722421646118
YFU,4,amy,0.0931174089068826,0.131578947368421,450,0.2,494,10,0.10972672064777328,0.8606965174129353,False,0.10951417004048583,0.1044776119402985,False,32.293678998947144
YFU,5,amy,0.1133603238866396,0.1214574898785425,180,0.2,494,10,0.10898785425101215,0.3681592039800995,False,0.10991902834008098,0.19402985074626866,False,33.32053780555725
YFU,6,amy,0.1052631578947368,0.131578947368421,450,0.8,494,10,0.11,0.6467661691542289,False,0.11059716599190285,0.11442786069651742,False,30.750083446502686
YFU,7,amy,0.1153846153846153,0.1153846153846153,900,0.2,494,10,0.10819838056680162,0.3383084577114428,False,0.10825910931174089,0.3383084577114428,False,30.70651912689209
YFU,8,amy,0.1032388663967611,0.1336032388663967,300,0.2,494,10,0.11113360323886638,0.7114427860696517,False,0.11004048582995951,0.0845771144278607,False,46.377074241638184
YFU,9,amy,0.1052631578947368,0.1113360323886639,90,0.8,494,10,0.10929149797570849,0.6069651741293532,False,0.10922064777327936,0.46766169154228854,False,62.16004157066345
YFU,10,amy,0.0890688259109311,0.1093117408906882,300,0.8,494,10,0.10708502024291498,0.9154228855721394,False,0.10956477732793524,0.5422885572139303,False,55.48181104660034
YFU,11,amy,0.097165991902834,0.1153846153846153,90,0.5,494,10,0.11305668016194331,0.8557213930348259,False,0.11177125506072874,0.4427860696517413,False,53.69231677055359
YFU,12,amy,0.0931174089068826,0.1052631578947368,90,0.2,494,10,0.10679149797570851,0.835820895522388,False,0.11112348178137652,0.6865671641791045,False,36.77575731277466
YFU,21,hpc,0.1295546558704453,0.131578947368421,100,0.5,494,10,0.10909919028340082,0.11442786069651742,False,0.10958502024291499,0.10945273631840796,False,38.42733979225159
YFU,22,hpc,0.1518218623481781,0.1518218623481781,900,0.2,494,10,0.10832995951417004,0.014925373134328358,True,0.10832995951417004,0.014925373134328358,True,30.225120544433594
YFU,23,hpc,0.1356275303643724,0.1376518218623481,450,0.5,494,10,0.11056680161943319,0.06965174129353234,False,0.11086032388663968,0.04477611940298507,True,31.390039920806885
YFU,24,hpc,0.082995951417004,0.1396761133603239,90,0.2,494,10,0.109251012145749,0.945273631840796,False,0.11089068825910932,0.04477611940298507,True,37.009493589401245
YFU,25,hpc,0.1214574898785425,0.1497975708502024,60,0.2,494,10,0.10943319838056681,0.208955223880597,False,0.10993927125506073,0.004975124378109453,True,37.7403359413147
YFU,26,hpc,0.0809716599190283,0.1336032388663967,100,0.8,494,10,0.11021255060728746,0.9800995024875622,False,0.10638663967611336,0.04975124378109453,True,50.79236102104187
YFU,27,hpc,0.0931174089068826,0.1133603238866396,450,0.2,494,10,0.11366396761133603,0.9104477611940298,False,0.11175101214574898,0.472636815920398,False,52.333412408828735
YFU,28,hpc,0.1133603238866396,0.1234817813765182,90,0.8,494,10,0.11121457489878545,0.43781094527363185,False,0.11068825910931172,0.19402985074626866,False,59.27709984779358
YFU,29,hpc,0.117408906882591,0.1356275303643724,180,0.8,494,10,0.10844129554655872,0.3582089552238806,False,0.11007085020242915,0.07462686567164178,False,56.4929621219635
YFU,30,hpc,0.1032388663967611,0.1417004048582996,75,0.8,494,10,0.10908906882591093,0.6318407960199005,False,0.11046558704453442,0.029850746268656716,True,62.95179224014282
