subject,neuron,best_bin_ms,best_gamma,overall_accuracy,preferred_number,accuracy_1,accuracy_2,accuracy_3,accuracy_4,accuracy_5,accuracy_6,accuracy_7,accuracy_8,accuracy_9
YFU,43,150,0.2,0.16396761133603238,3,0.20754716981132076,0.04477611940298507,0.28846153846153844,0.0967741935483871,0.0784313725490196,0.22916666666666666,0.2153846153846154,0.10204081632653061,0.2553191489361702
YFU,44,450,0.2,0.1417004048582996,5,0.018867924528301886,0.34328358208955223,0.07692307692307693,0.0,0.4117647058823529,0.0,0.0,0.08163265306122448,0.3617021276595745
YFU,53,180,0.2,0.145748987854251,5,0.1509433962264151,0.014925373134328358,0.25,0.2903225806451613,0.3137254901960784,0.041666666666666664,0.03076923076923077,0.20408163265306123,0.0425531914893617
YFU,54,450,0.2,0.14777327935222673,6,0.0,0.05970149253731343,0.07692307692307693,0.27419354838709675,0.35294117647058826,0.4791666666666667,0.015384615384615385,0.02040816326530612,0.10638297872340426
YFU,56,60,0.2,0.1437246963562753,1,0.41509433962264153,0.1044776119402985,0.11538461538461539,0.06451612903225806,0.23529411764705882,0.16666666666666666,0.06153846153846154,0.04081632653061224,0.1276595744680851
YFU,57,180,0.2,0.14777327935222673,9,0.03773584905660377,0.22388059701492538,0.038461538461538464,0.12903225806451613,0.09803921568627451,0.0,0.18461538461538463,0.1836734693877551,0.425531914893617
YFU,58,75,0.5,0.145748987854251,1,0.24528301886792453,0.208955223880597,0.19230769230769232,0.06451612903225806,0.21568627450980393,0.0625,0.09230769230769231,0.12244897959183673,0.10638297872340426
YFU,62,150,0.2,0.14979757085020243,9,0.24528301886792453,0.08955223880597014,0.19230769230769232,0.25806451612903225,0.0,0.14583333333333334,0.1076923076923077,0.0,0.3191489361702128
YFU,63,180,0.5,0.1396761133603239,5,0.22641509433962265,0.08955223880597014,0.019230769230769232,0.24193548387096775,0.3137254901960784,0.0,0.03076923076923077,0.1836734693877551,0.1702127659574468
YFU,66,450,0.8,0.13765182186234817,4,0.018867924528301886,0.014925373134328358,0.0,0.41935483870967744,0.058823529411764705,0.10416666666666667,0.26153846153846155,0.02040816326530612,0.2978723404255319
YFU,69,60,0.2,0.1417004048582996,9,0.22641509433962265,0.11940298507462686,0.1346153846153846,0.14516129032258066,0.11764705882352941,0.14583333333333334,0.03076923076923077,0.16326530612244897,0.23404255319148937
YFU,70,90,0.2,0.14777327935222673,9,0.22641509433962265,0.13432835820895522,0.25,0.08064516129032258,0.09803921568627451,0.0625,0.046153846153846156,0.1836734693877551,0.2978723404255319
