subject,neuron,region,mean_firing_rate_hz,n_presentations,min_class_count,n_splits,FR_accuracy,TC_accuracy,best_bin_ms,best_gamma,status
YFL,20,hpc,0.5847953216374269,114.0,4.0,4.0,0.07894736842105263,0.12280701754385964,150.0,0.5,success
YFL,21,hpc,0.18518518518518517,114.0,4.0,4.0,0.14035087719298245,0.15789473684210525,60.0,0.2,success
YFL,22,hpc,0.29239766081871343,114.0,4.0,4.0,0.15789473684210525,0.19298245614035087,225.0,0.2,success
YFL,23,hpc,1.725146198830409,114.0,4.0,4.0,0.11403508771929824,0.13157894736842105,180.0,0.2,success
YFL,24,hpc,0.760233918128655,114.0,4.0,4.0,0.14912280701754385,0.15789473684210525,450.0,0.8,success
YFL,25,hpc,0.5458089668615984,114.0,4.0,4.0,0.08771929824561403,0.18421052631578946,60.0,0.8,success
YFL,26,hpc,7.270955165692007,114.0,4.0,4.0,0.10526315789473684,0.16666666666666666,180.0,0.2,success
YFL,27,hpc,4.307992202729044,114.0,4.0,4.0,0.09649122807017543,0.12280701754385964,150.0,0.2,success
YFL,28,hpc,0.0,,,,,,,,threshold_excluded
YFL,29,hpc,2.124756335282651,114.0,4.0,4.0,0.08771929824561403,0.10526315789473684,300.0,0.2,success
YFL,30,hpc,10.3411306042885,114.0,4.0,4.0,0.09649122807017543,0.15789473684210525,300.0,0.2,success
YFL,31,hpc,3.7037037037037037,114.0,4.0,4.0,0.11403508771929824,0.18421052631578946,100.0,0.2,success
YFL,32,hpc,0.7309941520467835,114.0,4.0,4.0,0.05263157894736842,0.13157894736842105,180.0,0.2,success
YFL,33,hpc,0.7115009746588694,114.0,4.0,4.0,0.08771929824561403,0.14035087719298245,75.0,0.2,success
YFL,34,hpc,3.8596491228070176,114.0,4.0,4.0,0.13157894736842105,0.14912280701754385,60.0,0.5,success
YFL,35,hpc,1.9103313840155942,114.0,4.0,4.0,0.09649122807017543,0.14035087719298245,90.0,0.2,success
YFL,36,hpc,2.144249512670565,114.0,4.0,4.0,0.09649122807017543,0.21929824561403508,60.0,0.5,success
YFL,37,hpc,12.270955165692007,114.0,4.0,4.0,0.09649122807017543,0.13157894736842105,60.0,0.2,success
YFL,38,hpc,0.94541910331384,114.0,4.0,4.0,0.09649122807017543,0.15789473684210525,150.0,0.5,success
YFL,39,hpc,3.8401559454191028,114.0,4.0,4.0,0.09649122807017543,0.14035087719298245,450.0,0.2,success
YFL,40,hpc,0.6627680311890837,114.0,4.0,4.0,0.09649122807017543,0.15789473684210525,90.0,0.8,success
YFL,59,hpc,17.319688109161795,114.0,4.0,4.0,0.08771929824561403,0.14035087719298245,100.0,0.2,success
YFL,60,hpc,0.5360623781676412,114.0,4.0,4.0,0.07894736842105263,0.08771929824561403,225.0,0.8,success
YFL,61,hpc,5.292397660818712,114.0,4.0,4.0,0.09649122807017543,0.13157894736842105,450.0,0.2,success
YFL,62,hpc,7.378167641325537,114.0,4.0,4.0,0.10526315789473684,0.14912280701754385,60.0,0.8,success
YFL,63,hpc,6.247563352826511,114.0,4.0,4.0,0.07017543859649122,0.09649122807017543,300.0,0.5,success
YFL,64,hpc,2.124756335282651,114.0,4.0,4.0,0.09649122807017543,0.14035087719298245,60.0,0.8,success
YFL,65,hpc,18.830409356725145,114.0,4.0,4.0,0.07894736842105263,0.14912280701754385,180.0,0.2,success
YFL,66,hpc,0.8674463937621834,114.0,4.0,4.0,0.10526315789473684,0.12280701754385964,100.0,0.2,success
YFL,67,hpc,2.39766081871345,114.0,4.0,4.0,0.08771929824561403,0.14912280701754385,450.0,0.5,success
YFL,68,hpc,1.1695906432748537,114.0,4.0,4.0,0.09649122807017543,0.13157894736842105,180.0,0.2,success
YFL,69,hpc,20.769980506822613,114.0,4.0,4.0,0.07894736842105263,0.14912280701754385,150.0,0.8,success
YFL,70,hpc,1.8518518518518519,114.0,4.0,4.0,0.07894736842105263,0.10526315789473684,60.0,0.2,success
YFL,71,hpc,18.45029239766082,114.0,4.0,4.0,0.10526315789473684,0.17543859649122806,150.0,0.2,success
YFL,72,hpc,8.157894736842104,114.0,4.0,4.0,0.13157894736842105,0.21929824561403508,75.0,0.8,success
YFL,73,hpc,12.007797270955164,114.0,4.0,4.0,0.07017543859649122,0.16666666666666666,60.0,0.2,success
YFL,74,hpc,3.0994152046783623,114.0,4.0,4.0,0.08771929824561403,0.16666666666666666,150.0,0.2,success
YFL,75,hpc,5.155945419103313,114.0,4.0,4.0,0.07894736842105263,0.14912280701754385,100.0,0.2,success
YFL,76,hpc,19.883040935672515,114.0,4.0,4.0,0.05263157894736842,0.15789473684210525,180.0,0.5,success
YFL,77,hpc,6.423001949317739,114.0,4.0,4.0,0.05263157894736842,0.10526315789473684,225.0,0.2,success
YFL,78,hpc,7.846003898635478,114.0,4.0,4.0,0.09649122807017543,0.16666666666666666,150.0,0.2,success
YFL,79,hpc,4.649122807017544,114.0,4.0,4.0,0.07017543859649122,0.11403508771929824,60.0,0.2,success
