subject,neuron,region,mean_firing_rate_hz,n_presentations,min_class_count,n_splits,FR_accuracy,TC_accuracy,best_bin_ms,best_gamma,status
YFL,80,ent,1.38401559454191,114.0,4.0,4.0,0.07894736842105263,0.14035087719298245,60.0,0.2,success
YFL,81,ent,11.910331384015594,114.0,4.0,4.0,0.13157894736842105,0.21052631578947367,90.0,0.8,success
YFL,82,ent,0.44834307992202727,114.0,4.0,4.0,0.10526315789473684,0.12280701754385964,75.0,0.2,success
YFL,83,ent,19.249512670565302,114.0,4.0,4.0,0.17543859649122806,0.19298245614035087,300.0,0.2,success
YFL,84,ent,10.05847953216374,114.0,4.0,4.0,0.13157894736842105,0.16666666666666666,90.0,0.5,success
YFL,85,ent,8.888888888888888,114.0,4.0,4.0,0.06140350877192982,0.16666666666666666,60.0,0.2,success
YFL,86,ent,1.4132553606237814,114.0,4.0,4.0,0.08771929824561403,0.17543859649122806,90.0,0.2,success
YFL,87,ent,3.8304093567251467,114.0,4.0,4.0,0.07894736842105263,0.17543859649122806,60.0,0.8,success
YFL,88,ent,4.951267056530215,114.0,4.0,4.0,0.14912280701754385,0.14912280701754385,900.0,0.2,success
YFL,89,ent,0.8771929824561403,114.0,4.0,4.0,0.07894736842105263,0.09649122807017543,225.0,0.8,success
YFL,90,ent,5.048732943469785,114.0,4.0,4.0,0.06140350877192982,0.11403508771929824,75.0,0.5,success
YFL,91,ent,3.7719298245614037,114.0,4.0,4.0,0.07894736842105263,0.13157894736842105,100.0,0.2,success
YFL,92,ent,7.982456140350878,114.0,4.0,4.0,0.06140350877192982,0.13157894736842105,450.0,0.8,success
YFL,93,ent,7.816764132553606,114.0,4.0,4.0,0.14035087719298245,0.17543859649122806,225.0,0.5,success
YFL,94,ent,7.358674463937621,114.0,4.0,4.0,0.10526315789473684,0.16666666666666666,450.0,0.5,success
