subject,neuron,region,FR_accuracy,TC_accuracy,best_bin_ms,best_gamma,n_presentations,n_splits,FR_null_mean,FR_p,FR_coding,TC_null_mean,TC_p,TC_coding,elapsed_seconds
YFP,30,hpc,0.0886075949367088,0.170886075949367,225,0.5,158,9,0.1085759493670886,0.8159203980099502,False,0.10468354430379748,0.029850746268656716,True,12.46900749206543
YFP,31,hpc,0.1012658227848101,0.1455696202531645,300,0.2,158,9,0.10446202531645571,0.5174129353233831,False,0.10889240506329115,0.14427860696517414,False,11.178534269332886
YFP,32,hpc,0.1582278481012658,0.1582278481012658,900,0.2,158,9,0.10680379746835443,0.04477611940298507,True,0.10680379746835443,0.04477611940298507,True,10.837661981582642
YFP,33,hpc,0.0949367088607595,0.1265822784810126,75,0.2,158,9,0.10737341772151901,0.7014925373134329,False,0.11174050632911392,0.34328358208955223,False,13.002111434936523
YFP,34,hpc,0.0759493670886076,0.170886075949367,150,0.5,158,9,0.10556962025316455,0.8756218905472637,False,0.10974683544303797,0.03482587064676617,True,11.99419116973877
YFP,35,hpc,0.0632911392405063,0.1455696202531645,75,0.2,158,9,0.1036392405063291,0.945273631840796,False,0.11015822784810127,0.1791044776119403,False,12.991496324539185
YFP,36,hpc,0.120253164556962,0.170886075949367,150,0.5,158,9,0.10550632911392405,0.31343283582089554,False,0.10386075949367089,0.014925373134328358,True,11.820527076721191
YFP,37,hpc,0.1455696202531645,0.1518987341772152,75,0.2,158,9,0.10164556962025316,0.0945273631840796,False,0.10775316455696203,0.07960199004975124,False,12.971513032913208
YFP,38,hpc,0.050632911392405,0.1075949367088607,60,0.2,158,9,0.10050632911392406,0.9850746268656716,False,0.1108860759493671,0.5124378109452736,False,13.652262687683105
YFP,39,hpc,0.1645569620253164,0.1645569620253164,300,0.2,158,9,0.12012658227848101,0.014925373134328358,True,0.12104430379746837,0.024875621890547265,True,11.28070330619812
YFP,40,hpc,0.1329113924050632,0.1645569620253164,75,0.2,158,9,0.10667721518987343,0.208955223880597,False,0.11560126582278482,0.0945273631840796,False,13.36238718032837
YFP,41,hpc,0.0759493670886076,0.1265822784810126,180,0.5,158,9,0.10246835443037976,0.9104477611940298,False,0.11031645569620252,0.31840796019900497,False,14.00396180152893
YFP,42,hpc,0.1392405063291139,0.1392405063291139,60,0.2,158,9,0.1383227848101266,0.8955223880597015,False,0.1383227848101266,0.8955223880597015,False,13.36503005027771
YFP,43,hpc,0.0696202531645569,0.120253164556962,60,0.2,158,9,0.10234177215189874,0.9154228855721394,False,0.11246835443037975,0.43283582089552236,False,14.03326678276062
YFP,44,hpc,0.0632911392405063,0.1392405063291139,150,0.8,158,9,0.09987341772151899,0.9502487562189055,False,0.10629746835443037,0.19900497512437812,False,12.295575380325317
YFP,45,hpc,0.0886075949367088,0.1329113924050632,90,0.2,158,9,0.09721518987341772,0.6019900497512438,False,0.10721518987341773,0.22885572139303484,False,13.809584856033325
YFP,46,hpc,0.1265822784810126,0.1455696202531645,75,0.8,158,9,0.10424050632911391,0.24378109452736318,False,0.11398734177215189,0.1890547263681592,False,13.920713186264038
YFP,47,hpc,0.1012658227848101,0.1518987341772152,75,0.2,158,9,0.10088607594936709,0.4925373134328358,False,0.1125,0.14427860696517414,False,14.618737697601318
YFP,74,hpc,0.0632911392405063,0.1518987341772152,60,0.2,158,9,0.10901898734177214,0.9701492537313433,False,0.10734177215189873,0.09950248756218906,False,14.516084671020508
YFP,75,hpc,0.1265822784810126,0.1329113924050632,150,0.2,158,9,0.1044620253164557,0.263681592039801,False,0.10553797468354428,0.208955223880597,False,12.262980699539185
YFP,76,hpc,0.0759493670886076,0.1139240506329113,75,0.8,158,9,0.10522151898734176,0.8805970149253731,False,0.11300632911392405,0.5174129353233831,False,13.606761455535889
YFP,77,hpc,0.050632911392405,0.1139240506329113,60,0.5,158,9,0.1034493670886076,0.9900497512437811,False,0.11313291139240506,0.5074626865671642,False,13.850282669067383
YFP,78,hpc,0.1012658227848101,0.1265822784810126,180,0.2,158,9,0.10727848101265822,0.5771144278606966,False,0.10468354430379748,0.26865671641791045,False,11.929288148880005
YFP,79,hpc,0.1012658227848101,0.1582278481012658,60,0.5,158,9,0.10800632911392405,0.6119402985074627,False,0.11389240506329115,0.10945273631840796,False,14.000171661376953
YFP,80,hpc,0.1582278481012658,0.1835443037974683,75,0.2,158,9,0.11186708860759494,0.03482587064676617,True,0.1121518987341772,0.004975124378109453,True,13.251489162445068
YFP,81,hpc,0.0696202531645569,0.1075949367088607,90,0.8,158,9,0.10189873417721518,0.8805970149253731,False,0.10949367088607595,0.5870646766169154,False,12.969578504562378
YFP,82,hpc,0.0949367088607595,0.1518987341772152,90,0.8,158,9,0.1064240506329114,0.6915422885572139,False,0.1125632911392405,0.14427860696517414,False,12.780360698699951
YFP,83,hpc,0.1392405063291139,0.1392405063291139,60,0.2,158,9,0.1387341772151899,0.9303482587064676,False,0.1387341772151899,0.9303482587064676,False,12.531545162200928
YFP,84,hpc,0.1075949367088607,0.1455696202531645,150,0.5,158,9,0.10715189873417721,0.5174129353233831,False,0.10721518987341774,0.13930348258706468,False,12.744954824447632
YFP,85,hpc,0.0822784810126582,0.1265822784810126,100,0.2,158,9,0.10297468354430381,0.8208955223880597,False,0.10708860759493671,0.3283582089552239,False,12.92673373222351
YFP,86,hpc,0.120253164556962,0.170886075949367,180,0.5,158,9,0.1064873417721519,0.3582089552238806,False,0.10518987341772153,0.01990049751243781,True,11.893601179122925
YFP,87,hpc,0.1075949367088607,0.1455696202531645,150,0.2,158,9,0.10341772151898734,0.4577114427860697,False,0.10819620253164558,0.1044776119402985,False,12.838837623596191
YFP,88,hpc,0.1139240506329113,0.1265822784810126,90,0.8,158,9,0.10572784810126581,0.40298507462686567,False,0.10762658227848101,0.2835820895522388,False,13.428756713867188
YFP,89,hpc,0.1012658227848101,0.1265822784810126,75,0.2,158,9,0.10525316455696203,0.5621890547263682,False,0.11098101265822784,0.3283582089552239,False,13.547777891159058
YFP,90,hpc,0.0696202531645569,0.1329113924050632,75,0.8,158,9,0.10882911392405063,0.9154228855721394,False,0.10712025316455698,0.20398009950248755,False,16.43637228012085
YFP,91,hpc,0.1329113924050632,0.1772151898734177,300,0.2,158,9,0.10715189873417721,0.21890547263681592,False,0.10661392405063291,0.014925373134328358,True,15.241661787033081
YFP,92,hpc,0.0696202531645569,0.1582278481012658,90,0.2,158,9,0.10202531645569621,0.9154228855721394,False,0.10737341772151901,0.0945273631840796,False,13.64822268486023
YFP,93,hpc,0.1265822784810126,0.1582278481012658,450,0.5,158,9,0.10667721518987343,0.2885572139303483,False,0.10525316455696203,0.04477611940298507,True,21.68360161781311
YFP,94,hpc,0.1518987341772152,0.1518987341772152,900,0.2,158,9,0.10414556962025316,0.07462686567164178,False,0.10414556962025316,0.07462686567164178,False,27.5804660320282
YFP,95,hpc,0.0949367088607595,0.1139240506329113,450,0.2,158,9,0.10376582278481011,0.6119402985074627,False,0.10117088607594937,0.35323383084577115,False,29.39189577102661
YFP,96,hpc,0.1265822784810126,0.1392405063291139,450,0.2,158,9,0.105,0.24875621890547264,False,0.09962025316455696,0.0945273631840796,False,28.01863980293274
YFP,97,hpc,0.1392405063291139,0.1455696202531645,100,0.8,158,9,0.10424050632911391,0.1791044776119403,False,0.10968354430379748,0.12437810945273632,False,32.61050629615784
YFP,98,hpc,0.1075949367088607,0.1518987341772152,225,0.5,158,9,0.10639240506329115,0.4925373134328358,False,0.10610759493670885,0.0945273631840796,False,30.298457622528076
