subject,neuron_id,region,best_bin_ms,n_temporal_bins,best_gamma,n_folds,observed_accuracy,mean_shuffle_accuracy,n_shuffles_ge_observed,p_value,number_coding,runtime_sec
YFF,33,hpc,180,5,0.8,7,0.1926605504587156,0.10811926605504589,6,0.03482587064676617,True,3.9277446269989014
YFF,34,hpc,180,5,0.2,7,0.2018348623853211,0.10555045871559633,2,0.014925373134328358,True,3.682321548461914
YFF,35,hpc,150,6,0.2,7,0.1834862385321101,0.11334862385321103,11,0.05970149253731343,False,3.8052351474761963
YFF,36,hpc,60,15,0.2,7,,,0,0.004975124378109453,True,0.3357846736907959
YFF,37,hpc,60,15,0.8,7,0.1651376146788991,0.1143119266055046,22,0.11442786069651742,False,5.03493332862854
YFF,38,hpc,60,15,0.8,7,0.1651376146788991,0.11105504587155962,17,0.08955223880597014,False,5.340801477432251
YFF,39,hpc,150,6,0.8,7,0.26605504587155965,0.1089908256880734,0,0.004975124378109453,True,3.5993754863739014
YFF,40,hpc,100,9,0.5,7,0.1559633027522936,0.11284403669724771,24,0.12437810945273632,False,4.132320404052734
YFF,41,hpc,60,15,0.2,7,,,0,0.004975124378109453,True,0.36676621437072754
YFF,42,hpc,90,10,0.8,7,0.14678899082568808,0.11229357798165138,36,0.18407960199004975,False,4.22894287109375
YFF,43,hpc,60,15,0.2,7,,,0,0.004975124378109453,True,0.36963820457458496
YFF,44,hpc,150,6,0.8,7,0.14678899082568808,0.10610091743119267,31,0.15920398009950248,False,3.439974546432495
YFF,45,hpc,60,15,0.2,7,,,0,0.004975124378109453,True,0.327556848526001
