subject,neuron_id,region,best_bin_ms,n_temporal_bins,best_gamma,n_folds,observed_accuracy,mean_shuffle_accuracy,n_shuffles_ge_observed,p_value,number_coding,runtime_sec
YFK,66,para-hpc,75.0,12.0,0.8,4.0,0.17543859649122806,0.10456140350877191,5.0,0.029850746268656716,True,3.596132516860962
YFK,67,para-hpc,60.0,15.0,0.5,4.0,0.13157894736842105,0.11021929824561404,61.0,0.30845771144278605,False,3.719306468963623
YFL,19,hpc,100.0,9.0,0.5,4.0,0.16666666666666666,0.1056140350877193,10.0,0.05472636815920398,False,3.85128116607666
YFL,20,hpc,100.0,9.0,0.5,4.0,0.15789473684210525,0.13394736842105265,71.0,0.3582089552238806,False,4.072417736053467
YFL,21,hpc,225.0,4.0,0.8,4.0,0.17543859649122806,0.1011842105263158,16.0,0.0845771144278607,False,4.41135835647583
YFL,22,hpc,225.0,4.0,0.8,4.0,0.16666666666666666,0.10543859649122807,8.0,0.04477611940298507,True,3.9843971729278564
YFL,23,hpc,900.0,1.0,0.5,4.0,0.15789473684210525,0.09894736842105263,11.0,0.05970149253731343,False,3.5484414100646973
YFL,24,hpc,60.0,15.0,0.2,4.0,0.14035087719298245,0.10666666666666666,33.0,0.1691542288557214,False,3.7743425369262695
YFL,25,hpc,100.0,9.0,0.5,4.0,0.16666666666666666,0.1132456140350877,18.0,0.0945273631840796,False,3.813748359680176
YFL,26,hpc,75.0,12.0,0.2,4.0,0.17543859649122806,0.11241228070175438,9.0,0.04975124378109453,True,3.6069726943969727
YFL,27,hpc,,,,,,,,,False,0.2326829433441162
YFL,28,hpc,60.0,15.0,0.5,4.0,0.12280701754385964,0.08785087719298247,34.0,0.17412935323383086,False,3.754638195037842
YFL,29,hpc,225.0,4.0,0.2,4.0,0.19298245614035087,0.10631578947368421,3.0,0.01990049751243781,True,3.641911745071411
YFL,30,hpc,100.0,9.0,0.5,4.0,0.18421052631578946,0.11096491228070175,4.0,0.024875621890547265,True,3.531068801879883
YFL,31,hpc,100.0,9.0,0.2,4.0,0.11403508771929824,0.10798245614035087,81.0,0.4079601990049751,False,3.6927764415740967
YFL,32,hpc,900.0,1.0,0.2,4.0,0.14912280701754385,0.09802631578947367,17.0,0.08955223880597014,False,3.3662002086639404
YFL,33,hpc,100.0,9.0,0.5,4.0,0.18421052631578946,0.10969298245614034,5.0,0.029850746268656716,True,3.7831478118896484
YFL,34,hpc,90.0,10.0,0.5,4.0,0.14912280701754385,0.1082017543859649,24.0,0.12437810945273632,False,3.506377935409546
YFL,35,hpc,60.0,15.0,0.2,4.0,0.16666666666666666,0.1169736842105263,21.0,0.10945273631840796,False,4.044830322265625
YFL,36,hpc,75.0,12.0,0.2,4.0,0.14035087719298245,0.11574561403508771,48.0,0.24378109452736318,False,3.6581766605377197
YFL,37,hpc,100.0,9.0,0.5,4.0,0.16666666666666666,0.11535087719298245,18.0,0.0945273631840796,False,3.6922314167022705
YFL,38,hpc,900.0,1.0,0.2,4.0,0.14035087719298245,0.1031140350877193,25.0,0.12935323383084577,False,3.3305232524871826
YFL,39,hpc,225.0,4.0,0.2,4.0,0.14912280701754385,0.10342105263157896,26.0,0.13432835820895522,False,3.471623182296753
YFL,58,hpc,100.0,9.0,0.8,4.0,0.16666666666666666,0.11315789473684208,17.0,0.08955223880597014,False,3.6599984169006348
YFL,59,hpc,900.0,1.0,0.2,4.0,0.10526315789473684,0.09280701754385966,72.0,0.36318407960199006,False,3.561272382736206
YFL,60,hpc,225.0,4.0,0.2,4.0,0.12280701754385964,0.10986842105263157,76.0,0.38308457711442784,False,3.436021327972412
YFL,61,hpc,60.0,15.0,0.8,4.0,0.14035087719298245,0.11596491228070174,54.0,0.2736318407960199,False,3.84029221534729
YFL,62,hpc,60.0,15.0,0.2,4.0,0.15789473684210525,0.11381578947368422,20.0,0.1044776119402985,False,3.8872315883636475
YFL,63,hpc,90.0,10.0,0.2,4.0,0.14912280701754385,0.11311403508771928,32.0,0.16417910447761194,False,3.717846155166626
YFL,64,hpc,150.0,6.0,0.2,4.0,0.14912280701754385,0.11350877192982456,38.0,0.19402985074626866,False,3.696110486984253
YFL,65,hpc,450.0,2.0,0.8,4.0,0.18421052631578946,0.0994736842105263,2.0,0.014925373134328358,True,3.362238645553589
YFL,66,hpc,450.0,2.0,0.8,4.0,0.16666666666666666,0.10021929824561403,12.0,0.06467661691542288,False,3.6506283283233643
YFL,67,hpc,60.0,15.0,0.5,4.0,0.10526315789473684,0.11517543859649121,128.0,0.6417910447761194,False,3.2786357402801514
YFL,68,hpc,60.0,15.0,0.2,4.0,0.14035087719298245,0.11666666666666665,57.0,0.2885572139303483,False,3.1904115676879883
YFL,69,hpc,100.0,9.0,0.5,4.0,0.10526315789473684,0.10890350877192984,110.0,0.5522388059701493,False,3.6197776794433594
YFL,70,hpc,300.0,3.0,0.8,4.0,0.17543859649122806,0.1075,8.0,0.04477611940298507,True,3.6630947589874268
YFL,71,hpc,900.0,1.0,0.2,4.0,0.15789473684210525,0.1037719298245614,14.0,0.07462686567164178,False,3.506394863128662
YFL,72,hpc,60.0,15.0,0.2,4.0,0.17543859649122806,0.1154824561403509,10.0,0.05472636815920398,False,3.5601954460144043
YFL,73,hpc,100.0,9.0,0.8,4.0,0.16666666666666666,0.11241228070175438,14.0,0.07462686567164178,False,3.572084903717041
YFL,74,hpc,300.0,3.0,0.5,4.0,0.10526315789473684,0.10578947368421052,113.0,0.5671641791044776,False,3.7423040866851807
YFL,75,hpc,60.0,15.0,0.5,4.0,0.14912280701754385,0.11631578947368419,40.0,0.20398009950248755,False,3.992697238922119
YFL,76,hpc,450.0,2.0,0.8,4.0,0.11403508771929824,0.10561403508771929,92.0,0.4626865671641791,False,3.693267345428467
YFL,77,hpc,100.0,9.0,0.5,4.0,0.18421052631578946,0.11276315789473683,6.0,0.03482587064676617,True,3.969160318374634
YFL,78,hpc,75.0,12.0,0.2,4.0,0.14912280701754385,0.11328947368421051,31.0,0.15920398009950248,False,3.891303777694702
YFL,79,ent,900.0,1.0,0.2,4.0,0.12280701754385964,0.10333333333333332,61.0,0.30845771144278605,False,3.716435432434082
YFL,80,ent,150.0,6.0,0.5,4.0,0.14035087719298245,0.10758771929824562,39.0,0.19900497512437812,False,3.96964168548584
