number,mean_firing_rate_hz,sem_firing_rate_hz,n_presentations
1,6.684587813620072,0.3879176976622831,62
2,7.083333333333333,0.4662511283643069,48
3,7.072649572649572,0.3990436565768726,52
4,7.368421052631579,0.425115381715847,57
5,7.651991614255765,0.4633732951481202,53
6,8.015873015873016,0.4641330640385221,56
7,6.9509043927648575,0.5282356342073621,43
8,8.022222222222222,0.47755360453073986,50
9,7.023809523809524,0.39650058857021414,56
