number,trial_index,operand,spike_time_s
4,153,1,0.27
4,153,1,0.301
4,153,1,0.529
4,153,1,0.558
4,153,1,0.796
4,153,1,0.917
4,153,1,0.922
4,153,2,0.046
4,153,2,0.167
4,153,2,0.172
4,153,2,0.629
4,153,2,0.893
8,154,1,0.092
8,154,1,0.11
8,154,1,0.238
8,154,1,0.289
8,154,1,0.365
8,154,1,0.398
8,154,1,0.453
8,154,1,0.697
8,154,1,0.812
8,154,2,0.062
8,154,2,0.288
8,154,2,0.342
5,155,1,0.001
5,155,1,0.133
5,155,1,0.383
5,155,1,0.791
5,155,1,0.866
5,155,1,0.909
6,155,2,0.041
6,155,2,0.116
6,155,2,0.159
6,155,2,0.302
6,155,2,0.341
6,155,2,0.425
6,155,2,0.564
6,155,2,0.605
6,155,2,0.74
6,155,2,0.786
6,155,2,0.862
6,155,2,0.887
4,156,2,0.188
4,156,2,0.256
4,156,2,0.345
4,156,2,0.389
4,156,2,0.484
4,156,2,0.574
4,156,2,0.62
4,156,2,0.631
4,156,2,0.808
4,156,2,0.957
5,157,1,0.177
5,157,1,0.22
5,157,1,0.23
5,157,1,0.292
5,157,1,0.315
5,157,1,0.348
5,157,1,0.553
5,157,1,0.588
5,157,1,0.62
5,157,1,0.947
7,157,2,0.197
7,157,2,0.374
7,157,2,0.44
7,157,2,0.46
7,157,2,0.864
2,158,1,0.198
2,158,1,0.223
2,158,1,0.272
2,158,1,0.317
2,158,1,0.361
2,158,1,0.383
2,158,1,0.466
2,158,1,0.507
2,158,1,0.596
7,159,1,0.341
7,159,1,0.405
7,159,1,0.736
7,159,1,0.744
7,159,1,0.809
7,159,1,0.839
3,159,2,0.059
3,159,2,0.089
3,159,2,0.398
3,159,2,0.502
3,159,2,0.53
3,159,2,0.951
3,159,2,0.954
9,160,1,0.123
9,160,1,0.432
9,160,1,0.732
8,161,1,0.116
8,161,1,0.178
8,161,1,0.196
8,161,1,0.56
8,161,1,0.95
9,161,2,0.2
9,161,2,0.315
9,161,2,0.516
9,161,2,0.719
9,161,2,0.722
9,161,2,0.922
4,162,1,0.229
4,162,1,0.447
4,162,1,0.545
2,162,2,0.363
2,162,2,0.504
2,162,2,0.597
2,162,2,0.801
5,163,1,0.037
5,163,1,0.096
5,163,1,0.35
5,163,1,0.405
4,163,2,0.666
4,163,2,0.715
4,163,2,0.743
4,163,2,0.745
7,164,1,0.03
7,164,1,0.294
7,164,1,0.463
7,164,1,0.491
7,164,1,0.636
7,164,1,0.66
7,164,1,0.709
7,164,1,0.84
7,164,1,0.925
7,164,1,0.951
1,164,2,0.09
1,164,2,0.175
1,164,2,0.201
1,164,2,0.421
1,164,2,0.429
1,164,2,0.456
1,164,2,0.513
1,164,2,0.636
1,164,2,0.786
1,164,2,0.809
1,164,2,0.906
1,164,2,0.976
3,165,1,0.08
3,165,1,0.175
3,165,1,0.177
3,165,1,0.264
3,165,1,0.418
3,165,1,0.477
3,166,2,0.102
3,166,2,0.136
3,166,2,0.221
3,166,2,0.226
3,166,2,0.357
3,166,2,0.859
3,166,2,0.864
3,166,2,0.963
7,167,1,0.181
7,167,1,0.389
7,167,1,0.503
7,167,1,0.592
7,167,1,0.673
7,167,1,0.749
7,167,1,0.931
4,168,1,0.009
4,168,1,0.393
4,168,1,0.475
4,168,1,0.667
4,168,1,0.764
4,168,1,0.805
2,168,2,0.014
2,168,2,0.055
2,168,2,0.453
2,168,2,0.541
2,168,2,0.567
6,169,1,0.03
6,169,1,0.075
6,169,1,0.299
6,169,1,0.378
6,169,1,0.46
6,169,1,0.681
2,170,2,0.156
2,170,2,0.37
2,170,2,0.727
2,170,2,0.975
8,171,1,0.198
8,171,1,0.338
8,171,1,0.406
8,171,1,0.422
8,171,1,0.716
8,171,1,0.935
5,171,2,0.185
5,171,2,0.592
5,171,2,0.652
5,171,2,0.788
5,171,2,0.837
5,171,2,0.853
5,171,2,0.99
3,172,1,0.19
3,172,1,0.239
3,172,1,0.278
3,172,1,0.397
3,172,1,0.412
3,172,1,0.569
3,172,1,0.709
3,172,1,0.852
3,172,1,0.899
3,172,1,0.938
3,172,2,0.102
3,172,2,0.149
3,172,2,0.188
3,172,2,0.514
3,172,2,0.555
3,172,2,0.62
3,172,2,0.726
3,172,2,0.822
3,172,2,0.834
3,172,2,0.964
9,173,2,0.155
9,173,2,0.249
9,173,2,0.266
9,173,2,0.443
9,173,2,0.494
9,173,2,0.927
5,175,2,0.132
5,175,2,0.283
5,175,2,0.328
5,175,2,0.385
5,175,2,0.489
5,175,2,0.592
5,175,2,0.734
5,175,2,0.749
5,175,2,0.755
5,175,2,0.763
5,175,2,0.766
5,175,2,0.78
5,175,2,0.851
1,176,1,0.097
1,176,1,0.121
1,176,1,0.48
1,176,1,0.491
1,176,1,0.524
1,176,1,0.769
1,176,1,0.785
1,176,1,0.835
1,176,1,0.854
1,176,1,0.948
6,176,2,0.019
6,176,2,0.035
6,176,2,0.085
6,176,2,0.104
6,176,2,0.198
6,176,2,0.43
6,176,2,0.602
6,176,2,0.636
6,176,2,0.694
8,177,1,0.009
8,177,1,0.064
8,177,1,0.066
8,177,1,0.177
8,177,1,0.193
8,177,1,0.246
8,177,1,0.302
8,177,1,0.352
8,177,1,0.497
8,177,1,0.655
4,177,2,0.499
4,177,2,0.686
4,177,2,0.752
4,177,2,0.844
4,177,2,0.894
4,177,2,0.971
8,178,1,0.037
8,178,1,0.144
8,178,1,0.273
8,178,1,0.339
8,178,1,0.37
8,178,1,0.59
8,178,1,0.665
8,178,1,0.723
8,178,1,0.763
8,178,1,0.951
4,178,2,0.013
4,178,2,0.201
4,178,2,0.419
4,178,2,0.549
4,178,2,0.575
4,178,2,0.841
4,178,2,0.937
6,179,2,0.19
6,179,2,0.214
6,179,2,0.458
6,179,2,0.517
6,179,2,0.52
6,179,2,0.546
6,179,2,0.877
6,179,2,0.889
6,179,2,0.938
6,179,2,0.965
9,180,1,0.138
9,180,1,0.218
9,180,1,0.254
9,180,1,0.309
9,180,1,0.684
4,180,2,0.365
4,180,2,0.945
2,181,1,0.043
2,181,1,0.276
2,181,1,0.432
2,181,1,0.583
2,181,1,0.754
2,181,1,0.986
2,181,2,0.004
2,181,2,0.236
2,181,2,0.251
2,181,2,0.303
2,181,2,0.987
2,182,1,0.17
2,182,1,0.174
2,182,1,0.266
2,182,1,0.557
2,182,1,0.92
9,182,2,0.17
9,182,2,0.332
9,182,2,0.674
9,182,2,0.843
8,183,1,0.126
8,183,1,0.784
8,183,1,0.87
3,183,2,0.034
3,183,2,0.12
3,183,2,0.398
3,183,2,0.482
3,183,2,0.488
3,183,2,0.502
3,183,2,0.514
3,183,2,0.672
3,183,2,0.731
3,183,2,0.82
3,183,2,0.973
7,184,2,0.386
7,184,2,0.545
7,184,2,0.64
7,184,2,0.844
7,184,2,0.951
7,185,1,0.037
7,185,1,0.183
7,185,1,0.629
7,185,1,0.664
7,185,1,0.887
5,185,2,0.137
5,185,2,0.274
5,185,2,0.298
5,185,2,0.48
5,185,2,0.862
7,186,1,0.054
7,186,1,0.176
7,186,1,0.809
7,186,1,0.821
7,186,1,0.879
9,186,2,0.059
9,186,2,0.071
9,186,2,0.129
9,186,2,0.266
9,186,2,0.604
9,186,2,0.745
9,186,2,0.872
3,187,2,0.121
3,187,2,0.3
3,187,2,0.331
3,187,2,0.333
3,187,2,0.364
3,187,2,0.497
3,187,2,0.616
3,187,2,0.632
3,187,2,0.643
3,187,2,0.665
3,187,2,0.684
3,187,2,0.691
3,187,2,0.722
3,187,2,0.741
3,187,2,0.744
3,187,2,0.883
3,189,1,0.096
3,189,1,0.122
3,189,1,0.192
3,189,1,0.584
3,189,1,0.661
3,189,1,0.876
8,189,2,0.126
8,189,2,0.689
2,190,1,0.213
2,190,1,0.282
2,190,1,0.307
2,190,1,0.532
2,190,1,0.707
2,190,1,0.86
2,190,1,0.913
8,190,2,0.11
8,190,2,0.163
8,190,2,0.304
8,190,2,0.307
8,190,2,0.373
8,190,2,0.464
8,190,2,0.564
8,190,2,0.771
4,191,1,0.062
4,191,1,0.208
4,191,1,0.642
4,191,1,0.748
3,191,2,0.314
3,191,2,0.357
3,191,2,0.537
3,191,2,0.622
3,191,2,0.685
3,191,2,0.858
3,191,2,0.937
2,192,1,0.046
2,192,1,0.124
2,192,1,0.189
2,192,1,0.395
2,192,1,0.811
2,192,2,0.061
2,192,2,0.464
2,192,2,0.49
2,192,2,0.655
2,192,2,0.702
2,192,2,0.82
2,192,2,0.936
1,193,1,0.035
1,193,1,0.294
1,193,1,0.432
1,193,1,0.496
1,193,1,0.764
1,193,1,0.818
1,193,1,0.823
1,193,1,0.964
1,193,2,0.014
1,193,2,0.068
1,193,2,0.073
1,193,2,0.214
1,193,2,0.291
1,193,2,0.405
1,193,2,0.454
1,193,2,0.521
1,193,2,0.709
1,193,2,0.733
1,193,2,0.795
7,194,1,0.159
7,194,1,0.165
7,194,1,0.272
7,194,1,0.492
7,194,1,0.596
2,194,2,0.354
2,194,2,0.402
2,194,2,0.549
2,194,2,0.57
2,194,2,0.795
2,194,2,0.998
3,195,1,0.289
3,195,1,0.456
3,195,1,0.469
3,195,1,0.621
3,195,1,0.647
3,195,1,0.828
2,195,2,0.078
2,195,2,0.446
2,195,2,0.613
2,195,2,0.78
2,195,2,0.805
2,195,2,0.834
1,196,1,0.331
1,196,1,0.632
1,196,1,0.679
5,196,2,0.341
5,196,2,0.404
5,196,2,0.561
5,196,2,0.574
5,196,2,0.777
5,196,2,0.976
9,197,2,0.215
9,197,2,0.228
9,197,2,0.404
9,197,2,0.53
9,197,2,0.94
5,198,1,0.034
5,198,1,0.068
5,198,1,0.093
5,198,1,0.151
5,198,1,0.438
5,198,1,0.535
8,198,2,0.334
8,198,2,0.511
8,198,2,0.598
8,198,2,0.99
9,199,1,0.162
9,199,1,0.333
9,199,1,0.513
9,199,1,0.534
9,199,1,0.646
9,199,1,0.727
9,199,1,0.862
2,199,2,0.112
2,199,2,0.302
2,199,2,0.575
2,199,2,0.718
2,199,2,0.999
4,200,2,0.178
4,200,2,0.468
4,200,2,0.47
4,200,2,0.825
7,201,1,0.036
7,201,1,0.302
9,201,2,0.294
9,201,2,0.724
9,201,2,0.823
9,202,1,0.359
9,202,1,0.388
9,202,1,0.455
9,202,1,0.592
9,202,1,0.669
9,202,1,0.68
9,202,1,0.734
9,202,1,0.759
9,202,1,0.895
9,202,1,0.967
2,202,2,0.009
2,202,2,0.145
2,202,2,0.217
2,202,2,0.428
2,202,2,0.437
2,202,2,0.441
2,202,2,0.531
2,202,2,0.703
2,202,2,0.914
4,203,1,0.059
4,203,1,0.632
4,203,1,0.946
4,203,1,0.97
7,203,2,0.196
7,203,2,0.22
7,203,2,0.446
7,203,2,0.704
7,203,2,0.853
7,203,2,0.914
8,204,1,0.125
8,204,1,0.139
8,204,1,0.375
8,204,1,0.446
8,204,1,0.553
5,204,2,0.267
5,204,2,0.455
5,204,2,0.518
5,204,2,0.779
5,204,2,0.782
5,204,2,0.831
5,204,2,0.922
2,205,1,0.065
2,205,1,0.23
2,205,1,0.399
2,205,1,0.799
1,205,2,0.049
1,205,2,0.316
1,205,2,0.358
1,205,2,0.673
1,205,2,0.694
1,205,2,0.701
1,205,2,0.867
1,205,2,0.873
5,206,1,0.067
5,206,1,0.387
5,206,1,0.408
5,206,1,0.533
1,206,2,0.941
1,206,2,0.95
8,207,1,0.344
8,207,1,0.652
8,207,1,0.798
8,207,1,0.966
2,208,1,0.158
2,208,1,0.498
2,208,1,0.714
2,208,1,0.882
7,208,2,0.132
7,208,2,0.266
7,208,2,0.271
7,208,2,0.338
7,208,2,0.468
7,208,2,0.73
7,208,2,0.87
7,208,2,0.953
1,209,2,0.126
1,209,2,0.695
1,209,2,0.705
1,209,2,0.77
1,209,2,0.942
7,210,1,0.017
7,210,1,0.095
7,210,1,0.108
7,210,1,0.142
7,210,1,0.609
7,210,1,0.73
7,210,1,0.777
7,210,1,0.986
4,210,2,0.027
4,210,2,0.236
4,210,2,0.398
4,210,2,0.64
4,210,2,0.723
4,210,2,0.732
4,210,2,0.907
5,211,1,0.064
5,211,1,0.165
5,211,1,0.277
5,211,1,0.301
5,211,1,0.38
5,211,1,0.457
5,211,1,0.674
5,211,1,0.796
5,211,1,0.893
5,211,1,0.972
2,211,2,0.046
2,211,2,0.143
2,211,2,0.222
2,211,2,0.34
2,211,2,0.378
2,211,2,0.475
2,211,2,0.652
2,211,2,0.68
2,211,2,0.74
2,211,2,0.75
2,211,2,0.783
2,211,2,0.886
2,212,1,0.018
2,212,1,0.13
2,212,1,0.3
2,212,1,0.689
2,213,2,0.105
2,213,2,0.131
2,213,2,0.144
2,213,2,0.194
2,213,2,0.631
2,213,2,0.707
2,213,2,0.92
4,214,1,0.056
4,214,1,0.43
4,214,1,0.624
4,214,1,0.679
4,214,1,0.786
1,214,2,0.036
1,214,2,0.252
1,214,2,0.302
1,214,2,0.321
1,214,2,0.338
1,214,2,0.595
1,214,2,0.614
1,214,2,0.715
3,215,2,0.039
3,215,2,0.059
3,215,2,0.075
3,215,2,0.341
9,216,1,0.107
9,216,1,0.128
9,216,1,0.23
9,216,1,0.287
9,216,1,0.422
9,216,1,0.721
9,216,1,0.758
7,216,2,0.008
7,216,2,0.352
7,216,2,0.662
7,216,2,0.712
7,216,2,0.722
7,216,2,0.808
7,216,2,0.825
7,216,2,0.875
7,216,2,0.94
6,217,1,0.187
6,217,1,0.325
6,217,1,0.7
6,217,1,0.831
6,217,1,0.906
6,217,2,0.081
6,217,2,0.156
6,217,2,0.313
6,217,2,0.602
6,217,2,0.739
6,217,2,0.819
6,217,2,0.917
6,217,2,0.958
1,218,1,0.19
1,218,1,0.24
1,218,1,0.482
1,218,1,0.494
1,218,1,0.512
1,218,1,0.761
7,218,2,0.011
7,218,2,0.284
7,218,2,0.757
7,218,2,0.77
2,219,1,0.015
2,219,1,0.065
2,219,1,0.187
2,219,1,0.446
2,219,1,0.683
2,219,1,0.885
2,219,1,0.911
8,220,1,0.063
8,220,1,0.074
8,220,1,0.099
8,220,1,0.37
8,220,1,0.453
8,220,1,0.515
8,220,1,0.737
8,220,1,0.763
8,220,1,0.944
8,220,1,0.969
5,220,2,0.013
5,220,2,0.194
5,220,2,0.219
5,220,2,0.284
5,220,2,0.524
5,220,2,0.633
5,220,2,0.869
5,220,2,0.91
5,220,2,0.969
5,221,1,0.212
5,221,1,0.232
5,221,1,0.403
5,221,1,0.408
5,221,1,0.433
5,221,1,0.444
5,221,1,0.552
5,221,1,0.685
5,221,1,0.792
5,221,1,0.841
5,221,1,0.963
1,222,1,0.049
1,222,1,0.066
1,222,1,0.08
1,222,1,0.093
1,222,1,0.222
1,222,1,0.249
1,222,1,0.31
1,222,1,0.348
1,222,1,0.368
1,222,1,0.407
1,222,1,0.416
1,222,1,0.524
1,222,1,0.725
1,222,1,0.806
1,222,1,0.836
1,222,1,0.923
3,222,2,0.056
3,222,2,0.086
3,222,2,0.173
3,222,2,0.275
3,222,2,0.307
3,222,2,0.346
3,222,2,0.614
3,222,2,0.948
3,222,2,0.985
9,223,1,0.027
9,223,1,0.384
9,223,1,0.421
9,223,1,0.494
9,223,1,0.653
9,223,1,0.734
9,223,1,0.751
9,223,1,0.811
9,223,1,0.823
9,223,1,0.957
9,223,1,0.97
6,223,2,0.002
6,223,2,0.062
6,223,2,0.074
6,223,2,0.208
6,223,2,0.221
6,223,2,0.299
6,223,2,0.38
6,223,2,0.443
6,223,2,0.548
6,223,2,0.774
6,223,2,0.815
6,223,2,0.817
6,223,2,0.975
1,224,1,0.145
1,224,1,0.443
5,224,2,0.268
5,224,2,0.3
5,224,2,0.413
5,224,2,0.627
5,224,2,0.783
5,225,2,0.503
5,225,2,0.589
5,225,2,0.643
5,225,2,0.686
5,225,2,0.726
5,225,2,0.881
5,225,2,0.941
6,226,1,0.04
6,226,1,0.202
6,226,1,0.273
6,226,1,0.77
8,226,2,0.02
8,226,2,0.838
8,226,2,0.91
4,228,1,0.015
4,228,1,0.143
4,228,1,0.254
4,228,1,0.372
4,228,1,0.479
4,228,1,0.503
4,228,1,0.569
4,228,1,0.685
7,228,2,0.511
7,228,2,0.529
7,228,2,0.692
7,228,2,0.709
7,228,2,0.847
2,229,1,0.427
2,229,1,0.439
2,229,1,0.502
2,229,1,0.696
2,229,1,0.746
2,229,1,0.968
2,229,1,0.986
9,229,2,0.218
9,229,2,0.236
9,229,2,0.415
9,229,2,0.455
9,229,2,0.508
9,229,2,0.656
7,230,1,0.104
7,230,1,0.147
7,230,1,0.162
7,230,1,0.382
7,230,1,0.882
7,230,1,0.975
2,230,2,0.132
2,230,2,0.225
2,230,2,0.255
2,230,2,0.298
2,230,2,0.471
2,230,2,0.581
2,230,2,0.593
2,230,2,0.601
2,230,2,0.841
2,230,2,0.894
2,230,2,0.996
8,231,2,0.242
8,231,2,0.731
8,231,2,0.803
9,232,1,0.1
9,232,1,0.355
9,232,1,0.552
9,232,1,0.781
9,232,1,0.839
8,233,1,0.243
8,233,1,0.468
8,233,1,0.558
8,233,1,0.642
8,233,1,0.701
8,233,1,0.742
8,233,1,0.767
8,233,1,0.957
8,233,1,0.963
5,233,2,0.017
5,233,2,0.207
5,233,2,0.213
5,233,2,0.435
5,233,2,0.441
5,233,2,0.683
5,233,2,0.715
1,234,1,0.199
1,234,1,0.229
1,234,1,0.318
1,234,1,0.465
1,234,1,0.619
1,234,1,0.864
1,234,1,0.897
9,234,2,0.114
9,234,2,0.147
9,234,2,0.412
9,234,2,0.419
9,234,2,0.427
9,234,2,0.752
9,234,2,0.924
9,235,2,0.276
9,235,2,0.411
9,235,2,0.462
9,235,2,0.516
9,235,2,0.608
9,235,2,0.731
9,235,2,0.775
9,235,2,0.861
9,235,2,0.954
9,235,2,0.998
2,236,1,0.031
2,236,1,0.055
2,236,1,0.242
2,236,1,0.362
2,236,1,0.887
2,236,1,0.948
2,236,2,0.137
2,236,2,0.198
2,236,2,0.276
2,236,2,0.289
2,236,2,0.468
2,236,2,0.48
2,236,2,0.847
2,236,2,0.983
7,237,1,0.369
7,237,1,0.373
5,237,2,0.366
5,237,2,0.378
5,237,2,0.461
5,237,2,0.618
5,237,2,0.867
5,237,2,0.995
5,238,1,0.288
5,238,1,0.375
5,238,1,0.747
5,238,1,0.785
5,238,1,0.791
5,238,1,0.84
5,238,1,0.974
5,238,2,0.035
5,238,2,0.041
5,238,2,0.09
5,238,2,0.224
5,238,2,0.289
5,238,2,0.456
5,238,2,0.79
5,238,2,0.871
5,238,2,0.947
5,238,2,0.993
1,239,1,0.019
1,239,1,0.029
1,239,1,0.312
1,239,1,0.315
1,239,1,0.392
1,239,1,0.406
1,239,2,0.279
1,239,2,0.313
2,240,2,0.208
2,240,2,0.323
2,240,2,0.568
2,240,2,0.801
2,240,2,0.939
2,241,2,0.084
2,241,2,0.178
2,241,2,0.326
2,241,2,0.542
2,241,2,0.786
2,241,2,0.868
2,241,2,0.956
7,242,1,0.033
7,242,1,0.052
7,242,1,0.129
7,242,1,0.183
7,242,1,0.225
7,242,1,0.426
7,242,1,0.519
7,242,1,0.585
7,242,1,0.769
7,242,1,0.784
7,242,1,0.793
7,242,1,0.816
7,242,1,0.923
2,242,2,0.019
2,242,2,0.034
2,242,2,0.043
2,242,2,0.066
2,242,2,0.173
2,242,2,0.274
2,242,2,0.304
2,242,2,0.46
2,242,2,0.467
2,242,2,0.506
2,242,2,0.526
2,242,2,0.721
2,242,2,0.728
2,242,2,0.876
2,242,2,0.993
2,244,1,0.043
2,244,1,0.07
2,244,1,0.166
2,244,1,0.278
2,244,1,0.295
2,244,1,0.372
2,244,1,0.407
2,244,1,0.934
2,244,1,0.936
1,244,2,0.184
1,244,2,0.186
1,244,2,0.312
1,244,2,0.341
1,244,2,0.697
1,244,2,0.776
6,245,1,0.129
6,245,1,0.208
6,245,1,0.22
6,245,1,0.533
6,245,1,0.576
6,245,1,0.595
6,245,1,0.72
6,245,1,0.843
6,245,1,0.904
3,245,2,0.093
3,245,2,0.154
3,245,2,0.427
3,245,2,0.507
3,245,2,0.803
3,245,2,0.901
3,245,2,0.916
2,246,1,0.143
2,246,1,0.201
2,246,1,0.233
2,246,1,0.289
2,246,1,0.404
5,246,2,0.542
5,246,2,0.729
5,246,2,0.8
5,246,2,0.857
5,246,2,0.932
1,247,1,0.259
1,247,1,0.304
1,247,1,0.644
1,247,1,0.655
1,247,1,0.665
1,247,1,0.755
1,247,1,0.792
1,247,1,0.983
7,247,2,0.005
7,247,2,0.042
7,247,2,0.233
7,247,2,0.393
7,247,2,0.595
7,247,2,0.682
7,247,2,0.955
6,248,1,0.153
6,248,1,0.665
6,248,1,0.672
6,248,1,0.682
6,248,1,0.746
6,248,1,0.764
6,248,1,0.77
6,248,1,0.805
6,248,1,0.969
3,248,2,0.014
3,248,2,0.02
3,248,2,0.055
3,248,2,0.219
3,248,2,0.574
3,248,2,0.711
3,248,2,0.807
3,248,2,0.947
9,249,1,0.198
9,249,1,0.287
9,249,1,0.493
9,249,1,0.54
9,249,1,0.717
9,249,1,0.956
1,249,2,0.206
1,249,2,0.379
1,249,2,0.616
1,249,2,0.714
1,249,2,0.891
3,250,1,0.041
3,250,1,0.518
3,250,1,0.816
3,250,1,0.851
3,250,1,0.969
8,250,2,0.066
8,250,2,0.101
8,250,2,0.219
8,250,2,0.452
8,250,2,0.811
8,250,2,0.997
1,251,1,0.011
1,251,1,0.024
1,251,1,0.092
1,251,1,0.118
1,251,1,0.303
1,251,1,0.815
1,251,1,0.91
1,251,1,0.955
1,251,1,0.993
3,251,2,0.065
3,251,2,0.16
3,251,2,0.205
3,251,2,0.243
3,251,2,0.29
3,251,2,0.645
3,251,2,0.81
2,252,1,0.03
2,252,1,0.286
2,252,1,0.346
2,252,1,0.403
2,252,1,0.503
2,252,1,0.513
2,252,1,0.653
2,252,1,0.775
2,252,1,0.995
1,253,1,0.314
1,253,1,0.326
1,253,1,0.6
1,253,1,0.619
1,253,1,0.718
1,253,1,0.854
1,253,1,0.931
1,253,1,0.997
3,253,2,0.104
3,253,2,0.181
3,253,2,0.247
3,253,2,0.296
3,253,2,0.365
3,253,2,0.393
3,253,2,0.647
3,253,2,0.908
7,254,1,0.157
7,254,1,0.243
7,254,1,0.266
7,254,1,0.679
7,254,1,0.962
7,254,1,0.989
2,254,2,0.212
2,254,2,0.239
2,254,2,0.263
2,254,2,0.434
2,254,2,0.72
2,254,2,0.886
2,254,2,0.942
8,255,1,0.001
8,255,1,0.236
8,255,1,0.292
8,255,1,0.299
8,255,1,0.316
8,255,1,0.378
8,255,1,0.38
8,255,1,0.399
8,255,1,0.406
8,255,1,0.51
8,255,1,0.728
8,255,1,0.96
9,255,2,0.21
9,255,2,0.488
9,255,2,0.556
9,255,2,0.692
9,255,2,0.71
9,255,2,0.752
8,256,2,0.106
8,256,2,0.12
8,256,2,0.202
8,256,2,0.51
8,256,2,0.531
8,256,2,0.758
8,256,2,0.77
8,256,2,0.784
8,256,2,0.811
8,256,2,0.903
2,257,1,0.213
2,257,1,0.307
2,257,1,0.471
2,257,1,0.553
2,257,1,0.64
2,257,1,0.767
2,257,1,0.826
4,257,2,0.017
4,257,2,0.076
4,257,2,0.286
4,257,2,0.416
2,258,1,0.431
6,259,1,0.012
6,259,1,0.061
6,259,1,0.092
6,259,1,0.41
6,259,1,0.435
6,259,2,0.545
6,259,2,0.611
2,260,1,0.038
2,260,1,0.604
2,260,1,0.694
2,260,1,0.765
4,260,2,0.015
4,260,2,0.788
4,260,2,0.866
4,260,2,0.968
5,261,1,0.069
5,261,1,0.618
6,261,2,0.293
6,261,2,0.382
6,261,2,0.425
6,261,2,0.465
6,261,2,0.485
6,261,2,0.552
6,261,2,0.707
6,261,2,0.808
6,261,2,0.829
6,261,2,0.935
2,262,2,0.032
2,262,2,0.197
2,262,2,0.392
2,262,2,0.469
2,262,2,0.551
2,262,2,0.595
2,262,2,0.775
2,262,2,0.916
1,263,1,0.133
1,263,1,0.223
1,263,1,0.397
1,263,1,0.401
1,263,1,0.672
1,263,1,0.935
1,263,1,0.972
1,263,1,0.995
5,264,1,0.035
5,264,1,0.089
5,264,1,0.591
5,264,1,0.619
5,264,1,0.709
5,264,1,0.85
9,264,2,0.1
9,264,2,0.5
9,264,2,0.55
9,264,2,0.694
9,264,2,0.768
9,264,2,0.858
9,264,2,0.892
6,265,1,0.314
6,265,1,0.386
6,265,1,0.412
6,265,1,0.555
6,265,1,0.765
6,265,1,0.869
1,265,2,0.015
1,265,2,0.119
1,265,2,0.328
1,265,2,0.338
1,265,2,0.414
1,265,2,0.436
1,265,2,0.875
1,265,2,0.92
4,266,2,0.178
4,266,2,0.471
4,266,2,0.588
4,266,2,0.765
4,266,2,0.926
9,267,1,0.077
9,267,1,0.104
9,267,1,0.229
9,267,1,0.28
9,267,1,0.561
7,268,1,0.236
7,268,1,0.445
7,268,1,0.448
7,268,1,0.996
4,268,2,0.246
4,268,2,0.256
4,268,2,0.421
4,268,2,0.433
4,268,2,0.461
4,268,2,0.522
4,268,2,0.534
4,268,2,0.678
4,268,2,0.681
3,269,1,0.1
3,269,1,0.163
3,269,1,0.193
3,269,1,0.374
3,269,1,0.731
3,269,1,0.771
3,269,1,0.923
9,269,2,0.021
9,269,2,0.173
9,269,2,0.404
9,269,2,0.537
9,269,2,0.771
9,269,2,0.836
5,270,1,0.08
5,270,1,0.225
5,270,1,0.303
5,270,1,0.328
5,270,1,0.495
5,270,1,0.519
5,270,1,0.655
5,270,1,0.742
5,270,1,0.764
5,270,1,0.826
5,270,1,0.977
1,270,2,0.014
1,270,2,0.076
1,270,2,0.227
1,270,2,0.321
1,270,2,0.366
1,270,2,0.385
1,270,2,0.5
1,270,2,0.637
1,270,2,0.918
5,271,2,0.187
5,271,2,0.207
5,271,2,0.512
5,271,2,0.544
5,271,2,0.82
5,271,2,0.895
4,272,1,0.457
4,272,1,0.735
4,272,1,0.833
4,272,1,0.964
3,273,1,0.045
3,273,1,0.122
3,273,1,0.16
3,273,1,0.489
3,273,1,0.518
3,273,1,0.739
3,273,1,0.943
8,273,2,0.193
8,273,2,0.378
8,273,2,0.551
8,273,2,0.607
8,273,2,0.872
3,274,1,0.296
3,274,1,0.375
3,274,1,0.449
3,274,1,0.709
3,274,1,0.81
3,274,1,0.976
2,274,2,0.06
2,274,2,0.226
2,274,2,0.306
2,274,2,0.338
2,274,2,0.424
2,274,2,0.624
2,274,2,0.668
2,275,2,0.0
2,275,2,0.131
2,275,2,0.192
2,275,2,0.438
2,275,2,0.44
2,275,2,0.916
4,276,1,0.316
4,276,1,0.873
2,276,2,0.123
2,276,2,0.316
2,276,2,0.453
2,276,2,0.963
4,277,2,0.398
4,277,2,0.478
4,277,2,0.642
4,277,2,0.749
4,277,2,0.976
6,278,1,0.173
6,278,1,0.29
6,278,1,0.314
6,278,1,0.43
6,278,1,0.562
6,278,1,0.691
6,278,1,0.813
6,278,1,0.825
6,278,1,0.835
6,278,1,0.889
9,278,2,0.063
9,278,2,0.075
9,278,2,0.085
9,278,2,0.139
9,278,2,0.457
9,278,2,0.479
9,278,2,0.602
9,278,2,0.942
8,279,1,0.004
8,279,1,0.033
8,279,1,0.044
8,279,1,0.563
8,279,1,0.57
8,279,1,0.588
8,279,1,0.951
5,279,2,0.201
5,279,2,0.414
5,279,2,0.417
5,279,2,0.448
5,279,2,0.565
5,279,2,0.651
5,279,2,0.7
5,279,2,0.914
6,280,1,0.399
6,280,1,0.437
6,280,1,0.489
6,280,1,0.866
6,280,1,0.932
7,280,2,0.116
7,280,2,0.182
7,280,2,0.49
7,280,2,0.587
7,280,2,0.624
7,280,2,0.856
7,280,2,0.925
7,280,2,0.969
3,281,1,0.141
3,281,1,0.335
3,281,1,0.433
