number,time_s,mean_rate_hz,sem_rate_hz,n_presentations
5,0.551,7.340712493773087,0.4731266147733711,51
5,0.552,7.3398943960578125,0.47292428533017916,51
5,0.553,7.339106244222429,0.4727288820282087,51
5,0.554,7.33833073840556,0.47254018275775506,51
5,0.555,7.337585566125476,0.4723576225797747,51
5,0.556,7.336836398481573,0.47218244632288076,51
5,0.557,7.336100917016765,0.4720173669882471,51
5,0.558,7.335379305159913,0.47185588049566823,51
5,0.559,7.334688777938437,0.47170522188805974,51
5,0.56,7.333977960173431,0.4715584019865206,51
5,0.561,7.333281544656002,0.4714192625252681,51
5,0.562,7.332616726009476,0.4712855103993478,51
5,0.563,7.331966177581989,0.4711587591936171,51
5,0.564,7.33133006473794,0.47103903610731557,51
5,0.565,7.33072604484719,0.47092591682616597,51
5,0.566,7.33013725397197,0.47082601569040283,51
5,0.567,7.329529329952658,0.47072801966587546,51
5,0.568,7.328953978523951,0.4706368149059767,51
5,0.569,7.328393854364199,0.47055276607825297,51
5,0.57,7.327849104117223,0.47047589427378594,51
5,0.571,7.327319871145075,0.4704062195263695,51
5,0.572,7.326806295521127,0.47034376080571166,51
5,0.573,7.326291479536519,0.4702893287626103,51
5,0.574,7.325810535750958,0.47024214432934586,51
5,0.575,7.3253810901031375,0.4701947208247554,51
5,0.576,7.324933773363425,0.47016129380170774,51
5,0.577,7.324502779379177,0.4701351574976835,51
5,0.578,7.324088229710597,0.4701163243470522,51
5,0.579,7.323690242602111,0.4701048056720783,51
5,0.58,7.3233439234595705,0.4701045198220479,51
5,0.581,7.322980347763105,0.47010776171216206,51
5,0.582,7.322633693316318,0.4701183476861695,51
5,0.583,7.32232156087729,0.470141086539643,51
5,0.584,7.322009534589976,0.4701665131346482,51
5,0.585,7.321714748109728,0.47019930430864065,51
5,0.586,7.3214372973000605,0.4702394635413877,51
5,0.587,7.321177274721045,0.4702869931507485,51
5,0.588,7.320900700656769,0.4703452834003378,51
5,0.589,7.3206766977255855,0.4704074537418612,51
5,0.59,7.3204878538721525,0.47047894072921337,51
5,0.591,7.320299730913361,0.4705558896926062,51
5,0.592,7.320146935427624,0.47064303464186125,51
5,0.593,7.319977988425425,0.4707346746437603,51
5,0.594,7.319844513270574,0.4708337936291978,51
5,0.595,7.319746577496101,0.47094008046967833,51
5,0.596,7.3196672225370545,0.47105187993464326,51
5,0.597,7.319589026079698,0.47117296947644416,51
5,0.598,7.319529541642301,0.4713069358212996,51
5,0.599,7.319488824527022,0.47144266323817896,51
5,0.6,7.319466466314923,0.47158568824178915,51
5,0.601,7.319462516112953,0.47173599618423595,51
5,0.602,7.319442950835817,0.47189674846452456,51
5,0.603,7.319476849823243,0.4720614705213779,51
5,0.604,7.319512228112046,0.47222870136453243,51
5,0.605,7.319601136075406,0.47240545473451007,51
5,0.606,7.319709089525852,0.47259113977282313,51
5,0.607,7.319818635851688,0.4727847413112542,51
5,0.608,7.319947298362741,0.4729866129596116,51
5,0.609,7.3200951022469525,0.4731943895580999,51
5,0.61,7.3202791043098845,0.4734108469070049,51
5,0.611,7.320464805683699,0.4736328094823914,51
5,0.612,7.32066925721318,0.47386181097303803,51
5,0.613,7.320892472165553,0.4740978214687015,51
5,0.614,7.321117426244659,0.4743414705586689,51
5,0.615,7.3213961401493455,0.47458799123246126,51
5,0.616,7.3216941001603235,0.4748427387441314,51
5,0.617,7.3219938242808045,0.47510632483923926,51
5,0.618,7.322278276859454,0.47537801483682507,51
5,0.619,7.3226339856375455,0.4756552280652818,51
5,0.62,7.32299143545955,0.47593919360405634,51
5,0.621,7.323385607493173,0.47622692868126504,51
5,0.622,7.323799466921744,0.47652268026019384,51
5,0.623,7.324232550271704,0.4768245891769109,51
5,0.624,7.324650322461063,0.47713693581446764,51
5,0.625,7.3251218119177075,0.4774539709688995,51
5,0.626,7.325612478353614,0.4777790343142739,51
5,0.627,7.326104813396797,0.4781090922153484,51
5,0.628,7.326615824192656,0.4784455503364149,51
5,0.629,7.327162975847149,0.4787913662467201,51
5,0.63,7.3277117173918285,0.47914055807964895,51
5,0.631,7.328279047929924,0.4794959961921547,51
5,0.632,7.328865390106123,0.4798667692383701,51
5,0.633,7.329453668889356,0.48023504973435316,51
5,0.634,7.33007789889854,0.4806091025976504,51
5,0.635,7.330773486010103,0.480991934617091,51
5,0.636,7.33140275932963,0.4813791637374465,51
5,0.637,7.332068314471612,0.48176973365321213,51
5,0.638,7.3327525934757505,0.48217176968959746,51
5,0.639,7.333455531316326,0.4825721855516878,51
5,0.64,7.334194095168038,0.4829813710849859,51
5,0.641,7.334950731607935,0.483396208347666,51
5,0.642,7.335708345455705,0.4838186758378074,51
5,0.643,7.336501391862708,0.4842445504556154,51
5,0.644,7.33731231021174,0.4846758738141507,51
5,0.645,7.338158527924712,0.4851113877038371,51
5,0.646,7.339022951945454,0.48555079811968416,51
5,0.647,7.339870991860858,0.48599967472769545,51
5,0.648,7.340754126052004,0.4864519333996444,51
5,0.649,7.341654782778125,0.48690927391735467,51
5,0.65,7.34260787371226,0.4873761705832633,51
5,0.651,7.343561776882469,0.48784336593390815,51
5,0.652,7.344515960406402,0.48831562008448365,51
5,0.653,7.345504869275241,0.4887966732534816,51
5,0.654,7.346493898508425,0.489278496897282,51
5,0.655,7.347499993793281,0.48976493175835895,51
5,0.656,7.348540559448207,0.49025344093841755,51
5,0.657,7.349563949907534,0.4907511700837153,51
5,0.658,7.3506391184182505,0.4912490577147485,51
5,0.659,7.351731450335717,0.49175211195369417,51
5,0.66,7.352840859003854,0.49225771814570507,51
5,0.661,7.353967256061923,0.4927665822500261,51
5,0.662,7.35509305623861,0.49328257870313175,51
5,0.663,7.356235190688874,0.49380248694912016,51
5,0.664,7.357393554205635,0.49432621563382334,51
5,0.665,7.358551005248388,0.49485363778865776,51
5,0.666,7.359741953275894,0.4953847266167796,51
5,0.667,7.360931758162517,0.4959189230245023,51
5,0.668,7.362137791586536,0.4964601160783147,51
5,0.669,7.363377423750652,0.49700256281653316,51
5,0.67,7.364616010102613,0.4975502747942742,51
5,0.671,7.365870457484041,0.4980978941317888,51
5,0.672,7.367157671337267,0.49864851428276274,51
5,0.673,7.368477532639195,0.4992060752398554,51
5,0.674,7.369778368203772,0.49976367794793863,51
5,0.675,7.371112069653575,0.5003273989464578,51
5,0.676,7.372478514021266,0.5008881840847523,51
5,0.677,7.373895083985777,0.5014552332980597,51
5,0.678,7.375275134398245,0.5020222412105765,51
5,0.679,7.376669642630996,0.502591607387051,51
5,0.68,7.378078481182575,0.503163227938987,51
5,0.681,7.379484486681929,0.5037334817394148,51
5,0.682,7.380922047222276,0.5043093915347754,51
5,0.683,7.382373997018336,0.5048811577268442,51
5,0.684,7.3838402037401325,0.5054609371517904,51
5,0.685,7.385320073302996,0.5060424375439115,51
5,0.686,7.38681347113594,0.5066255519708691,51
5,0.687,7.388320261458707,0.5072101730588919,51
5,0.688,7.389840307311353,0.507796193018784,51
5,0.689,7.391373470583744,0.5083835036721779,51
5,0.69,7.392902577557776,0.508971145351445,51
5,0.691,7.394444971753502,0.5095621531832741,51
5,0.692,7.396017535137047,0.5101526577632092,51
5,0.693,7.397602630567064,0.5107440179691118,51
5,0.694,7.399183080639415,0.5113395658616259,51
5,0.695,7.400810755020057,0.5119313648021151,51
5,0.696,7.402450991045738,0.5125235693793725,51
5,0.697,7.4040866206306255,0.5131196878292744,51
5,0.698,7.405717498150636,0.5137152923675766,51
5,0.699,7.407395490951648,0.5143088632226852,51
5,0.7,7.409103429676952,0.5149058132335346,51
5,0.701,7.4107887051258095,0.5154996389853869,51
5,0.702,7.412502734467179,0.5160900336086404,51
5,0.703,7.414210851852063,0.5166833910475026,51
5,0.704,7.415929943541427,0.5172763901066956,51
5,0.705,7.417642826143274,0.5178668403734143,51
5,0.706,7.419383868431815,0.5184588406035836,51
5,0.707,7.421152920489866,0.5190539723694241,51
5,0.708,7.42295030421614,0.5196410241444657,51
5,0.709,7.424723867152981,0.5202306319306942,51
5,0.71,7.426525022700082,0.5208174907147161,51
5,0.711,7.4283191014782535,0.5214048898803901,51
5,0.712,7.430140481695841,0.5219899274035086,51
5,0.713,7.431954493328985,0.5225747151069653,51
5,0.714,7.433795514000508,0.5231568451563446,51
5,0.715,7.435628873159768,0.523738587265037,51
5,0.716,7.437471452721323,0.5243186495366835,51
5,0.717,7.439323560539632,0.5249027712295259,51
5,0.718,7.441185043683397,0.5254792012689842,51
5,0.719,7.4430552884611645,0.5260536314942121,51
5,0.72,7.444951636925155,0.5266237438376186,51
5,0.721,7.446856912840942,0.5271937935547736,51
5,0.722,7.448753479295012,0.5277615086557795,51
5,0.723,7.450658217540728,0.528326798228533,51
5,0.724,7.45255393971878,0.5288848859105785,51
5,0.725,7.454492505912325,0.5294442395784326,51
5,0.726,7.4564217495030345,0.5300017282401891,51
5,0.727,7.458358551862676,0.5305563739436638,51
5,0.728,7.460337750312353,0.5311058059970399,51
5,0.729,7.462290155547544,0.531654384206843,51
5,0.73,7.464249683911559,0.5321998140892746,51
5,0.731,7.466216182810163,0.5327419960636518,51
5,0.732,7.468189499708222,0.5332808313519816,51
5,0.733,7.470152447664588,0.5338078838571799,51
5,0.734,7.4721223581706795,0.53434072105876,51
5,0.735,7.474116563103325,0.5348678801170473,51
5,0.736,7.476117415924683,0.5353924708137809,51
5,0.737,7.478124305005993,0.535913230710762,51
5,0.738,7.480120045159941,0.5364331946173829,51
5,0.739,7.482139004212359,0.5369459280176774,51
5,0.74,7.4841810321368145,0.5374556393217025,51
5,0.741,7.48619442658722,0.5379618676839978,51
5,0.742,7.48823059110672,0.5384619892470716,51
5,0.743,7.490271881717555,0.538957737515221,51
5,0.744,7.4923181499696305,0.5394490252107296,51
5,0.745,7.494369247719155,0.5399357661671688,51
5,0.746,7.496425027146709,0.5404178753507034,51
5,0.747,7.498502836014744,0.540896538556739,51
5,0.748,7.5005855043820775,0.5413653032985938,51
5,0.749,7.502655402203532,0.5418329518395215,51
5,0.75,7.5047294181678295,0.5422956385162824,51
5,0.751,7.506807406897062,0.5427532842215195,51
5,0.752,7.508872188962616,0.5432095979774954,51
5,0.753,7.510975633444569,0.5436561046132502,51
5,0.754,7.513065583279006,0.5440980598671273,51
5,0.755,7.51517642518061,0.5445343074269374,51
5,0.756,7.517273498570779,0.5449655151863969,51
5,0.757,7.519374156956889,0.5453946470386969,51
5,0.758,7.521478259403544,0.5458147964214847,51
5,0.759,7.523568170546111,0.5462291582156141,51
5,0.76,7.525678269146573,0.5466380032693928,51
5,0.761,7.527790921228461,0.5470410942820398,51
5,0.762,7.529888954144854,0.5474360555987673,51
5,0.763,7.531989714167554,0.5478271860528557,51
5,0.764,7.534110087677593,0.5482126756792212,51
5,0.765,7.536232443594012,0.5485921621977397,51
5,0.766,7.538339612200571,0.5489649383752805,51
5,0.767,7.540465977220615,0.5493322547807188,51
5,0.768,7.542576875214947,0.5496929555970709,51
5,0.769,7.544706691438357,0.5500478567410928,51
5,0.77,7.546890284203514,0.5503920401447159,51
5,0.771,7.549023967804907,0.5507341952825971,51
5,0.772,7.551141681176587,0.551067381983267,51
5,0.773,7.553277813292723,0.5513967954377846,51
5,0.774,7.555415201264684,0.5517227536248541,51
5,0.775,7.557536683165791,0.5520415694585051,51
5,0.776,7.5596761901030884,0.5523514055188644,51
5,0.777,7.561816101337949,0.5526546346779133,51
5,0.778,7.563939257595782,0.5529525690798104,51
5,0.779,7.566080053136737,0.5532424400682163,51
5,0.78,7.568220869636562,0.5535255888915424,51
5,0.781,7.570361584734954,0.5538019802724925,51
5,0.782,7.572502076801079,0.5540715805502431,51
5,0.783,7.57464222493847,0.5543343576852132,51
5,0.784,7.576782369742202,0.5545886250057249,51
5,0.785,7.578922392064355,0.554837597492674,51
5,0.786,7.581044678530645,0.5550771228910407,51
5,0.787,7.58320112532627,0.5553154806991953,51
5,0.788,7.585340063531108,0.5555431850155937,51
5,0.789,7.587478412551767,0.5557644724291683,51
5,0.79,7.589598563093113,0.555980300090109,51
5,0.791,7.591734920190201,0.556187512940394,51
5,0.792,7.593887371571978,0.5563882736615223,51
5,0.793,7.596021287662762,0.5565814053568423,51
5,0.794,7.5981365579816815,0.5567699099648704,51
5,0.795,7.6002505566563014,0.5569487685225653,51
5,0.796,7.602380198088944,0.557120601528821,51
5,0.797,7.604507879374156,0.5572853369360026,51
5,0.798,7.606633493601271,0.5574429672381153,51
5,0.799,7.6087399001268565,0.5575939050775257,51
5,0.8,7.610879007117524,0.5577368265741823,51
5,0.801,7.612998696880714,0.5578731062364192,51
5,0.802,7.615116361283601,0.5580026800627573,51
5,0.803,7.6172318979687095,0.5581247723593503,51
5,0.804,7.619344744838793,0.5582397485246154,51
5,0.805,7.621454801292903,0.5583476125128719,51
5,0.806,7.623579923463284,0.5584474612185651,51
5,0.807,7.6256854944309245,0.5585412451512152,51
5,0.808,7.6277539213730545,0.558629856862674,51
5,0.809,7.62985414410206,0.5587094201734945,51
5,0.81,7.631951076545452,0.5587819143940495,51
5,0.811,7.634044623826877,0.558847353067803,51
5,0.812,7.636187177501356,0.558912334024967,51
5,0.813,7.638275550675221,0.558960743022733,51
5,0.814,7.640344181403759,0.5590017470563624,51
5,0.815,7.6424445320791925,0.5590420661872134,51
5,0.816,7.6445419954500125,0.5590657016007563,51
5,0.817,7.6466189999881635,0.559089185463827,51
5,0.818,7.6486920327122805,0.5591057481641338,51
5,0.819,7.650761007603685,0.5591154155256415,51
5,0.82,7.6527917703605715,0.5591179746490097,51
5,0.821,7.6548537337524065,0.5591133168743498,51
5,0.822,7.656911824124301,0.5591023778846238,51
5,0.823,7.658982993715406,0.559083270098421,51
5,0.824,7.661050138108256,0.5590561211481025,51
5,0.825,7.663078658564562,0.5590242515693477,51
5,0.826,7.665102993656082,0.5589833807017309,51
5,0.827,7.667140087619073,0.5589388515429997,51
5,0.828,7.669172367251157,0.5588877185140535,51
5,0.829,7.671182720719155,0.5588310457796993,51
5,0.83,7.673223084855016,0.5587679218861441,51
5,0.831,7.675224335992499,0.558698956068853,51
5,0.832,7.677255447170409,0.5586239903989386,51
5,0.833,7.679264791664955,0.5585451799581262,51
5,0.834,7.681269330897404,0.5584555455871502,51
5,0.835,7.683268531881393,0.5583596223051344,51
5,0.836,7.685262322939666,0.5582574596118677,51
5,0.837,7.687250632942166,0.5581491082770982,51
5,0.838,7.689233391296607,0.5580346203256478,51
5,0.839,7.691210988691472,0.5579167844498992,51
5,0.84,7.693200851087362,0.5577901512659591,51
5,0.841,7.695167931164415,0.5576577789891739,51
5,0.842,7.697129195676107,0.5575194942476287,51
5,0.843,7.699084577382377,0.5573753552430565,51
5,0.844,7.701051504766209,0.5572243728981872,51
5,0.845,7.7029953934804665,0.5570686592656693,51
5,0.846,7.704933212462484,0.5569072712520535,51
5,0.847,7.706864896619231,0.5567402715725122,51
5,0.848,7.708790381303493,0.5565677240413982,51
5,0.849,7.710692567815605,0.5563906010916432,51
5,0.85,7.712605910696197,0.5562071185062127,51
5,0.851,7.7144958171024145,0.556016009439539,51
5,0.852,7.716396742643086,0.5558219622273756,51
5,0.853,7.718291130002085,0.555622701608832,51
5,0.854,7.720178917469306,0.5554182976429941,51
5,0.855,7.722060043689081,0.5552088213696794,51
5,0.856,7.723934447648302,0.5549943447920818,51
5,0.857,7.725802068664414,0.554774940859336,51
5,0.858,7.727662846373304,0.5545506834490062,51
5,0.859,7.729516720717084,0.5543216473495027,51
5,0.86,7.73136363193177,0.5540879082424366,51
5,0.861,7.7332035205348895,0.5538495426849107,51
5,0.862,7.735036327312969,0.553606628091757,51
5,0.863,7.736861993308964,0.553359242717722,51
5,0.864,7.738680459809608,0.5531074656396069,51
5,0.865,7.740457599358409,0.5528463434547431,51
5,0.866,7.742262390350912,0.5525861524345048,51
5,0.867,7.74405978477142,0.5523218085140374,51
5,0.868,7.74583269077837,0.5520521203563411,51
5,0.869,7.747598535028835,0.5517804832224239,51
5,0.87,7.749374283844547,0.5515041949663535,51
5,0.871,7.751125351129397,0.5512253226629751,51
5,0.872,7.752886198963585,0.5509414546979257,51
5,0.873,7.754622241738739,0.5506561561381638,51
5,0.874,7.7563679419919085,0.5503650199222677,51
5,0.875,7.758088714540738,0.5500735206954872,51
5,0.876,7.759819022317508,0.5497754461998084,51
5,0.877,7.761541314991516,0.5494740751540083,51
5,0.878,7.763238503012028,0.5491680606773819,51
5,0.879,7.7649450496599774,0.5488603944323305,51
5,0.88,7.766643404910225,0.5485496987752764,51
5,0.881,7.768333513961747,0.5482360640069485,51
5,0.882,7.770015321985413,0.5479195809245486,51
5,0.883,7.771688774111574,0.5476003408036761,51
5,0.884,7.773336780930542,0.5472733297008859,51
5,0.885,7.774976771297106,0.5469486667465531,51
5,0.886,7.776625713496983,0.5466218788876257,51
5,0.887,7.778266057652007,0.54629269853645,51
5,0.888,7.779897749010818,0.5459612192182806,51
5,0.889,7.78150369820987,0.5456245058868565,51
5,0.89,7.7831013340782915,0.5452877646275426,51
5,0.891,7.784707624804722,0.5449500624646312,51
5,0.892,7.786305020342866,0.5446104363752939,51
5,0.893,7.787859396728334,0.5442702480614741,51
5,0.894,7.789439735435244,0.5439270056675699,51
5,0.895,7.791010991114209,0.5435821275159312,51
5,0.896,7.792573108666225,0.5432357095763374,51
5,0.897,7.79410899826465,0.5428907080858241,51
5,0.898,7.795653122648018,0.5425414270454657,51
5,0.899,7.7971708964965485,0.5421941412118666,51
5,0.9,7.798679747780665,0.541845249770851,51
5,0.901,7.800179609201955,0.541492776872919,51
5,0.902,7.801670413416717,0.541137317487533,51
5,0.903,7.803152093019868,0.5407823131079478,51
5,0.904,7.804624580529034,0.5404241274062108,51
5,0.905,7.806104842855946,0.5400680907378541,51
5,0.906,7.807575328473994,0.5397114863135912,51
5,0.907,7.809035980711171,0.5393544115218813,51
5,0.908,7.810486742500502,0.5389969637808577,51
5,0.909,7.811927556370343,0.5386392405204765,51
5,0.91,7.8133242954605215,0.5382841569682808,51
5,0.911,7.814745938120853,0.5379261092511898,51
5,0.912,7.816140401164158,0.5375665568997012,51
5,0.913,7.817542144246362,0.5372086938173892,51
5,0.914,7.818933613252608,0.5368510415688811,51
5,0.915,7.820314748831016,0.5364936973052066,51
5,0.916,7.821634387682691,0.5361346664386706,51
5,0.917,7.822996024465134,0.5357782977050136,51
5,0.918,7.824347113408015,0.5354225255517869,51
5,0.919,7.825687593932823,0.5350674466230935,51
5,0.92,7.827017404925338,0.5347131573750358,51
5,0.921,7.828336484727652,0.5343597540576569,51
5,0.922,7.829644771130265,0.5340073326968376,51
5,0.923,7.83092516687715,0.5336560890573089,51
5,0.924,7.8321950924749455,0.5333063180103093,51
5,0.925,7.833454472877012,0.5329557876239392,51
5,0.926,7.834720267197453,0.5326082725126706,51
5,0.927,7.835957881394349,0.5322603497295259,51
5,0.928,7.837201768869566,0.5319158924763339,51
5,0.929,7.838400300122539,0.531566651281804,51
5,0.93,7.839622445894218,0.5312257754419507,51
5,0.931,7.840816115183056,0.5308811998026314,51
5,0.932,7.842015759627927,0.5305442126504225,51
5,0.933,7.843203816897047,0.5302092334690554,51
5,0.934,7.844380219224543,0.5298763544117516,51
5,0.935,7.8455448981646825,0.5295456671624802,51
5,0.936,7.846697784586018,0.5292172629172298,51
5,0.937,7.847838808665604,0.5288912323652191,51
5,0.938,7.848950865396187,0.5285699590183117,51
5,0.939,7.850034332910351,0.5282499662540774,51
5,0.94,7.851123646470716,0.5279300438883804,51
5,0.941,7.852218262060819,0.5276143299569505,51
5,0.942,7.85328357761313,0.5273037318708882,51
5,0.943,7.854354038371211,0.5269936957296216,51
5,0.944,7.855412075519925,0.5266866556604499,51
5,0.945,7.856457614723446,0.5263826975361657,51
5,0.946,7.857490580880931,0.5260819065523021,51
5,0.947,7.858510898122085,0.5257843672077145,51
5,0.948,7.859501455315652,0.5254902989229121,51
5,0.949,7.860462624394877,0.525200974507181,51
5,0.95,7.861445868836108,0.5249136252478598,51
5,0.951,7.862399085459794,0.5246349494809665,51
5,0.952,7.863356713576118,0.5243547185878444,51
5,0.953,7.864301178376448,0.5240782357881117,51
5,0.954,7.86523239947237,0.5238055800305654,51
5,0.955,7.866150295652385,0.5235368294128082,51
5,0.956,7.8670547848784596,0.5232720611614169,51
5,0.957,7.867945784282636,0.5230113516120909,51
5,0.958,7.868823210163689,0.5227547761897828,51
5,0.959,7.869669943496709,0.5225051237390944,51
5,0.96,7.870520417233889,0.52225695764475,51
5,0.961,7.871340015688979,0.5220122520198192,51
5,0.962,7.872163170380878,0.5217728785160867,51
5,0.963,7.872972298665606,0.5215380043214125,51
5,0.964,7.87376731227605,0.5213076989096038,51
5,0.965,7.874548122079335,0.5210820307062572,51
5,0.966,7.875314638074025,0.520861067068947,51
5,0.967,7.8760497349002465,0.5206431218706997,51
5,0.968,7.876787839140972,0.5204318063508692,51
5,0.969,7.877511363194125,0.5202253901312063,51
5,0.97,7.878220213812602,0.5200239361051111,51
5,0.971,7.8789142968619315,0.5198275059999885,51
5,0.972,7.879576482830601,0.519635241009072,51
5,0.973,7.880241194131578,0.5194490781721194,51
5,0.974,7.880890838974607,0.5192681158718442,51
5,0.975,7.881525319906437,0.5190924110192021,51
5,0.976,7.882127504081516,0.5189200152965815,51
5,0.977,7.882731810563651,0.5187550592483797,51
5,0.978,7.883320644198446,0.5185955216605316,51
5,0.979,7.88387686966653,0.5184396520854584,51
5,0.98,7.884434903545521,0.5182911499577503,51
5,0.981,7.8849601136954295,0.5181462016167696,51
5,0.982,7.885486915103136,0.5180089348084017,51
5,0.983,7.885997708515212,0.5178773299760383,51
5,0.984,7.886475354491325,0.5177490752605419,51
5,0.985,7.886937230979226,0.5176270628849842,51
5,0.986,7.887383220004336,0.517510735044987,51
5,0.987,7.8878302373891485,0.5174023958962806,51
5,0.988,7.888243645441741,0.5173051001424389,51
5,0.989,7.888657853560741,0.5172083981310995,51
5,0.99,7.889055256868416,0.5171176405655922,51
5,0.991,7.889418710264339,0.5170284719922196,51
5,0.992,7.8897826204877495,0.5169498273461826,51
5,0.993,7.890129379990469,0.516877223641303,51
5,0.994,7.890458875477695,0.5168106909337052,51
5,0.995,7.890770992666337,0.5167502576918794,51
5,0.996,7.891065616283128,0.516695950782743,51
5,0.997,7.891342630062691,0.5166477954580758,51
5,0.998,7.89156784777129,0.5166072714982891,51
5,0.999,7.891810187812859,0.5165714715238023,51
6,0.0,6.767736562104321,0.6471981623411298,48
6,0.001,6.7677241797622365,0.6470179752673724,48
6,0.002,6.767733160835817,0.6468337137263509,48
6,0.003,6.767708880517063,0.6466402165241869,48
6,0.004,6.7676510022361,0.646436979216331,48
6,0.005,6.767596357348001,0.6462260807757009,48
6,0.006,6.7675270052797165,0.6460085904736425,48
6,0.007,6.76744310755209,0.6457798328843952,48
6,0.008,6.767326239955548,0.6455454429952687,48
6,0.009,6.7672132453862845,0.6452996339534377,48
6,0.01,6.76706760615458,0.6450494769363347,48
6,0.011,6.7669447595218655,0.6447865654357465,48
6,0.012,6.76677151803802,0.6445205478570297,48
6,0.013,6.766584246700066,0.6442466499409444,48
6,0.014,6.766383114930144,0.643964863150085,48
6,0.015,6.766168294858695,0.6436751800259075,48
6,0.016,6.765939961321454,0.6433775941947255,48
6,0.017,6.76569829185543,0.643072100373451,48
6,0.018,6.765443466693884,0.642758694375076,48
6,0.019,6.765175668760275,0.6424373731139029,48
6,0.02,6.76489508366122,0.6421081346105179,48
6,0.021,6.764601899678426,0.6417709779965153,48
6,0.022,6.764333485144223,0.6414211130025276,48
6,0.023,6.764016682778457,0.6410679860283104,48
6,0.024,6.763687887693706,0.6407069414612211,48
6,0.025,6.763347299362393,0.6403379828338739,48
6,0.026,6.762995119889088,0.6399611148080884,48
6,0.027,6.762631553996695,0.6395763431781192,48
6,0.028,6.762275397703917,0.6391823922681713,48
6,0.029,6.761890185482945,0.6387818015147335,48
6,0.03,6.761494229250832,0.6383733306403203,48
6,0.031,6.7611063330336245,0.6379549273700649,48
6,0.032,6.760690039263821,0.6375306601902037,48
6,0.033,6.760263667768954,0.6370985453475246,48
6,0.034,6.759827441740652,0.6366585965732605,48
6,0.035,6.75938158685586,0.6362108287475641,48
6,0.036,6.758944919946838,0.635759196940792,48
6,0.037,6.7584809961513885,0.6352959539890842,48
6,0.038,6.758026736589142,0.6348234660118408,48
6,0.039,6.757545701499513,0.6343446701877106,48
6,0.04,6.757056228366536,0.6338581489395805,48
6,0.041,6.756558557881623,0.6333639241003274,48
6,0.042,6.756071521750851,0.6328648237604569,48
6,0.043,6.7555586898399325,0.6323553186487443,48
6,0.044,6.755038409152982,0.6318381833322818,48
6,0.045,6.754529518484133,0.6313137371730378,48
6,0.046,6.753995594702579,0.6307814178829498,48
6,0.047,6.753492169113433,0.6302384671682689,48
6,0.048,6.7529647364538405,0.6296881788613904,48
6,0.049,6.752413079191857,0.6291331427158512,48
6,0.05,6.751855558479478,0.6285706474960727,48
6,0.051,6.751292438392471,0.6280007264139575,48
6,0.052,6.75072398503736,0.6274234138202333,48
6,0.053,6.750150466515014,0.6268387452022771,48
6,0.054,6.749572152883449,0.626246757181773,48
6,0.055,6.74898931611985,0.6256474875122053,48
6,0.056,6.748402230081818,0.625040975076192,48
6,0.057,6.747829759160151,0.6244244944461577,48
6,0.058,6.747235505412064,0.6238035540978331,48
6,0.059,6.7466378475283255,0.6231754932140458,48
6,0.06,6.746037066781111,0.6225403551533681,48
6,0.061,6.745433446124231,0.621898184388195,48
6,0.062,6.7448272701500835,0.621249026501198,48
6,0.063,6.744218825045903,0.6205929281816381,48
6,0.064,6.74360839854932,0.6199299372215431,48
6,0.065,6.743014868595555,0.6192600720660488,48
6,0.066,6.742401850445126,0.61858342623732,48
6,0.067,6.741787735645569,0.6179000367894112,48
6,0.068,6.741172817973967,0.6172099558485532,48
6,0.069,6.740557392531945,0.6165132366214975,48
6,0.07,6.739941755697482,0.6158099333908912,48
6,0.071,6.739326205076112,0.615100101510536,48
6,0.072,6.738729628143838,0.6143836545024809,48
6,0.073,6.738115649370649,0.613660915136211,48
6,0.074,6.737521257870441,0.6129309634762274,48
6,0.075,6.73692866920529,0.6121954823175424,48
6,0.076,6.736319610658164,0.611453820727605,48
6,0.077,6.73571248617861,0.610705982831409,48
6,0.078,6.735107601462478,0.6099520312770106,48
6,0.079,6.73450526304169,0.6091920297400752,48
6,0.08,6.733942955615508,0.6084303037715855,48
6,0.081,6.733366225036019,0.6076584393772089,48
6,0.082,6.732793492135968,0.6068805264817507,48
6,0.083,6.732225079527157,0.6060979602266836,48
6,0.084,6.731642722001937,0.6053088408395014,48
6,0.085,6.731064830618313,0.6045140783383471,48
6,0.086,6.730491717776613,0.6037137435064681,48
6,0.087,6.729923696306311,0.6029079081075996,48
6,0.088,6.729361079409874,0.6020966448794751,48
6,0.089,6.728804180606281,0.6012800275272484,48
6,0.09,6.728253313674163,0.6004581307168266,48
6,0.091,6.72772738128694,0.5996301466424722,48
6,0.092,6.727190022128809,0.5987979064523236,48
6,0.093,6.726678238537396,0.5979630280817131,48
6,0.094,6.726174258301039,0.5971250090242701,48
6,0.095,6.7256598199247435,0.5962780444968546,48
6,0.096,6.7251533375694175,0.5954262732150737,48
6,0.097,6.724673714817679,0.5945681202443616,48
6,0.098,6.724184590931155,0.5937069250454622,48
6,0.099,6.723704379799652,0.5928411679639944,48
6,0.1,6.723251984563839,0.5919687743770684,48
6,0.101,6.722791043872057,0.591094092683201,48
6,0.102,6.722339970829016,0.5902151024362843,48
6,0.103,6.721899078925784,0.5893318901947732,48
6,0.104,6.721468681122726,0.5884445433754709,48
6,0.105,6.721049089789742,0.5875531502454773,48
6,0.106,6.720659205338671,0.5866569141177094,48
6,0.107,6.720281252029082,0.5857552079189001,48
6,0.108,6.719896964089815,0.5848521414279937,48
