subject,neuron,region_raw,region,n_trials,n_presentations,best_bin_ms,best_gamma,temporal_accuracy,permutation_p,n_perm_equal_or_better,coding,valid,invalid_reason
YFM,69,hpc,HPC,100,114,75.0,0.2,0.09649122807017543,0.6865671641791045,137.0,False,True,
YFM,70,hpc,HPC,100,114,60.0,0.8,0.15789473684210525,0.0845771144278607,16.0,False,True,
YFM,71,hpc,HPC,100,114,450.0,0.8,0.07894736842105263,0.582089552238806,116.0,False,True,
YFM,72,hpc,HPC,100,114,75.0,0.2,0.11403508771929824,0.5223880597014925,104.0,False,True,
YFM,73,hpc,HPC,100,114,100.0,0.2,0.17543859649122806,0.06965174129353234,13.0,False,True,
YFM,74,hpc,HPC,100,114,150.0,0.2,0.19298245614035087,0.014925373134328358,2.0,True,True,
YFM,75,hpc,HPC,100,114,,,,,,False,False,all parameter combinations returned NaN
YFM,76,hpc,HPC,100,114,60.0,0.2,0.16666666666666666,,,False,False,13 permutation accuracies were NaN
YFM,77,hpc,HPC,100,114,60.0,0.2,0.08771929824561403,0.8507462686567164,170.0,False,True,
YFM,78,hpc,HPC,100,114,90.0,0.2,0.15789473684210525,0.10945273631840796,21.0,False,True,
YFM,79,hpc,HPC,100,114,100.0,0.2,0.14035087719298245,0.22388059701492538,44.0,False,True,
YFM,80,hpc,HPC,100,114,75.0,0.8,0.19298245614035087,0.014925373134328358,2.0,True,True,
YFM,81,hpc,HPC,100,114,60.0,0.2,0.15789473684210525,0.10945273631840796,21.0,False,True,
YFM,82,ent,ENT,100,114,60.0,0.2,0.09649122807017543,0.7213930348258707,144.0,False,True,
YFM,83,ent,ENT,100,114,60.0,0.8,0.13157894736842105,0.17412935323383086,34.0,False,True,
YFM,84,ent,ENT,100,114,180.0,0.2,0.15789473684210525,0.13432835820895522,26.0,False,True,
YFM,85,ent,ENT,100,114,75.0,0.8,0.21929824561403508,0.004975124378109453,0.0,True,True,
YFM,86,ent,ENT,100,114,225.0,0.2,0.14912280701754385,0.1044776119402985,20.0,False,True,
YFM,87,ent,ENT,100,114,75.0,0.5,0.14912280701754385,0.13432835820895522,26.0,False,True,
YFM,88,ent,ENT,100,114,100.0,0.5,0.15789473684210525,0.1044776119402985,20.0,False,True,
YFM,89,ent,ENT,100,114,300.0,0.5,0.12280701754385964,0.30845771144278605,61.0,False,True,
YFM,90,ent,ENT,100,114,150.0,0.2,0.15789473684210525,0.08955223880597014,17.0,False,True,
YFM,91,ent,ENT,100,114,60.0,0.5,0.20175438596491227,0.014925373134328358,2.0,True,True,
YFM,92,ent,ENT,100,114,180.0,0.5,0.19298245614035087,0.014925373134328358,2.0,True,True,
YFM,93,ent,ENT,100,114,60.0,0.2,0.14912280701754385,0.24378109452736318,48.0,False,True,
YFP,29,hpc,HPC,141,158,300.0,0.2,0.14556962025316456,0.11940298507462686,23.0,False,True,
YFP,30,hpc,HPC,141,158,180.0,0.2,0.17721518987341772,0.029850746268656716,5.0,True,True,
YFP,31,hpc,HPC,141,158,900.0,0.2,0.1518987341772152,0.06965174129353234,13.0,False,True,
YFP,32,hpc,HPC,141,158,75.0,0.2,0.12658227848101267,0.3283582089552239,65.0,False,True,
YFP,33,hpc,HPC,141,158,100.0,0.2,0.15822784810126583,0.08955223880597014,17.0,False,True,
YFP,34,hpc,HPC,141,158,150.0,0.8,0.17088607594936708,0.029850746268656716,5.0,True,True,
YFP,35,hpc,HPC,141,158,90.0,0.2,0.17088607594936708,0.024875621890547265,4.0,True,True,
YFP,36,hpc,HPC,141,158,900.0,0.2,0.15822784810126583,0.06467661691542288,12.0,False,True,
YFP,37,hpc,HPC,141,158,75.0,0.2,0.14556962025316456,0.22388059701492538,44.0,False,True,
YFP,38,hpc,HPC,141,158,900.0,0.2,0.16455696202531644,0.024875621890547265,4.0,True,True,
YFP,39,hpc,HPC,141,158,75.0,0.8,0.14556962025316456,0.18407960199004975,36.0,False,True,
YFP,40,hpc,HPC,141,158,180.0,0.2,0.13291139240506328,0.22885572139303484,45.0,False,True,
YFP,41,hpc,HPC,141,158,,,,,,False,False,all parameter combinations returned NaN
YFP,42,hpc,HPC,141,158,75.0,0.2,0.11392405063291139,0.5422885572139303,108.0,False,True,
YFP,43,hpc,HPC,141,158,150.0,0.8,0.12025316455696203,0.3781094527363184,75.0,False,True,
YFP,44,hpc,HPC,141,158,180.0,0.2,0.14556962025316456,0.1890547263681592,37.0,False,True,
YFP,45,hpc,HPC,141,158,60.0,0.2,0.15822784810126583,0.12935323383084577,25.0,False,True,
YFP,46,hpc,HPC,141,158,75.0,0.2,0.13924050632911392,0.23880597014925373,47.0,False,True,
YFP,73,hpc,HPC,141,158,300.0,0.2,0.20253164556962025,0.004975124378109453,0.0,True,True,
YFP,74,hpc,HPC,141,158,150.0,0.2,0.14556962025316456,0.0945273631840796,18.0,False,True,
YFP,75,hpc,HPC,141,158,60.0,0.8,0.15822784810126583,0.08955223880597014,17.0,False,True,
YFP,76,hpc,HPC,141,158,300.0,0.8,0.12025316455696203,0.3283582089552239,65.0,False,True,
YFP,77,hpc,HPC,141,158,225.0,0.8,0.12658227848101267,0.3482587064676617,69.0,False,True,
YFP,78,hpc,HPC,141,158,60.0,0.8,0.14556962025316456,0.22885572139303484,45.0,False,True,
YFP,79,hpc,HPC,141,158,75.0,0.2,0.18354430379746836,0.004975124378109453,0.0,True,True,
YFP,80,hpc,HPC,141,158,90.0,0.5,0.12658227848101267,0.3283582089552239,65.0,False,True,
YFP,81,hpc,HPC,141,158,90.0,0.5,0.12025316455696203,0.4079601990049751,81.0,False,True,
YFP,82,hpc,HPC,141,158,,,,,,False,False,all parameter combinations returned NaN
YFP,83,hpc,HPC,141,158,450.0,0.8,0.12025316455696203,0.31840796019900497,63.0,False,True,
YFP,84,hpc,HPC,141,158,75.0,0.8,0.14556962025316456,0.14925373134328357,29.0,False,True,
YFP,85,hpc,HPC,141,158,180.0,0.2,0.18354430379746836,0.009950248756218905,1.0,True,True,
YFP,86,hpc,HPC,141,158,150.0,0.8,0.13291139240506328,0.18407960199004975,36.0,False,True,
YFP,87,hpc,HPC,141,158,90.0,0.2,0.12658227848101267,0.35323383084577115,70.0,False,True,
YFP,88,hpc,HPC,141,158,450.0,0.2,0.11392405063291139,0.40298507462686567,80.0,False,True,
YFP,89,hpc,HPC,141,158,225.0,0.2,0.13291139240506328,0.1691542288557214,33.0,False,True,
YFP,90,hpc,HPC,141,158,300.0,0.2,0.189873417721519,0.009950248756218905,1.0,True,True,
YFP,91,hpc,HPC,141,158,60.0,0.2,0.13924050632911392,0.20398009950248755,40.0,False,True,
YFP,92,hpc,HPC,141,158,60.0,0.8,0.16455696202531644,0.04975124378109453,9.0,True,True,
YFP,93,hpc,HPC,141,158,900.0,0.2,0.15822784810126583,0.03482587064676617,6.0,True,True,
YFP,94,hpc,HPC,141,158,900.0,0.2,0.11392405063291139,0.39800995024875624,79.0,False,True,
YFP,95,hpc,HPC,141,158,450.0,0.2,0.13291139240506328,0.19402985074626866,38.0,False,True,
YFP,96,hpc,HPC,141,158,300.0,0.5,0.1518987341772152,0.08955223880597014,17.0,False,True,
YFP,97,hpc,HPC,141,158,300.0,0.2,0.1518987341772152,0.05970149253731343,11.0,False,True,
YFR,0,hpc,HPC,160,266,450.0,0.2,0.13533834586466165,0.14925373134328357,29.0,False,True,
YFR,1,hpc,HPC,160,266,450.0,0.2,0.16165413533834586,0.01990049751243781,3.0,True,True,
YFR,2,hpc,HPC,160,266,60.0,0.2,0.11278195488721804,0.8009950248756219,160.0,False,True,
YFR,3,hpc,HPC,160,266,900.0,0.2,0.10526315789473684,0.6218905472636815,124.0,False,True,
YFR,4,hpc,HPC,160,266,150.0,0.2,0.13157894736842105,0.23383084577114427,46.0,False,True,
YFR,5,hpc,HPC,160,266,90.0,0.8,0.15789473684210525,0.024875621890547265,4.0,True,True,
YFR,6,hpc,HPC,160,266,60.0,0.8,0.13533834586466165,0.17412935323383086,34.0,False,True,
YFR,7,hpc,HPC,160,266,75.0,0.2,0.09022556390977443,0.8009950248756219,160.0,False,True,
YFR,8,hpc,HPC,160,266,900.0,0.2,0.11654135338345864,0.472636815920398,94.0,False,True,
YFR,9,hpc,HPC,160,266,900.0,0.2,0.09022556390977443,0.7910447761194029,158.0,False,True,
YFR,10,hpc,HPC,160,266,900.0,0.2,0.11278195488721804,0.47761194029850745,95.0,False,True,
YFR,11,hpc,HPC,160,266,75.0,0.2,0.13157894736842105,0.19402985074626866,38.0,False,True,
YFR,12,hpc,HPC,160,266,90.0,0.2,0.10526315789473684,0.5870646766169154,117.0,False,True,
YFR,13,hpc,HPC,160,266,60.0,0.5,0.13909774436090225,0.13930348258706468,27.0,False,True,
YFR,14,hpc,HPC,160,266,,,,,,False,False,all parameter combinations returned NaN
YFR,15,hpc,HPC,160,266,150.0,0.5,0.12406015037593984,0.2537313432835821,50.0,False,True,
YFR,16,hpc,HPC,160,266,60.0,0.2,0.14661654135338345,0.11442786069651742,22.0,False,True,
YFR,17,hpc,HPC,160,266,150.0,0.2,0.16165413533834586,0.01990049751243781,3.0,True,True,
YFR,18,hpc,HPC,160,266,75.0,0.2,0.12406015037593984,0.3383084577114428,67.0,False,True,
YFR,19,hpc,HPC,160,266,900.0,0.2,0.16541353383458646,0.01990049751243781,3.0,True,True,
YFR,20,hpc,HPC,160,266,90.0,0.2,0.16917293233082706,0.009950248756218905,1.0,True,True,
YFR,21,hpc,HPC,160,266,90.0,0.2,0.16541353383458646,0.014925373134328358,2.0,True,True,
YFR,22,hpc,HPC,160,266,300.0,0.2,0.17293233082706766,0.004975124378109453,0.0,True,True,
YFR,23,hpc,HPC,160,266,100.0,0.2,0.13157894736842105,0.1691542288557214,33.0,False,True,
YFR,24,amy,AMY,160,266,100.0,0.2,0.09774436090225563,0.6915422885572139,138.0,False,True,
YFR,25,amy,AMY,160,266,100.0,0.5,0.14661654135338345,0.07960199004975124,15.0,False,True,
YFR,26,amy,AMY,160,266,100.0,0.2,0.15037593984962405,0.06965174129353234,13.0,False,True,
YFR,27,amy,AMY,160,266,150.0,0.2,0.18045112781954886,0.004975124378109453,0.0,True,True,
YFR,28,amy,AMY,160,266,100.0,0.5,0.11278195488721804,0.4626865671641791,92.0,False,True,
YFR,29,amy,AMY,160,266,300.0,0.2,0.13157894736842105,0.20398009950248755,40.0,False,True,
YFR,30,amy,AMY,160,266,300.0,0.5,0.15413533834586465,0.06467661691542288,12.0,False,True,
YFR,31,amy,AMY,160,266,300.0,0.8,0.16541353383458646,0.029850746268656716,5.0,True,True,
YFR,32,amy,AMY,160,266,300.0,0.5,0.13157894736842105,0.19900497512437812,39.0,False,True,
YFR,33,amy,AMY,160,266,60.0,0.5,0.20676691729323307,0.004975124378109453,0.0,True,True,
YFR,34,amy,AMY,160,266,60.0,0.5,0.12781954887218044,0.263681592039801,52.0,False,True,
YFR,35,amy,AMY,160,266,450.0,0.2,0.16165413533834586,0.01990049751243781,3.0,True,True,
YFR,36,amy,AMY,160,266,60.0,0.2,0.15037593984962405,0.05970149253731343,11.0,False,True,
YFR,37,amy,AMY,160,266,100.0,0.2,0.15413533834586465,0.024875621890547265,4.0,True,True,
YFR,38,amy,AMY,160,266,90.0,0.2,0.12030075187969924,0.35323383084577115,70.0,False,True,
YFR,39,amy,AMY,160,266,450.0,0.2,0.11654135338345864,0.40298507462686567,80.0,False,True,
YFR,45,amy,AMY,160,266,225.0,0.2,0.15789473684210525,0.03980099502487562,7.0,True,True,
YFR,46,amy,AMY,160,266,450.0,0.2,0.15037593984962405,0.03980099502487562,7.0,True,True,
YFR,47,amy,AMY,160,266,60.0,0.8,0.12406015037593984,0.32338308457711445,64.0,False,True,
YFR,48,amy,AMY,160,266,900.0,0.2,0.11654135338345864,0.43283582089552236,86.0,False,True,
YFR,49,amy,AMY,160,266,900.0,0.2,0.12781954887218044,0.24378109452736318,48.0,False,True,
YFR,50,amy,AMY,160,266,180.0,0.5,0.13909774436090225,0.15422885572139303,30.0,False,True,
YFR,51,amy,AMY,160,266,100.0,0.2,0.15037593984962405,0.06965174129353234,13.0,False,True,
YFR,52,amy,AMY,160,266,75.0,0.2,0.12406015037593984,0.35323383084577115,70.0,False,True,
YFR,53,hpc,HPC,160,266,90.0,0.2,0.13157894736842105,0.20398009950248755,40.0,False,True,
YFR,54,hpc,HPC,160,266,60.0,0.2,0.10150375939849623,0.7114427860696517,142.0,False,True,
YFR,55,hpc,HPC,160,266,150.0,0.5,0.11654135338345864,0.4079601990049751,81.0,False,True,
YFR,56,hpc,HPC,160,266,75.0,0.2,0.11278195488721804,0.5373134328358209,107.0,False,True,
YFR,57,hpc,HPC,160,266,450.0,0.2,0.13533834586466165,0.16417910447761194,32.0,False,True,
YFR,58,hpc,HPC,160,266,60.0,0.2,0.15789473684210525,0.029850746268656716,5.0,True,True,
YFR,59,hpc,HPC,160,266,150.0,0.8,0.11278195488721804,0.43283582089552236,86.0,False,True,
YFR,60,hpc,HPC,160,266,450.0,0.2,0.13533834586466165,0.16417910447761194,32.0,False,True,
YFR,61,hpc,HPC,160,266,90.0,0.2,0.14285714285714285,0.05472636815920398,10.0,False,True,
YFR,62,hpc,HPC,160,266,180.0,0.2,0.12406015037593984,0.263681592039801,52.0,False,True,
YFR,63,hpc,HPC,160,266,90.0,0.2,0.13533834586466165,0.15920398009950248,31.0,False,True,
YFR,64,hpc,HPC,160,266,450.0,0.2,0.17293233082706766,0.009950248756218905,1.0,True,True,
YFR,65,hpc,HPC,160,266,300.0,0.5,0.11278195488721804,0.5174129353233831,103.0,False,True,
YFR,66,hpc,HPC,160,266,180.0,0.5,0.16165413533834586,0.024875621890547265,4.0,True,True,
YFR,67,hpc,HPC,160,266,900.0,0.2,0.13909774436090225,0.14427860696517414,28.0,False,True,
YFR,68,hpc,HPC,160,266,300.0,0.2,0.10526315789473684,0.6318407960199005,126.0,False,True,
YFR,69,hpc,HPC,160,266,60.0,0.5,0.13909774436090225,0.1691542288557214,33.0,False,True,
YFS,26,amy,AMY,160,264,180.0,0.2,0.14015151515151514,0.12437810945273632,24.0,False,True,
YFS,27,amy,AMY,160,264,60.0,0.2,0.125,0.3482587064676617,69.0,False,True,
YFS,28,amy,AMY,160,264,225.0,0.2,0.0946969696969697,0.7562189054726368,151.0,False,True,
YFS,29,amy,AMY,160,264,450.0,0.2,0.125,0.3333333333333333,66.0,False,True,
YFS,30,amy,AMY,160,264,300.0,0.2,0.1590909090909091,0.024875621890547265,4.0,True,True,
YFS,31,amy,AMY,160,264,300.0,0.2,0.0946969696969697,0.7412935323383084,148.0,False,True,
YFS,32,amy,AMY,160,264,150.0,0.5,0.12878787878787878,0.25870646766169153,51.0,False,True,
YFS,33,amy,AMY,160,264,900.0,0.2,0.14015151515151514,0.04975124378109453,9.0,True,True,
YFS,34,amy,AMY,160,264,60.0,0.2,0.1590909090909091,0.014925373134328358,2.0,True,True,
YFS,35,amy,AMY,160,264,75.0,0.2,0.10227272727272728,0.5970149253731343,119.0,False,True,
YFS,36,amy,AMY,160,264,225.0,0.5,0.17803030303030304,0.004975124378109453,0.0,True,True,
YFS,37,hpc,HPC,160,264,180.0,0.8,0.14393939393939395,0.0845771144278607,16.0,False,True,
YFS,38,hpc,HPC,160,264,60.0,0.2,0.14393939393939395,0.04477611940298507,8.0,True,True,
YFS,39,hpc,HPC,160,264,180.0,0.2,0.14015151515151514,0.13432835820895522,26.0,False,True,
YFS,40,hpc,HPC,160,264,60.0,0.2,0.10606060606060606,0.5671641791044776,113.0,False,True,
YFS,41,hpc,HPC,160,264,300.0,0.2,0.09090909090909091,0.900497512437811,180.0,False,True,
YFS,42,hpc,HPC,160,264,225.0,0.5,0.125,0.2736318407960199,54.0,False,True,
YFS,43,hpc,HPC,160,264,60.0,0.5,0.11363636363636363,0.46766169154228854,93.0,False,True,
YFS,44,hpc,HPC,160,264,225.0,0.8,0.15151515151515152,0.04477611940298507,8.0,True,True,
YFS,45,hpc,HPC,160,264,60.0,0.5,0.1590909090909091,0.009950248756218905,1.0,True,True,
YFS,46,hpc,HPC,160,264,90.0,0.2,0.16666666666666666,0.004975124378109453,0.0,True,True,
YFS,47,hpc,HPC,160,264,60.0,0.2,0.12121212121212122,,,False,False,25 permutation accuracies were NaN
YFS,48,hpc,HPC,160,264,300.0,0.2,0.15151515151515152,0.029850746268656716,5.0,True,True,
YFS,49,hpc,HPC,160,264,900.0,0.2,0.13636363636363635,0.11940298507462686,23.0,False,True,
YFS,50,hpc,HPC,160,264,900.0,0.2,0.12878787878787878,0.24378109452736318,48.0,False,True,
YFS,51,hpc,HPC,160,264,900.0,0.2,0.12878787878787878,0.23383084577114427,46.0,False,True,
YFS,52,hpc,HPC,160,264,60.0,0.5,0.18181818181818182,0.004975124378109453,0.0,True,True,
YFS,53,hpc,HPC,160,264,900.0,0.2,0.14015151515151514,0.09950248756218906,19.0,False,True,
YFS,54,hpc,HPC,160,264,450.0,0.8,0.1553030303030303,0.04975124378109453,9.0,True,True,
YFS,55,hpc,HPC,160,264,100.0,0.8,0.1553030303030303,0.029850746268656716,5.0,True,True,
YFS,56,hpc,HPC,160,264,90.0,0.2,0.13257575757575757,0.16417910447761194,32.0,False,True,
YFS,57,hpc,HPC,160,264,90.0,0.8,0.1553030303030303,0.03980099502487562,7.0,True,True,
YFS,58,hpc,HPC,160,264,900.0,0.2,0.14015151515151514,0.0945273631840796,18.0,False,True,
YFS,59,hpc,HPC,160,264,300.0,0.5,0.10227272727272728,0.6766169154228856,135.0,False,True,
YFS,60,hpc,HPC,160,264,225.0,0.2,0.15151515151515152,0.04477611940298507,8.0,True,True,
YFS,61,hpc,HPC,160,264,150.0,0.5,0.12878787878787878,0.07462686567164178,14.0,False,True,
YFS,62,hpc,HPC,160,264,100.0,0.2,0.11363636363636363,0.572139303482587,114.0,False,True,
YFS,74,hpc,HPC,160,264,60.0,0.8,0.15151515151515152,0.03482587064676617,6.0,True,True,
YFS,75,hpc,HPC,160,264,450.0,0.2,0.12878787878787878,0.15422885572139303,30.0,False,True,
YFS,76,hpc,HPC,160,264,450.0,0.8,0.1590909090909091,0.01990049751243781,3.0,True,True,
YFS,77,hpc,HPC,160,264,75.0,0.2,0.16287878787878787,0.029850746268656716,5.0,True,True,
YFS,78,hpc,HPC,160,264,300.0,0.8,0.125,0.26865671641791045,53.0,False,True,
YFS,79,hpc,HPC,160,264,150.0,0.5,0.12121212121212122,0.34328358208955223,68.0,False,True,
YFS,80,hpc,HPC,160,264,100.0,0.5,0.17803030303030304,0.004975124378109453,0.0,True,True,
YFS,81,hpc,HPC,160,264,60.0,0.2,0.10984848484848485,0.5970149253731343,119.0,False,True,
YFS,82,hpc,HPC,160,264,75.0,0.2,0.13257575757575757,0.19402985074626866,38.0,False,True,
YFS,83,hpc,HPC,160,264,75.0,0.2,0.11363636363636363,0.5522388059701493,110.0,False,True,
YFS,84,hpc,HPC,160,264,90.0,0.8,0.125,0.25870646766169153,51.0,False,True,
YFS,85,amy,AMY,160,264,90.0,0.8,0.13636363636363635,0.13432835820895522,26.0,False,True,
YFS,86,amy,AMY,160,264,90.0,0.8,0.13257575757575757,0.1890547263681592,37.0,False,True,
YFS,87,amy,AMY,160,264,180.0,0.2,0.14015151515151514,0.12437810945273632,24.0,False,True,
YFS,88,amy,AMY,160,264,90.0,0.2,0.125,0.2835820895522388,56.0,False,True,
YFS,89,amy,AMY,160,264,75.0,0.5,0.11742424242424243,0.42786069651741293,85.0,False,True,
YFS,90,amy,AMY,160,264,150.0,0.8,0.12878787878787878,0.2736318407960199,54.0,False,True,
YFS,91,amy,AMY,160,264,180.0,0.2,0.10984848484848485,0.48258706467661694,96.0,False,True,
YFS,92,amy,AMY,160,264,60.0,0.2,0.15151515151515152,0.024875621890547265,4.0,True,True,
YFS,93,amy,AMY,160,264,150.0,0.8,0.12878787878787878,0.26865671641791045,53.0,False,True,
YFS,94,amy,AMY,160,264,300.0,0.8,0.17424242424242425,0.009950248756218905,1.0,True,True,
YFS,95,amy,AMY,160,264,100.0,0.8,0.16287878787878787,0.01990049751243781,3.0,True,True,
YFT,9,ent,ENT,300,477,450.0,0.2,0.13836477987421383,0.04975124378109453,9.0,True,True,
YFT,10,ent,ENT,300,477,180.0,0.8,0.12578616352201258,0.18407960199004975,36.0,False,True,
YFT,11,ent,ENT,300,477,90.0,0.8,0.14465408805031446,0.01990049751243781,3.0,True,True,
YFT,12,ent,ENT,300,477,450.0,0.2,0.15513626834381553,0.004975124378109453,0.0,True,True,
YFT,13,ent,ENT,300,477,75.0,0.5,0.13626834381551362,0.08955223880597014,17.0,False,True,
YFT,14,ent,ENT,300,477,60.0,0.8,0.11740041928721175,0.4079601990049751,81.0,False,True,
YFT,15,ent,ENT,300,477,150.0,0.2,0.14465408805031446,0.03482587064676617,6.0,True,True,
YFT,16,ent,ENT,300,477,60.0,0.2,0.1278825995807128,0.14427860696517414,28.0,False,True,
YFT,17,hpc,HPC,300,477,450.0,0.2,0.14675052410901468,0.014925373134328358,2.0,True,True,
YFT,18,hpc,HPC,300,477,150.0,0.2,0.1320754716981132,0.029850746268656716,5.0,True,True,
YFT,19,hpc,HPC,300,477,450.0,0.2,0.12578616352201258,0.14925373134328357,29.0,False,True,
YFT,20,hpc,HPC,300,477,60.0,0.2,0.10062893081761007,0.900497512437811,180.0,False,True,
YFT,21,hpc,HPC,300,477,90.0,0.2,0.13417190775681342,0.07960199004975124,15.0,False,True,
YFT,22,hpc,HPC,300,477,75.0,0.5,0.129979035639413,0.14427860696517414,28.0,False,True,
YFT,23,hpc,HPC,300,477,60.0,0.2,0.09853249475890985,0.9154228855721394,183.0,False,True,
YFT,24,hpc,HPC,300,477,75.0,0.5,0.14465408805031446,0.024875621890547265,4.0,True,True,
YFT,25,hpc,HPC,300,477,60.0,0.8,0.12159329140461216,0.3034825870646766,60.0,False,True,
YFT,26,hpc,HPC,300,477,300.0,0.2,0.1069182389937107,0.6666666666666666,133.0,False,True,
YFT,27,hpc,HPC,300,477,100.0,0.2,0.13836477987421383,0.06467661691542288,12.0,False,True,
YFT,28,hpc,HPC,300,477,90.0,0.8,0.11530398322851153,0.35323383084577115,70.0,False,True,
YFT,29,hpc,HPC,300,477,90.0,0.2,0.12368972746331237,0.263681592039801,52.0,False,True,
YFT,30,hpc,HPC,300,477,60.0,0.2,0.1069182389937107,0.6417910447761194,128.0,False,True,
YFT,31,hpc,HPC,300,477,300.0,0.5,0.12368972746331237,0.2935323383084577,58.0,False,True,
YFT,32,amy,AMY,300,477,90.0,0.5,0.16142557651991615,0.009950248756218905,1.0,True,True,
YFT,33,amy,AMY,300,477,180.0,0.8,0.14255765199161424,0.029850746268656716,5.0,True,True,
YFT,34,amy,AMY,300,477,60.0,0.8,0.11740041928721175,0.44776119402985076,89.0,False,True,
YFT,35,amy,AMY,300,477,150.0,0.2,0.13626834381551362,0.0845771144278607,16.0,False,True,
YFT,36,amy,AMY,300,477,100.0,0.8,0.14255765199161424,0.06965174129353234,13.0,False,True,
YFT,37,amy,AMY,300,477,225.0,0.2,0.13836477987421383,0.0845771144278607,16.0,False,True,
YFT,38,amy,AMY,300,477,60.0,0.5,0.129979035639413,0.19402985074626866,38.0,False,True,
YFT,39,amy,AMY,300,477,900.0,0.2,0.14465408805031446,0.024875621890547265,4.0,True,True,
YFT,40,hpc,HPC,300,477,150.0,0.2,0.13626834381551362,0.0945273631840796,18.0,False,True,
YFT,41,hpc,HPC,300,477,225.0,0.2,0.12159329140461216,0.23383084577114427,46.0,False,True,
YFT,42,hpc,HPC,300,477,450.0,0.2,0.1509433962264151,0.009950248756218905,1.0,True,True,
YFT,43,hpc,HPC,300,477,180.0,0.8,0.13626834381551362,0.06965174129353234,13.0,False,True,
YFT,44,hpc,HPC,300,477,450.0,0.2,0.1069182389937107,0.6517412935323383,130.0,False,True,
YFT,45,hpc,HPC,300,477,150.0,0.2,0.14465408805031446,0.029850746268656716,5.0,True,True,
YFT,46,hpc,HPC,300,477,450.0,0.2,0.14675052410901468,0.024875621890547265,4.0,True,True,
YFT,47,hpc,HPC,300,477,300.0,0.2,0.1320754716981132,0.1044776119402985,20.0,False,True,
YFT,48,hpc,HPC,300,477,100.0,0.2,0.12368972746331237,0.23383084577114427,46.0,False,True,
YFT,49,hpc,HPC,300,477,225.0,0.2,0.1530398322851153,0.014925373134328358,2.0,True,True,
YFT,50,hpc,HPC,300,477,300.0,0.2,0.1488469601677149,0.014925373134328358,2.0,True,True,
YFT,51,hpc,HPC,300,477,90.0,0.8,0.14046121593291405,0.09950248756218906,19.0,False,True,
YFT,69,ent,ENT,300,477,100.0,0.8,0.12368972746331237,0.21393034825870647,42.0,False,True,
YFT,70,ent,ENT,300,477,100.0,0.5,0.1069182389937107,0.5323383084577115,106.0,False,True,
YFT,71,ent,ENT,300,477,100.0,0.5,0.1278825995807128,0.208955223880597,41.0,False,True,
YFT,72,ent,ENT,300,477,180.0,0.2,0.11320754716981132,0.5024875621890548,100.0,False,True,
YFT,73,ent,ENT,300,477,90.0,0.5,0.10272536687631027,0.6666666666666666,133.0,False,True,
YFT,74,ent,ENT,300,477,180.0,0.2,0.14255765199161424,0.04477611940298507,8.0,True,True,
YFT,75,ent,ENT,300,477,300.0,0.2,0.13626834381551362,0.11442786069651742,22.0,False,True,
YFT,76,ent,ENT,300,477,100.0,0.2,0.1278825995807128,0.208955223880597,41.0,False,True,
YFT,77,ent,ENT,300,477,75.0,0.2,0.13836477987421383,0.08955223880597014,17.0,False,True,
YFU,0,amy,AMY,300,494,900.0,0.2,0.11538461538461539,0.4079601990049751,81.0,False,True,
YFU,1,amy,AMY,300,494,150.0,0.8,0.13562753036437247,0.03980099502487562,7.0,True,True,
YFU,2,amy,AMY,300,494,180.0,0.2,0.11740890688259109,0.34328358208955223,68.0,False,True,
YFU,3,amy,AMY,300,494,450.0,0.2,0.13765182186234817,0.07960199004975124,15.0,False,True,
YFU,4,amy,AMY,300,494,100.0,0.2,0.1214574898785425,0.24378109452736318,48.0,False,True,
YFU,5,amy,AMY,300,494,450.0,0.8,0.11740890688259109,0.4228855721393035,84.0,False,True,
YFU,6,amy,AMY,300,494,60.0,0.5,0.09716599190283401,0.7860696517412935,157.0,False,True,
YFU,7,amy,AMY,300,494,180.0,0.2,0.13360323886639677,0.0845771144278607,16.0,False,True,
YFU,8,amy,AMY,300,494,90.0,0.2,0.10728744939271255,0.5422885572139303,108.0,False,True,
YFU,9,amy,AMY,300,494,75.0,0.5,0.10931174089068826,0.5074626865671642,101.0,False,True,
YFU,10,amy,AMY,300,494,100.0,0.2,0.10931174089068826,0.5572139303482587,111.0,False,True,
YFU,11,amy,AMY,300,494,100.0,0.2,0.11538461538461539,0.43283582089552236,86.0,False,True,
YFU,20,hpc,HPC,300,494,900.0,0.2,0.13157894736842105,0.11940298507462686,23.0,False,True,
YFU,21,hpc,HPC,300,494,900.0,0.2,0.13765182186234817,0.04477611940298507,8.0,True,True,
YFU,22,hpc,HPC,300,494,900.0,0.2,0.12955465587044535,0.1044776119402985,20.0,False,True,
YFU,23,hpc,HPC,300,494,100.0,0.8,0.13562753036437247,0.05970149253731343,11.0,False,True,
YFU,24,hpc,HPC,300,494,60.0,0.2,0.12753036437246965,0.23880597014925373,47.0,False,True,
YFU,25,hpc,HPC,300,494,100.0,0.8,0.12550607287449392,0.15422885572139303,30.0,False,True,
YFU,26,hpc,HPC,300,494,60.0,0.8,0.12348178137651822,0.26865671641791045,53.0,False,True,
YFU,27,hpc,HPC,300,494,180.0,0.2,0.13765182186234817,0.029850746268656716,5.0,True,True,
YFU,28,hpc,HPC,300,494,180.0,0.8,0.13157894736842105,0.12437810945273632,24.0,False,True,
YFU,29,hpc,HPC,300,494,450.0,0.2,0.15182186234817813,0.029850746268656716,5.0,True,True,
