n_subjects,observed_mean_advantage_pp,between_subject_sd_pp,posterior_scale_pp,degrees_freedom,posterior_median_pp,credible_interval_95_lower_pp,credible_interval_95_upper_pp,posterior_probability_mu_gt_0,posterior_probability_mu_gt_1pp,posterior_probability_mu_gt_2pp,posterior_probability_mu_gt_3pp,posterior_probability_mu_gt_3_79pp
11,3.9496956368271454,1.305646104927908,0.3936671126395334,10,3.9496956368271454,3.072550648405744,4.826840625248547,0.99999922893087,0.9999896011548174,0.9997118665610667,0.9817344420915712,0.6532326214695021
