subject,region,neuron_id,paper_unit,n_presentations,temporal_accuracy,best_bin_ms,best_gamma,shuffle_mean_accuracy,shuffle_95,p_value,temporal_coding,n_valid_shuffles,q_value,temporal_coding_FDR
YFF,hpc,30,31,109,0.1926605504587156,60.0,0.5,0.11224770642201837,0.1651376146788991,0.01990049751243781,True,200,0.15387849484969518,False
YFF,hpc,31,32,109,0.09174311926605505,150.0,0.2,0.10252293577981651,0.1472477064220182,0.681592039800995,False,200,0.7020525888381731,False
YFF,hpc,32,33,109,0.2018348623853211,300.0,0.5,0.10344036697247708,0.1651376146788991,0.009950248756218905,True,200,0.1300639658848614,False
YFF,hpc,33,34,109,0.1926605504587156,180.0,0.2,0.10559633027522936,0.1743119266055046,0.03482587064676617,True,200,0.16679958983707416,False
YFF,hpc,34,35,109,0.2018348623853211,180.0,0.2,0.1059633027522936,0.1651376146788991,0.009950248756218905,True,200,0.1300639658848614,False
YFF,hpc,35,36,109,0.1834862385321101,150.0,0.2,0.11357798165137617,0.1743119266055046,0.03980099502487562,True,200,0.16679958983707416,False
YFF,hpc,36,37,109,0.05504587155963303,150.0,0.2,0.09743119266055046,0.14678899082568808,0.9800995024875622,False,200,0.9818880052293278,False
YFF,hpc,37,38,109,0.1834862385321101,60.0,0.8,0.11220183486238533,0.16559633027522921,0.029850746268656716,True,200,0.160667251975417,False
YFF,hpc,38,39,109,0.1834862385321101,75.0,0.8,0.11605504587155963,0.1743119266055046,0.04975124378109453,True,200,0.16964865115416705,False
YFF,hpc,39,40,109,0.24770642201834864,150.0,0.8,0.10788990825688075,0.1743119266055046,0.004975124378109453,True,200,0.1300639658848614,False
YFF,hpc,40,41,109,0.1651376146788991,60.0,0.8,0.11623853211009177,0.17477064220183472,0.0845771144278607,False,200,0.19843092231151935,False
YFF,hpc,41,42,109,0.10091743119266056,150.0,0.5,0.10151376146788993,0.1559633027522936,0.5621890547263682,False,200,0.6004704105929497,False
YFF,hpc,42,43,109,0.1743119266055046,90.0,0.8,0.11256880733944956,0.16559633027522921,0.05472636815920398,False,200,0.17168443496801705,False
YFF,hpc,43,44,109,0.12844036697247707,225.0,0.5,0.10802752293577983,0.16559633027522921,0.3034825870646766,False,200,0.3856757877280266,False
YFF,hpc,44,45,109,0.13761467889908258,100.0,0.2,0.10798165137614679,0.1743119266055046,0.25870646766169153,False,200,0.35507462686567165,False
YFF,hpc,45,46,109,0.13761467889908258,900.0,0.2,0.10183486238532109,0.14678899082568808,0.15422885572139303,False,200,0.2767047117354405,False
YFF,hpc,46,47,109,0.14678899082568808,180.0,0.5,0.11146788990825689,0.16559633027522921,0.17412935323383086,False,200,0.288812733913514,False
YFF,hpc,47,48,109,0.13761467889908258,225.0,0.2,0.10018348623853213,0.1559633027522936,0.14427860696517414,False,200,0.2694182150472129,False
YFF,hpc,48,49,109,0.1559633027522936,900.0,0.2,0.10885321100917432,0.1651376146788991,0.10945273631840796,False,200,0.23200599320002305,False
YFF,hpc,49,50,109,0.08256880733944955,60.0,0.5,0.10614678899082569,0.1564220183486237,0.8258706467661692,False,200,0.836536872831415,False
YFF,hpc,50,51,109,0.1926605504587156,300.0,0.5,0.10848623853211009,0.1559633027522936,0.014925373134328358,True,200,0.14898236092265943,False
YFF,hpc,51,52,109,0.14678899082568808,100.0,0.2,0.10724770642201836,0.1564220183486237,0.14925373134328357,False,200,0.2722269053404076,False
YFF,hpc,52,53,109,0.1651376146788991,300.0,0.2,0.11119266055045873,0.1651376146788991,0.06467661691542288,False,200,0.18116052391105697,False
YFF,hpc,53,54,109,0.14678899082568808,225.0,0.2,0.10426605504587157,0.1559633027522936,0.0945273631840796,False,200,0.2126865671641791,False
YFI,hpc,0,1,104,0.15384615384615385,90.0,0.2,0.114375,0.17307692307692307,0.12935323383084577,False,200,0.2536247334754797,False
YFI,hpc,1,2,104,0.20192307692307693,60.0,0.2,0.11384615384615385,0.16394230769230753,0.014925373134328358,True,200,0.14898236092265943,False
YFI,hpc,2,3,104,0.19230769230769232,90.0,0.2,0.10490384615384617,0.16346153846153846,0.004975124378109453,True,200,0.1300639658848614,False
YFI,hpc,3,4,104,0.18269230769230768,180.0,0.2,0.10995192307692309,0.17307692307692307,0.03980099502487562,True,200,0.16679958983707416,False
YFI,hpc,4,5,104,0.18269230769230768,180.0,0.2,0.1083173076923077,0.17307692307692307,0.03980099502487562,True,200,0.16679958983707416,False
YFI,hpc,5,6,104,0.14423076923076922,75.0,0.2,0.11072115384615384,0.17307692307692307,0.21393034825870647,False,200,0.32534005870922394,False
YFI,hpc,6,7,104,0.11538461538461539,180.0,0.5,0.1073076923076923,0.17307692307692307,0.48258706467661694,False,200,0.5320086315410898,False
YFI,hpc,7,8,104,0.19230769230769232,60.0,0.2,0.11197115384615385,0.17307692307692307,0.024875621890547265,True,200,0.160667251975417,False
YFI,hpc,8,9,104,0.14423076923076922,150.0,0.8,0.10692307692307691,0.16346153846153846,0.208955223880597,False,200,0.31954433958341993,False
YFI,hpc,18,19,104,0.15384615384615385,450.0,0.2,0.10451923076923077,0.16346153846153846,0.12935323383084577,False,200,0.2536247334754797,False
YFI,hpc,19,20,104,0.18269230769230768,180.0,0.8,0.10740384615384617,0.17355769230769214,0.05472636815920398,False,200,0.17168443496801705,False
YFI,hpc,20,21,104,0.19230769230769232,150.0,0.8,0.1114423076923077,0.16346153846153846,0.01990049751243781,True,200,0.15387849484969518,False
YFI,hpc,21,22,104,0.1346153846153846,100.0,0.2,0.11048076923076923,0.18269230769230768,0.24875621890547264,False,200,0.3492766347291674,False
YFI,hpc,22,23,104,0.08653846153846154,450.0,0.8,0.10836538461538461,0.15384615384615385,0.8308457711442786,False,200,0.8400263874000164,False
YFI,hpc,23,24,104,0.17307692307692307,300.0,0.8,0.10947115384615383,0.17307692307692307,0.06467661691542288,False,200,0.18116052391105697,False
YFI,hpc,24,25,104,0.18269230769230768,90.0,0.5,0.11158653846153847,0.16346153846153846,0.029850746268656716,True,200,0.160667251975417,False
YFI,hpc,25,26,104,0.15384615384615385,60.0,0.5,0.11524038461538462,0.18269230769230768,0.18407960199004975,False,200,0.300772921108742,False
YFI,hpc,26,27,104,0.20192307692307693,60.0,0.5,0.10884615384615383,0.17355769230769214,0.01990049751243781,True,200,0.15387849484969518,False
YFI,hpc,27,28,104,0.125,150.0,0.5,0.10951923076923077,0.17307692307692307,0.39800995024875624,False,200,0.46196080906250986,False
