number,mean_firing_rate_hz,sem_firing_rate_hz,n_presentations
1,15.345911949685535,0.45987622640128045,53
2,15.439469320066333,0.5517151185004435,67
3,14.700854700854702,0.5631419216468919,52
4,14.982078853046595,0.5247290636555264,62
5,15.076252723311548,0.5806989185849969,51
6,13.958333333333334,0.4961393837959265,48
7,14.564102564102564,0.5070274647645509,65
8,13.696145124716553,0.6523627321942018,49
9,14.25531914893617,0.49704089931888107,47
