neuron_id,n_presentations,n_folds,fr_accuracy,shuffle_mean_accuracy,n_extreme,p_value,fr_coding,subject,region,paper_unit,n_valid_shuffles
45,114,4,0.07894736842105263,0.08859649122807017,134.0,0.6716417910447762,False,YFJ,hpc,46,
46,114,4,0.10526315789473684,0.1064035087719298,112.0,0.5621890547263682,False,YFJ,hpc,47,
47,114,4,0.10526315789473684,0.103859649122807,98.0,0.4925373134328358,False,YFJ,hpc,48,
48,114,4,0.11403508771929824,0.10508771929824562,77.0,0.3880597014925373,False,YFJ,hpc,49,
49,114,4,0.03508771929824561,0.1056140350877193,200.0,1.0,False,YFJ,hpc,50,
50,114,4,0.05263157894736842,0.09890350877192983,195.0,0.9751243781094527,False,YFJ,hpc,51,
51,114,4,0.12280701754385964,0.10600877192982455,68.0,0.34328358208955223,False,YFJ,hpc,52,
52,114,4,0.06140350877192982,0.10214912280701753,186.0,0.9303482587064676,False,YFJ,hpc,53,
53,114,4,0.043859649122807015,0.08280701754385963,194.0,0.9701492537313433,False,YFJ,hpc,54,
54,114,4,0.05263157894736842,0.10679824561403509,195.0,0.9751243781094527,False,YFJ,hpc,55,
55,114,4,0.10526315789473684,0.10412280701754387,102.0,0.5124378109452736,False,YFJ,hpc,56,
56,114,4,0.09649122807017543,0.10236842105263158,122.0,0.6119402985074627,False,YFJ,hpc,57,
57,114,4,0.20175438596491227,0.10350877192982455,2.0,0.014925373134328358,True,YFJ,hpc,58,
58,114,4,0.06140350877192982,0.1004824561403509,193.0,0.9651741293532339,False,YFJ,hpc,59,
59,114,4,0.07017543859649122,0.10508771929824562,182.0,0.9104477611940298,False,YFJ,hpc,60,
60,114,4,0.14912280701754385,0.10223684210526315,13.0,0.06965174129353234,False,YFJ,hpc,61,
61,114,4,0.12280701754385964,0.1001315789473684,53.0,0.26865671641791045,False,YFJ,hpc,62,
24,114,4,0.10526315789473684,0.1062719298245614,110.0,0.5522388059701493,False,YFK,hpc,25,
25,114,4,0.06140350877192982,0.1044736842105263,192.0,0.9601990049751243,False,YFK,hpc,26,
26,114,4,0.10526315789473684,0.1012280701754386,98.0,0.4925373134328358,False,YFK,hpc,27,
27,114,4,0.16666666666666666,0.15916435826408123,101.0,0.6666666666666666,False,YFK,hpc,28,152.0
28,114,4,0.12280701754385964,0.10206140350877194,61.0,0.30845771144278605,False,YFK,hpc,29,200.0
29,114,4,0.10526315789473684,0.10736842105263157,112.0,0.5621890547263682,False,YFK,hpc,30,200.0
30,114,4,0.10526315789473684,0.1050877192982456,104.0,0.5223880597014925,False,YFK,hpc,31,200.0
