trial_index,operand,number,onset_ms,spike_count,firing_rate_hz
101,2,6,863129.666666667,14,15.555555555555555
102,1,6,873896.166666667,10,11.11111111111111
102,2,6,874646.133333333,14,15.555555555555555
103,1,9,878279.433333333,14,15.555555555555555
103,2,5,879029.4,15,16.666666666666668
104,1,4,886312.6,15,16.666666666666668
104,2,8,887062.6,17,18.88888888888889
105,1,9,893312.5,10,11.11111111111111
105,2,7,894062.466666667,11,12.222222222222221
106,1,3,907512.266666667,19,21.11111111111111
106,2,1,908262.233333333,16,17.77777777777778
107,1,6,913845.466666667,6,6.666666666666666
107,2,6,914595.466666667,16,17.77777777777778
108,1,3,918445.4,18,20.0
108,2,5,919178.7,14,15.555555555555555
109,1,2,926345.266666667,10,11.11111111111111
109,2,8,927095.233333333,13,14.444444444444445
110,1,7,934495.133333333,10,11.11111111111111
110,2,1,935245.1,13,14.444444444444445
111,1,5,947644.9,17,18.88888888888889
111,2,6,948394.9,13,14.444444444444445
112,1,1,955061.433333333,15,16.666666666666668
112,2,2,955811.433333333,11,12.222222222222221
113,1,2,964294.633333333,17,18.88888888888889
113,2,3,965044.6,20,22.22222222222222
114,1,4,971111.166666667,10,11.11111111111111
114,2,4,971861.166666667,12,13.333333333333332
115,1,7,977694.4,18,20.0
116,1,3,987510.9,12,13.333333333333332
116,2,5,988260.866666667,13,14.444444444444445
117,1,5,996027.4,9,10.0
117,2,8,996794.066666667,14,15.555555555555555
118,1,3,1005143.93333333,17,18.88888888888889
119,1,7,1015210.43333333,15,16.666666666666668
119,2,9,1015960.4,12,13.333333333333332
120,1,3,1021893.63333333,18,20.0
120,2,3,1022643.63333333,14,15.555555555555555
121,1,3,1033693.43333333,14,15.555555555555555
121,2,9,1034443.43333333,10,11.11111111111111
122,1,7,1045093.23333333,17,18.88888888888889
122,2,7,1045843.23333333,11,12.222222222222221
123,1,7,1050576.46666667,11,12.222222222222221
124,1,1,1055376.4,13,14.444444444444445
124,2,9,1056126.36666667,11,12.222222222222221
125,1,1,1060776.3,13,14.444444444444445
126,1,1,1067492.86666667,15,16.666666666666668
126,2,7,1068242.83333333,8,8.88888888888889
127,1,5,1072592.76666667,25,27.77777777777778
127,2,1,1073342.76666667,13,14.444444444444445
129,1,7,1082759.26666667,10,11.11111111111111
129,2,7,1083509.26666667,16,17.77777777777778
130,2,6,1088859.16666667,11,12.222222222222221
131,1,1,1093275.76666667,19,21.11111111111111
131,2,7,1094025.73333333,12,13.333333333333332
132,1,2,1100508.96666667,14,15.555555555555555
132,2,2,1101258.93333333,10,11.11111111111111
133,1,2,1108925.5,18,20.0
133,2,2,1109675.46666667,15,16.666666666666668
134,1,3,1114208.73333333,8,8.88888888888889
135,1,1,1119258.63333333,14,15.555555555555555
135,2,1,1120008.63333333,13,14.444444444444445
136,1,3,1123858.56666667,13,14.444444444444445
137,2,4,1131075.1,15,16.666666666666668
138,1,6,1138325.0,14,15.555555555555555
138,2,5,1139074.96666667,9,10.0
139,2,7,1145608.2,9,10.0
140,1,4,1151208.1,16,17.77777777777778
140,2,4,1151958.1,12,13.333333333333332
141,2,8,1157941.3,13,14.444444444444445
142,1,4,1162174.6,10,11.11111111111111
142,2,9,1162924.56666667,14,15.555555555555555
143,1,4,1169441.13333333,15,16.666666666666668
144,1,1,1175341.03333333,18,20.0
144,2,2,1176091.0,10,11.11111111111111
145,1,5,1181874.23333333,13,14.444444444444445
145,2,3,1182624.23333333,11,12.222222222222221
146,1,6,1188424.13333333,9,10.0
146,2,6,1189174.13333333,18,20.0
147,1,8,1193674.03333333,15,16.666666666666668
147,2,8,1194424.03333333,17,18.88888888888889
148,1,9,1198307.3,9,10.0
148,2,6,1199057.26666667,11,12.222222222222221
149,1,9,1208190.46666667,14,15.555555555555555
151,1,8,1226156.83333333,7,7.777777777777778
152,1,9,1231540.06666667,20,22.22222222222222
152,2,7,1232290.06666667,21,23.333333333333332
153,1,4,1240123.23333333,13,14.444444444444445
153,2,4,1240873.23333333,15,16.666666666666668
154,1,8,1248606.43333333,7,7.777777777777778
154,2,8,1249356.43333333,7,7.777777777777778
155,1,5,1257822.93333333,12,13.333333333333332
155,2,6,1258572.93333333,14,15.555555555555555
156,2,4,1266022.8,16,17.77777777777778
157,1,5,1270206.06666667,16,17.77777777777778
157,2,7,1270956.06666667,11,12.222222222222221
158,1,2,1280805.9,24,26.666666666666664
159,1,7,1285755.8,18,20.0
159,2,3,1286505.8,14,15.555555555555555
160,1,9,1291655.7,14,15.555555555555555
161,1,8,1296038.96666667,9,10.0
161,2,9,1296788.96666667,11,12.222222222222221
162,1,4,1306655.46666667,14,15.555555555555555
162,2,2,1307405.43333333,16,17.77777777777778
163,1,5,1313005.33333333,15,16.666666666666668
163,2,4,1313755.33333333,7,7.777777777777778
164,1,7,1317488.6,11,12.222222222222221
164,2,1,1318238.56666667,10,11.11111111111111
165,1,3,1323238.5,15,16.666666666666668
166,2,3,1328055.06666667,15,16.666666666666668
167,1,7,1341271.53333333,14,15.555555555555555
168,1,4,1348021.4,16,17.77777777777778
168,2,2,1348771.4,17,18.88888888888889
169,1,6,1353771.3,13,14.444444444444445
170,2,2,1359521.2,16,17.77777777777778
171,1,8,1365037.8,11,12.222222222222221
171,2,5,1365787.76666667,13,14.444444444444445
172,1,3,1371971.0,12,13.333333333333332
172,2,3,1372721.0,17,18.88888888888889
173,2,9,1376854.26666667,13,14.444444444444445
175,2,5,1388854.03333333,10,11.11111111111111
176,1,1,1393670.63333333,11,12.222222222222221
176,2,6,1394420.63333333,13,14.444444444444445
177,1,8,1400270.53333333,22,24.444444444444443
177,2,4,1401020.5,19,21.11111111111111
178,1,8,1406403.76666667,20,22.22222222222222
178,2,4,1407153.73333333,15,16.666666666666668
179,2,6,1412786.96666667,11,12.222222222222221
180,1,9,1417686.9,18,20.0
180,2,4,1418436.86666667,16,17.77777777777778
181,1,2,1424353.43333333,19,21.11111111111111
181,2,2,1425103.43333333,25,27.77777777777778
182,1,2,1429770.03333333,16,17.77777777777778
182,2,9,1430520.0,10,11.11111111111111
183,1,8,1435486.6,9,10.0
183,2,3,1436236.56666667,10,11.11111111111111
184,2,7,1443386.46666667,14,15.555555555555555
185,1,7,1449703.0,9,10.0
185,2,5,1450453.0,11,12.222222222222221
186,1,7,1459019.53333333,13,14.444444444444445
186,2,9,1459769.5,15,16.666666666666668
187,2,3,1468952.66666667,15,16.666666666666668
189,1,3,1495718.9,15,16.666666666666668
189,2,8,1496468.86666667,19,21.11111111111111
190,1,2,1503502.1,11,12.222222222222221
190,2,8,1504252.06666667,7,7.777777777777778
191,1,4,1511901.93333333,10,11.11111111111111
191,2,3,1512651.93333333,12,13.333333333333332
192,1,2,1519568.46666667,13,14.444444444444445
192,2,2,1520318.46666667,13,14.444444444444445
193,1,1,1524618.4,15,16.666666666666668
193,2,1,1525368.4,20,22.22222222222222
194,1,7,1529784.96666667,12,13.333333333333332
194,2,2,1530534.96666667,8,8.88888888888889
195,1,3,1535168.23333333,19,21.11111111111111
195,2,2,1535918.2,10,11.11111111111111
196,1,1,1542701.43333333,15,16.666666666666668
196,2,5,1543451.4,21,23.333333333333332
197,2,9,1548118.0,11,12.222222222222221
198,1,5,1557984.5,10,11.11111111111111
198,2,8,1558734.5,9,10.0
199,1,9,1565367.7,14,15.555555555555555
199,2,2,1566117.7,14,15.555555555555555
200,2,4,1572500.9,16,17.77777777777778
201,1,7,1576750.83333333,13,14.444444444444445
201,2,9,1577500.83333333,13,14.444444444444445
202,1,9,1590217.26666667,11,12.222222222222221
202,2,2,1590967.26666667,5,5.555555555555555
203,1,4,1598383.8,11,12.222222222222221
203,2,7,1599133.8,7,7.777777777777778
204,1,8,1607300.33333333,11,12.222222222222221
204,2,5,1608050.3,9,10.0
205,1,2,1616350.16666667,10,11.11111111111111
205,2,1,1617100.16666667,13,14.444444444444445
206,1,5,1621583.4,10,11.11111111111111
206,2,1,1622333.4,10,11.11111111111111
207,1,8,1626466.66666667,23,25.555555555555554
208,1,2,1632016.56666667,18,20.0
208,2,7,1632766.56666667,17,18.88888888888889
209,2,1,1638916.43333333,14,15.555555555555555
210,1,7,1644766.33333333,12,13.333333333333332
210,2,4,1645516.33333333,19,21.11111111111111
211,1,5,1650832.9,13,14.444444444444445
211,2,2,1651582.9,15,16.666666666666668
212,1,2,1656432.83333333,15,16.666666666666668
213,2,2,1663016.03333333,12,13.333333333333332
214,1,4,1669815.93333333,9,10.0
214,2,1,1670565.9,11,12.222222222222221
215,2,3,1676582.46666667,11,12.222222222222221
216,1,9,1683632.36666667,19,21.11111111111111
216,2,7,1684382.33333333,12,13.333333333333332
217,1,6,1697465.46666667,14,15.555555555555555
217,2,6,1698215.43333333,15,16.666666666666668
218,1,1,1702665.36666667,14,15.555555555555555
218,2,7,1703415.33333333,12,13.333333333333332
219,1,2,1708515.26666667,16,17.77777777777778
220,1,8,1713648.5,14,15.555555555555555
220,2,5,1714398.5,17,18.88888888888889
221,1,5,1720848.4,17,18.88888888888889
222,1,1,1726631.63333333,10,11.11111111111111
222,2,3,1727381.6,15,16.666666666666668
223,1,9,1733931.5,11,12.222222222222221
223,2,6,1734681.46666667,9,10.0
224,1,1,1743114.66666667,16,17.77777777777778
224,2,5,1743864.66666667,16,17.77777777777778
225,2,5,1750914.53333333,15,16.666666666666668
226,1,6,1756331.1,19,21.11111111111111
226,2,8,1757081.1,14,15.555555555555555
228,1,4,1771614.16666667,16,17.77777777777778
228,2,7,1772364.16666667,19,21.11111111111111
229,1,2,1777197.43333333,14,15.555555555555555
229,2,9,1777947.4,13,14.444444444444445
230,1,7,1793547.13333333,7,7.777777777777778
230,2,2,1794297.13333333,14,15.555555555555555
231,2,8,1809246.86666667,17,18.88888888888889
232,1,9,1813946.8,14,15.555555555555555
233,1,8,1820346.7,5,5.555555555555555
233,2,5,1821096.66666667,17,18.88888888888889
234,1,1,1829829.86666667,19,21.11111111111111
234,2,9,1830579.83333333,11,12.222222222222221
235,2,9,1836779.73333333,15,16.666666666666668
236,1,2,1842262.96666667,19,21.11111111111111
236,2,2,1843012.96666667,20,22.22222222222222
237,1,7,1845829.6,15,16.666666666666668
237,2,5,1846579.56666667,17,18.88888888888889
238,1,5,1852429.46666667,17,18.88888888888889
238,2,5,1853179.46666667,6,6.666666666666666
239,1,1,1857429.4,12,13.333333333333332
239,2,1,1858179.36666667,13,14.444444444444445
240,2,2,1862779.3,6,6.666666666666666
241,2,2,1868412.53333333,16,17.77777777777778
242,1,7,1875179.1,18,20.0
242,2,2,1875929.06666667,15,16.666666666666668
244,1,2,1886028.9,10,11.11111111111111
244,2,1,1886778.9,10,11.11111111111111
245,1,6,1892745.46666667,8,8.88888888888889
245,2,3,1893495.43333333,14,15.555555555555555
246,1,2,1898778.66666667,17,18.88888888888889
246,2,5,1899528.66666667,14,15.555555555555555
247,1,1,1904695.26666667,13,14.444444444444445
247,2,7,1905445.23333333,18,20.0
248,1,6,1910495.16666667,19,21.11111111111111
248,2,3,1911245.13333333,13,14.444444444444445
249,1,9,1916461.73333333,9,10.0
249,2,1,1917211.7,16,17.77777777777778
250,1,3,1921144.96666667,12,13.333333333333332
250,2,8,1921894.96666667,11,12.222222222222221
251,1,1,1927411.53333333,18,20.0
251,2,3,1928161.53333333,21,23.333333333333332
252,1,2,1935661.4,16,17.77777777777778
253,1,1,1947077.86666667,14,15.555555555555555
253,2,3,1947827.83333333,11,12.222222222222221
254,1,7,1958161.0,20,22.22222222222222
254,2,2,1958911.0,16,17.77777777777778
255,1,8,1964027.56666667,8,8.88888888888889
255,2,9,1964777.56666667,14,15.555555555555555
256,2,8,1977694.0,13,14.444444444444445
257,1,2,1982727.23333333,14,15.555555555555555
257,2,4,1983477.23333333,14,15.555555555555555
258,1,2,1986843.83333333,13,14.444444444444445
259,1,6,1991827.1,13,14.444444444444445
259,2,6,1992577.1,17,18.88888888888889
260,1,2,1996177.03333333,16,17.77777777777778
260,2,4,1996927.0,12,13.333333333333332
261,1,5,2001926.93333333,15,16.666666666666668
261,2,6,2002676.9,15,16.666666666666668
262,2,2,2012310.06666667,17,18.88888888888889
263,1,1,2016726.66666667,13,14.444444444444445
264,1,5,2023326.56666667,9,10.0
264,2,9,2024076.53333333,9,10.0
265,1,6,2028976.46666667,13,14.444444444444445
265,2,1,2029726.43333333,6,6.666666666666666
266,2,4,2037292.96666667,12,13.333333333333332
267,1,9,2045426.2,13,14.444444444444445
268,1,7,2049776.1,14,15.555555555555555
268,2,4,2050526.1,17,18.88888888888889
269,1,3,2056442.66666667,17,18.88888888888889
269,2,9,2057192.63333333,16,17.77777777777778
270,1,5,2062375.9,16,17.77777777777778
270,2,1,2063125.86666667,20,22.22222222222222
271,2,5,2068642.43333333,20,22.22222222222222
272,1,4,2073575.7,14,15.555555555555555
273,1,3,2079025.6,17,18.88888888888889
273,2,8,2079775.6,16,17.77777777777778
274,1,3,2085742.16666667,11,12.222222222222221
274,2,2,2086492.13333333,16,17.77777777777778
275,2,2,2092392.03333333,11,12.222222222222221
276,1,4,2095308.66666667,16,17.77777777777778
276,2,2,2096058.63333333,17,18.88888888888889
277,2,4,2103525.2,11,12.222222222222221
278,1,6,2111325.06666667,14,15.555555555555555
278,2,9,2112075.03333333,12,13.333333333333332
279,1,8,2120458.23333333,14,15.555555555555555
279,2,5,2121208.23333333,10,11.11111111111111
280,1,6,2130158.06666667,14,15.555555555555555
280,2,7,2130908.06666667,11,12.222222222222221
281,1,3,2140907.9,15,16.666666666666668
281,2,4,2141657.86666667,16,17.77777777777778
282,1,5,2147174.43333333,21,23.333333333333332
282,2,1,2147924.43333333,21,23.333333333333332
283,1,1,2152591.03333333,13,14.444444444444445
283,2,4,2153341.0,12,13.333333333333332
284,2,4,2161774.2,3,3.333333333333333
285,1,1,2166290.8,16,17.77777777777778
285,2,9,2167040.76666667,13,14.444444444444445
286,1,6,2171924.03333333,12,13.333333333333332
287,1,8,2179257.23333333,13,14.444444444444445
288,1,4,2188407.06666667,12,13.333333333333332
288,2,4,2189157.06666667,17,18.88888888888889
289,1,4,2195956.93333333,13,14.444444444444445
289,2,6,2196706.93333333,12,13.333333333333332
290,1,7,2207956.73333333,12,13.333333333333332
290,2,2,2208706.73333333,17,18.88888888888889
291,1,1,2215156.63333333,14,15.555555555555555
291,2,4,2215906.6,17,18.88888888888889
292,1,6,2220023.2,12,13.333333333333332
292,2,7,2220773.2,13,14.444444444444445
293,1,7,2230139.7,15,16.666666666666668
293,2,4,2230889.66666667,11,12.222222222222221
294,1,5,2239139.53333333,16,17.77777777777778
294,2,1,2239889.53333333,15,16.666666666666668
295,1,2,2243689.46666667,21,23.333333333333332
295,2,8,2244439.46666667,13,14.444444444444445
296,1,6,2250156.0,12,13.333333333333332
297,1,4,2254472.6,6,6.666666666666666
297,2,5,2255222.6,15,16.666666666666668
298,1,4,2261772.5,14,15.555555555555555
298,2,2,2262522.46666667,13,14.444444444444445
