subject,neuron,region_raw,region,fr_accuracy,permutation_p,n_perm_equal_or_better,coding,valid,invalid_reason
YFM,78,hpc,HPC,0.08771929824561403,0.8159203980099502,163.0,False,True,
YFM,79,hpc,HPC,0.13157894736842105,0.30845771144278605,61.0,False,True,
YFM,80,hpc,HPC,0.13157894736842105,0.24875621890547264,49.0,False,True,
YFM,81,hpc,HPC,0.12280701754385964,0.29850746268656714,59.0,False,True,
YFM,82,ent,ENT,0.07017543859649122,0.8706467661691543,174.0,False,True,
YFM,83,ent,ENT,0.13157894736842105,0.11940298507462686,23.0,False,True,
YFM,84,ent,ENT,0.07017543859649122,0.900497512437811,180.0,False,True,
YFM,85,ent,ENT,0.10526315789473684,0.4427860696517413,88.0,False,True,
YFM,86,ent,ENT,0.06140350877192982,0.945273631840796,189.0,False,True,
YFM,87,ent,ENT,0.13157894736842105,0.20398009950248755,40.0,False,True,
YFM,88,ent,ENT,0.08771929824561403,0.7761194029850746,155.0,False,True,
YFM,89,ent,ENT,0.07017543859649122,0.8855721393034826,177.0,False,True,
YFM,90,ent,ENT,0.09649122807017543,0.6716417910447762,134.0,False,True,
YFM,91,ent,ENT,0.14912280701754385,0.05970149253731343,11.0,False,True,
YFM,92,ent,ENT,0.10526315789473684,0.4975124378109453,99.0,False,True,
YFM,93,ent,ENT,0.09649122807017543,0.6019900497512438,120.0,False,True,
YFP,29,hpc,HPC,0.08860759493670886,0.7263681592039801,145.0,False,True,
YFP,30,hpc,HPC,0.11392405063291139,0.38308457711442784,76.0,False,True,
YFP,31,hpc,HPC,0.1518987341772152,0.06965174129353234,13.0,False,True,
YFP,32,hpc,HPC,0.10126582278481013,0.5920398009950248,118.0,False,True,
YFP,33,hpc,HPC,0.08227848101265822,0.8159203980099502,163.0,False,True,
YFP,34,hpc,HPC,0.08227848101265822,0.845771144278607,169.0,False,True,
YFP,35,hpc,HPC,0.12025316455696203,0.3283582089552239,65.0,False,True,
YFP,36,hpc,HPC,0.15822784810126583,0.06467661691542288,12.0,False,True,
YFP,37,hpc,HPC,0.0759493670886076,0.8557213930348259,171.0,False,True,
YFP,38,hpc,HPC,0.16455696202531644,0.024875621890547265,4.0,True,True,
YFP,39,hpc,HPC,0.12658227848101267,0.23880597014925373,47.0,False,True,
YFP,40,hpc,HPC,0.0759493670886076,0.8308457711442786,166.0,False,True,
YFP,41,hpc,HPC,,,,False,False,observed firing-rate decoding returned NaN
YFP,42,hpc,HPC,0.0949367088607595,0.5970149253731343,119.0,False,True,
YFP,43,hpc,HPC,0.06962025316455696,0.9054726368159204,181.0,False,True,
YFP,44,hpc,HPC,0.0949367088607595,0.5771144278606966,115.0,False,True,
YFP,45,hpc,HPC,0.12658227848101267,0.208955223880597,41.0,False,True,
YFP,46,hpc,HPC,0.08860759493670886,0.7014925373134329,140.0,False,True,
YFP,73,hpc,HPC,0.08860759493670886,0.7810945273631841,156.0,False,True,
YFP,74,hpc,HPC,0.10759493670886076,0.5024875621890548,100.0,False,True,
YFP,75,hpc,HPC,0.08227848101265822,0.835820895522388,167.0,False,True,
YFP,76,hpc,HPC,0.08860759493670886,0.7910447761194029,158.0,False,True,
YFP,77,hpc,HPC,0.08860759493670886,0.7860696517412935,157.0,False,True,
YFP,78,hpc,HPC,0.10126582278481013,0.5671641791044776,113.0,False,True,
YFP,79,hpc,HPC,0.15822784810126583,0.04975124378109453,9.0,True,True,
YFP,80,hpc,HPC,0.08227848101265822,0.8308457711442786,166.0,False,True,
YFP,81,hpc,HPC,0.0949367088607595,0.6915422885572139,138.0,False,True,
YFP,82,hpc,HPC,,,,False,False,observed firing-rate decoding returned NaN
YFP,83,hpc,HPC,0.10759493670886076,0.48756218905472637,97.0,False,True,
YFP,84,hpc,HPC,0.06329113924050633,0.9651741293532339,193.0,False,True,
YFP,85,hpc,HPC,0.1518987341772152,0.1044776119402985,20.0,False,True,
YFP,86,hpc,HPC,0.08227848101265822,0.7810945273631841,156.0,False,True,
YFP,87,hpc,HPC,0.12025316455696203,0.39303482587064675,78.0,False,True,
YFP,88,hpc,HPC,0.08860759493670886,0.7263681592039801,145.0,False,True,
YFP,89,hpc,HPC,0.06329113924050633,0.9701492537313433,194.0,False,True,
YFP,90,hpc,HPC,0.12025316455696203,0.39800995024875624,79.0,False,True,
YFP,91,hpc,HPC,0.05063291139240506,0.9850746268656716,197.0,False,True,
YFP,92,hpc,HPC,0.10759493670886076,0.4975124378109453,99.0,False,True,
YFP,93,hpc,HPC,0.15822784810126583,0.03482587064676617,6.0,True,True,
YFP,94,hpc,HPC,0.11392405063291139,0.39800995024875624,79.0,False,True,
YFP,95,hpc,HPC,0.12025316455696203,0.34328358208955223,68.0,False,True,
YFP,96,hpc,HPC,0.13291139240506328,0.21890547263681592,43.0,False,True,
YFP,97,hpc,HPC,0.11392405063291139,0.43283582089552236,86.0,False,True,
YFR,0,hpc,HPC,0.13157894736842105,0.21393034825870647,42.0,False,True,
YFR,1,hpc,HPC,0.12030075187969924,0.32338308457711445,64.0,False,True,
YFR,2,hpc,HPC,0.10902255639097744,0.8407960199004975,168.0,False,True,
YFR,3,hpc,HPC,0.10526315789473684,0.6218905472636815,124.0,False,True,
YFR,4,hpc,HPC,0.12030075187969924,0.3333333333333333,66.0,False,True,
YFR,5,hpc,HPC,0.12781954887218044,0.2537313432835821,50.0,False,True,
YFR,6,hpc,HPC,0.09398496240601503,0.7611940298507462,152.0,False,True,
YFR,7,hpc,HPC,0.08646616541353383,0.845771144278607,169.0,False,True,
YFR,8,hpc,HPC,0.11654135338345864,0.472636815920398,94.0,False,True,
YFR,9,hpc,HPC,0.09022556390977443,0.7910447761194029,158.0,False,True,
YFR,10,hpc,HPC,0.11278195488721804,0.47761194029850745,95.0,False,True,
YFR,11,hpc,HPC,0.07142857142857142,0.9701492537313433,194.0,False,True,
YFR,12,hpc,HPC,0.08646616541353383,0.9054726368159204,181.0,False,True,
YFR,13,hpc,HPC,0.10526315789473684,0.5671641791044776,113.0,False,True,
YFR,14,hpc,HPC,,,,False,False,observed firing-rate decoding returned NaN
YFR,15,hpc,HPC,0.07894736842105263,0.945273631840796,189.0,False,True,
YFR,16,hpc,HPC,0.09774436090225563,0.736318407960199,147.0,False,True,
YFR,17,hpc,HPC,0.13157894736842105,0.10945273631840796,21.0,False,True,
YFR,18,hpc,HPC,0.09774436090225563,0.6417910447761194,128.0,False,True,
YFR,19,hpc,HPC,0.16541353383458646,0.01990049751243781,3.0,True,True,
YFR,20,hpc,HPC,0.14661654135338345,0.04477611940298507,8.0,True,True,
YFR,21,hpc,HPC,0.11278195488721804,0.44776119402985076,89.0,False,True,
YFR,22,hpc,HPC,0.13909774436090225,0.12935323383084577,25.0,False,True,
