subject,neuron,region_raw,region,fr_accuracy,permutation_p,n_perm_equal_or_better,coding,valid,invalid_reason
YFR,23,hpc,HPC,0.11654135338345864,0.3880597014925373,77.0,False,True,
YFR,24,amy,AMY,0.09022556390977443,0.8407960199004975,168.0,False,True,
YFR,25,amy,AMY,0.09774436090225563,0.7910447761194029,158.0,False,True,
YFR,26,amy,AMY,0.09022556390977443,0.8258706467661692,165.0,False,True,
YFR,27,amy,AMY,0.08646616541353383,0.835820895522388,167.0,False,True,
YFR,28,amy,AMY,0.10526315789473684,0.6019900497512438,120.0,False,True,
YFR,29,amy,AMY,0.10526315789473684,0.5223880597014925,104.0,False,True,
YFR,30,amy,AMY,0.12781954887218044,0.24875621890547264,49.0,False,True,
YFR,31,amy,AMY,0.14661654135338345,0.05970149253731343,11.0,False,True,
YFR,32,amy,AMY,0.11654135338345864,0.39303482587064675,78.0,False,True,
YFR,33,amy,AMY,0.10902255639097744,0.4527363184079602,90.0,False,True,
YFR,34,amy,AMY,0.07894736842105263,0.900497512437811,180.0,False,True,
YFR,35,amy,AMY,0.14285714285714285,0.0945273631840796,18.0,False,True,
YFR,36,amy,AMY,0.11654135338345864,0.38308457711442784,76.0,False,True,
YFR,37,amy,AMY,0.11654135338345864,0.3781094527363184,75.0,False,True,
YFR,38,amy,AMY,0.08646616541353383,0.8905472636815921,178.0,False,True,
YFR,39,amy,AMY,0.09398496240601503,0.7810945273631841,156.0,False,True,
YFR,45,amy,AMY,0.10526315789473684,0.582089552238806,116.0,False,True,
YFR,46,amy,AMY,0.13533834586466165,0.1044776119402985,20.0,False,True,
YFR,47,amy,AMY,0.08646616541353383,0.8706467661691543,174.0,False,True,
YFR,48,amy,AMY,0.11654135338345864,0.43283582089552236,86.0,False,True,
YFR,49,amy,AMY,0.12781954887218044,0.24378109452736318,48.0,False,True,
YFR,50,amy,AMY,0.07894736842105263,0.9353233830845771,187.0,False,True,
YFR,51,amy,AMY,0.07142857142857142,0.9800995024875622,196.0,False,True,
YFR,52,amy,AMY,0.11278195488721804,0.46766169154228854,93.0,False,True,
YFR,53,hpc,HPC,0.07518796992481203,0.9502487562189055,190.0,False,True,
YFR,54,hpc,HPC,0.06390977443609022,0.9950248756218906,199.0,False,True,
YFR,55,hpc,HPC,0.11278195488721804,0.4527363184079602,90.0,False,True,
YFR,56,hpc,HPC,0.10526315789473684,0.6019900497512438,120.0,False,True,
YFR,57,hpc,HPC,0.12406015037593984,0.26865671641791045,53.0,False,True,
YFR,58,hpc,HPC,0.10150375939849623,0.7014925373134329,140.0,False,True,
YFR,59,hpc,HPC,0.07142857142857142,0.9601990049751243,192.0,False,True,
YFR,60,hpc,HPC,0.12406015037593984,0.2835820895522388,56.0,False,True,
YFR,61,hpc,HPC,0.14285714285714285,0.0845771144278607,16.0,False,True,
YFR,62,hpc,HPC,0.11654135338345864,0.35323383084577115,70.0,False,True,
YFR,63,hpc,HPC,0.06766917293233082,0.9651741293532339,193.0,False,True,
YFR,64,hpc,HPC,0.10902255639097744,0.572139303482587,114.0,False,True,
YFR,65,hpc,HPC,0.10526315789473684,0.582089552238806,116.0,False,True,
YFR,66,hpc,HPC,0.09398496240601503,0.7761194029850746,155.0,False,True,
YFR,67,hpc,HPC,0.13909774436090225,0.14427860696517414,28.0,False,True,
YFR,68,hpc,HPC,0.06766917293233082,0.9850746268656716,197.0,False,True,
YFR,69,hpc,HPC,0.07894736842105263,0.945273631840796,189.0,False,True,
YFS,26,amy,AMY,0.11363636363636363,0.4975124378109453,99.0,False,True,
YFS,27,amy,AMY,0.06818181818181818,0.9701492537313433,194.0,False,True,
YFS,28,amy,AMY,0.0946969696969697,0.7761194029850746,155.0,False,True,
YFS,29,amy,AMY,0.11742424242424243,0.6218905472636815,124.0,False,True,
YFS,30,amy,AMY,0.10606060606060606,0.6268656716417911,125.0,False,True,
YFS,31,amy,AMY,0.0946969696969697,0.7661691542288557,153.0,False,True,
YFS,32,amy,AMY,0.12878787878787878,0.208955223880597,41.0,False,True,
YFS,33,amy,AMY,0.14015151515151514,0.04975124378109453,9.0,True,True,
YFS,34,amy,AMY,0.15151515151515152,0.04477611940298507,8.0,True,True,
YFS,35,amy,AMY,0.05303030303030303,0.9950248756218906,199.0,False,True,
YFS,36,amy,AMY,0.14393939393939395,0.07960199004975124,15.0,False,True,
YFS,37,hpc,HPC,0.13257575757575757,0.19900497512437812,39.0,False,True,
YFS,38,hpc,HPC,0.09848484848484848,0.736318407960199,147.0,False,True,
YFS,39,hpc,HPC,0.0946969696969697,0.7810945273631841,156.0,False,True,
YFS,40,hpc,HPC,0.0946969696969697,0.7313432835820896,146.0,False,True,
YFS,41,hpc,HPC,0.08333333333333333,0.9601990049751243,192.0,False,True,
YFS,42,hpc,HPC,0.07196969696969698,0.9552238805970149,191.0,False,True,
YFS,43,hpc,HPC,0.10606060606060606,0.5621890547263682,112.0,False,True,
YFS,44,hpc,HPC,0.11742424242424243,0.43781094527363185,87.0,False,True,
YFS,45,hpc,HPC,0.10227272727272728,0.6268656716417911,125.0,False,True,
YFS,46,hpc,HPC,0.09848484848484848,0.7263681592039801,145.0,False,True,
YFS,47,hpc,HPC,0.12121212121212122,,,False,False,25 permutation accuracies were NaN
YFS,48,hpc,HPC,0.13636363636363635,0.12935323383084577,25.0,False,True,
YFS,49,hpc,HPC,0.13636363636363635,0.11940298507462686,23.0,False,True,
YFS,50,hpc,HPC,0.12878787878787878,0.24378109452736318,48.0,False,True,
YFS,51,hpc,HPC,0.12878787878787878,0.23383084577114427,46.0,False,True,
YFS,52,hpc,HPC,0.09090909090909091,0.8407960199004975,168.0,False,True,
YFS,53,hpc,HPC,0.14015151515151514,0.09950248756218906,19.0,False,True,
YFS,54,hpc,HPC,0.10984848484848485,0.4975124378109453,99.0,False,True,
YFS,55,hpc,HPC,0.12121212121212122,0.3283582089552239,65.0,False,True,
YFS,56,hpc,HPC,0.09848484848484848,0.7114427860696517,142.0,False,True,
YFS,57,hpc,HPC,0.12121212121212122,0.263681592039801,52.0,False,True,
YFS,58,hpc,HPC,0.14015151515151514,0.0945273631840796,18.0,False,True,
YFS,59,hpc,HPC,0.07954545454545454,0.9552238805970149,191.0,False,True,
YFS,60,hpc,HPC,0.09848484848484848,0.7512437810945274,150.0,False,True,
YFS,61,hpc,HPC,0.125,0.30845771144278605,61.0,False,True,
YFS,62,hpc,HPC,0.10984848484848485,0.582089552238806,116.0,False,True,
YFS,74,hpc,HPC,0.06818181818181818,0.9800995024875622,196.0,False,True,
YFS,75,hpc,HPC,0.12878787878787878,0.1691542288557214,33.0,False,True,
YFS,76,hpc,HPC,0.11742424242424243,0.40298507462686567,80.0,False,True,
YFS,77,hpc,HPC,0.0946969696969697,0.7910447761194029,158.0,False,True,
YFS,78,hpc,HPC,0.10606060606060606,0.6417910447761194,128.0,False,True,
YFS,79,hpc,HPC,0.10227272727272728,0.6417910447761194,128.0,False,True,
YFS,80,hpc,HPC,0.125,0.263681592039801,52.0,False,True,
YFS,81,hpc,HPC,0.10984848484848485,0.6069651741293532,121.0,False,True,
YFS,82,hpc,HPC,0.10984848484848485,0.5621890547263682,112.0,False,True,
YFS,83,hpc,HPC,0.09848484848484848,0.7562189054726368,151.0,False,True,
YFS,84,hpc,HPC,0.09090909090909091,0.835820895522388,167.0,False,True,
YFS,85,amy,AMY,0.10227272727272728,0.7164179104477612,143.0,False,True,
YFS,86,amy,AMY,0.125,0.31840796019900497,63.0,False,True,
YFS,87,amy,AMY,0.07575757575757576,0.945273631840796,189.0,False,True,
YFS,88,amy,AMY,0.08712121212121213,0.8756218905472637,175.0,False,True,
YFS,89,amy,AMY,0.08333333333333333,0.9402985074626866,188.0,False,True,
YFS,90,amy,AMY,0.10606060606060606,0.6368159203980099,127.0,False,True,
YFS,91,amy,AMY,0.0946969696969697,0.8656716417910447,173.0,False,True,
YFS,92,amy,AMY,0.125,0.208955223880597,41.0,False,True,
YFS,93,amy,AMY,0.11742424242424243,0.4079601990049751,81.0,False,True,
YFS,94,amy,AMY,0.13636363636363635,0.19900497512437812,39.0,False,True,
YFS,95,amy,AMY,0.09090909090909091,0.8159203980099502,163.0,False,True,
YFT,9,ent,ENT,0.1090146750524109,0.572139303482587,114.0,False,True,
YFT,10,ent,ENT,0.1069182389937107,0.5373134328358209,107.0,False,True,
YFT,11,ent,ENT,0.1111111111111111,0.48258706467661694,96.0,False,True,
YFT,12,ent,ENT,0.1509433962264151,0.014925373134328358,2.0,True,True,
YFT,13,ent,ENT,0.11530398322851153,0.3880597014925373,77.0,False,True,
YFT,14,ent,ENT,0.1090146750524109,0.5124378109452736,102.0,False,True,
YFT,15,ent,ENT,0.12368972746331237,0.21393034825870647,42.0,False,True,
YFT,16,ent,ENT,0.11320754716981132,0.44776119402985076,89.0,False,True,
YFT,17,hpc,HPC,0.14675052410901468,0.024875621890547265,4.0,True,True,
YFT,18,hpc,HPC,0.12159329140461216,0.22885572139303484,45.0,False,True,
YFT,19,hpc,HPC,0.11530398322851153,0.3333333333333333,66.0,False,True,
YFT,20,hpc,HPC,0.09433962264150944,0.9552238805970149,191.0,False,True,
YFT,21,hpc,HPC,0.129979035639413,0.21890547263681592,43.0,False,True,
YFT,22,hpc,HPC,0.11530398322851153,0.3383084577114428,67.0,False,True,
YFT,23,hpc,HPC,0.09853249475890985,0.8955223880597015,179.0,False,True,
YFT,24,hpc,HPC,0.13836477987421383,0.04477611940298507,8.0,True,True,
YFT,25,hpc,HPC,0.11530398322851153,0.38308457711442784,76.0,False,True,
YFT,26,hpc,HPC,0.09853249475890985,0.9203980099502488,184.0,False,True,
YFT,27,hpc,HPC,0.11530398322851153,0.3681592039800995,73.0,False,True,
YFT,28,hpc,HPC,0.09433962264150944,0.9054726368159204,181.0,False,True,
YFT,29,hpc,HPC,0.12159329140461216,0.23383084577114427,46.0,False,True,
YFT,30,hpc,HPC,0.10272536687631027,0.7711442786069652,154.0,False,True,
YFT,31,hpc,HPC,0.10062893081761007,0.7661691542288557,153.0,False,True,
YFT,32,amy,AMY,0.13626834381551362,0.06965174129353234,13.0,False,True,
YFT,33,amy,AMY,0.1278825995807128,0.15920398009950248,31.0,False,True,
YFT,34,amy,AMY,0.1069182389937107,0.5771144278606966,115.0,False,True,
YFT,35,amy,AMY,0.129979035639413,0.11940298507462686,23.0,False,True,
YFT,36,amy,AMY,0.11320754716981132,0.48756218905472637,97.0,False,True,
YFT,37,amy,AMY,0.11530398322851153,0.43283582089552236,86.0,False,True,
YFT,38,amy,AMY,0.10482180293501048,0.6865671641791045,137.0,False,True,
YFT,39,amy,AMY,0.14465408805031446,0.024875621890547265,4.0,True,True,
YFT,40,hpc,HPC,0.10062893081761007,0.7263681592039801,145.0,False,True,
YFT,41,hpc,HPC,0.10272536687631027,0.6218905472636815,124.0,False,True,
YFT,42,hpc,HPC,0.1320754716981132,0.11442786069651742,22.0,False,True,
YFT,43,hpc,HPC,0.11530398322851153,0.4228855721393035,84.0,False,True,
YFT,44,hpc,HPC,0.09643605870020965,0.8059701492537313,161.0,False,True,
YFT,45,hpc,HPC,0.11530398322851153,0.46766169154228854,93.0,False,True,
YFT,46,hpc,HPC,0.129979035639413,0.11442786069651742,22.0,False,True,
YFT,47,hpc,HPC,0.12368972746331237,0.16417910447761194,32.0,False,True,
YFT,48,hpc,HPC,0.09224318658280922,0.9104477611940298,182.0,False,True,
YFT,49,hpc,HPC,0.12159329140461216,0.30845771144278605,61.0,False,True,
YFT,50,hpc,HPC,0.14046121593291405,0.029850746268656716,5.0,True,True,
YFT,51,hpc,HPC,0.12368972746331237,0.263681592039801,52.0,False,True,
YFT,69,ent,ENT,0.1090146750524109,0.5970149253731343,119.0,False,True,
YFT,70,ent,ENT,0.07337526205450734,0.9950248756218906,199.0,False,True,
YFT,71,ent,ENT,0.11740041928721175,0.3681592039800995,73.0,False,True,
YFT,72,ent,ENT,0.10062893081761007,0.7562189054726368,151.0,False,True,
YFT,73,ent,ENT,0.07966457023060797,0.9800995024875622,196.0,False,True,
YFT,74,ent,ENT,0.11949685534591195,0.3283582089552239,65.0,False,True,
YFT,75,ent,ENT,0.11740041928721175,0.35323383084577115,70.0,False,True,
YFT,76,ent,ENT,0.09643605870020965,0.8507462686567164,170.0,False,True,
YFT,77,ent,ENT,0.11530398322851153,0.36318407960199006,72.0,False,True,
YFU,0,amy,AMY,0.11538461538461539,0.4079601990049751,81.0,False,True,
YFU,1,amy,AMY,0.10323886639676114,0.6716417910447762,134.0,False,True,
YFU,2,amy,AMY,0.08704453441295547,0.945273631840796,189.0,False,True,
YFU,3,amy,AMY,0.09919028340080972,0.7114427860696517,142.0,False,True,
YFU,4,amy,AMY,0.10728744939271255,0.572139303482587,114.0,False,True,
YFU,5,amy,AMY,0.10728744939271255,0.6019900497512438,120.0,False,True,
YFU,6,amy,AMY,0.08704453441295547,0.9303482587064676,186.0,False,True,
YFU,7,amy,AMY,0.1214574898785425,0.2885572139303483,57.0,False,True,
YFU,8,amy,AMY,0.07894736842105263,0.9850746268656716,197.0,False,True,
YFU,9,amy,AMY,0.08906882591093117,0.9253731343283582,185.0,False,True,
YFU,10,amy,AMY,0.09109311740890688,0.8756218905472637,175.0,False,True,
YFU,11,amy,AMY,0.07692307692307693,0.9900497512437811,198.0,False,True,
YFU,20,hpc,HPC,0.13157894736842105,0.11940298507462686,23.0,False,True,
YFU,21,hpc,HPC,0.13765182186234817,0.04477611940298507,8.0,True,True,
YFU,22,hpc,HPC,0.12955465587044535,0.1044776119402985,20.0,False,True,
YFU,23,hpc,HPC,0.09919028340080972,0.7412935323383084,148.0,False,True,
YFU,24,hpc,HPC,0.09919028340080972,0.7611940298507462,152.0,False,True,
YFU,25,hpc,HPC,0.08502024291497975,0.9402985074626866,188.0,False,True,
YFU,26,hpc,HPC,0.08502024291497975,0.9502487562189055,190.0,False,True,
YFU,27,hpc,HPC,0.10728744939271255,0.5422885572139303,108.0,False,True,
YFU,28,hpc,HPC,0.12348178137651822,0.24875621890547264,49.0,False,True,
YFU,29,hpc,HPC,0.11538461538461539,0.38308457711442784,76.0,False,True,
YFU,30,hpc,HPC,0.15789473684210525,0.01990049751243781,3.0,True,True,
YFU,31,hpc,HPC,0.11740890688259109,0.32338308457711445,64.0,False,True,
YFU,32,hpc,HPC,0.10931174089068826,0.5323383084577115,106.0,False,True,
YFU,33,hpc,HPC,0.12550607287449392,0.17412935323383086,34.0,False,True,
YFU,34,hpc,HPC,0.1194331983805668,0.3383084577114428,67.0,False,True,
YFU,35,hpc,HPC,0.10323886639676114,0.6965174129353234,139.0,False,True,
YFU,36,hpc,HPC,0.11740890688259109,0.34328358208955223,68.0,False,True,
YFU,37,hpc,HPC,0.11336032388663968,0.42786069651741293,85.0,False,True,
YFU,38,hpc,HPC,0.1396761133603239,0.04975124378109453,9.0,True,True,
YFU,39,hpc,HPC,0.1396761133603239,0.0945273631840796,18.0,False,True,
YFU,40,hpc,HPC,0.10323886639676114,0.6915422885572139,138.0,False,True,
YFU,41,hpc,HPC,0.09716599190283401,0.7562189054726368,151.0,False,True,
YFU,42,hpc,HPC,0.0951417004048583,0.845771144278607,169.0,False,True,
YFU,43,amy,AMY,0.11740890688259109,0.31343283582089554,62.0,False,True,
YFU,44,amy,AMY,0.09109311740890688,0.9154228855721394,183.0,False,True,
YFU,45,amy,AMY,0.10121457489878542,0.7114427860696517,142.0,False,True,
YFU,46,amy,AMY,0.09109311740890688,0.8905472636815921,178.0,False,True,
YFU,47,amy,AMY,0.12955465587044535,0.13432835820895522,26.0,False,True,
YFU,48,amy,AMY,0.15384615384615385,0.009950248756218905,1.0,True,True,
YFU,49,amy,AMY,0.12753036437246965,0.14925373134328357,29.0,False,True,
YFU,50,amy,AMY,0.10323886639676114,0.736318407960199,147.0,False,True,
YFU,51,amy,AMY,0.10323886639676114,0.6169154228855721,123.0,False,True,
YFU,52,amy,AMY,0.11538461538461539,0.38308457711442784,76.0,False,True,
YFU,53,amy,AMY,0.12753036437246965,0.25870646766169153,51.0,False,True,
YFU,54,hpc,HPC,0.09109311740890688,0.8905472636815921,178.0,False,True,
YFU,55,hpc,HPC,0.08097165991902834,0.9850746268656716,197.0,False,True,
YFU,56,hpc,HPC,0.11740890688259109,0.31343283582089554,62.0,False,True,
YFU,57,hpc,HPC,0.11336032388663968,0.42786069651741293,85.0,False,True,
YFU,58,hpc,HPC,0.10121457489878542,0.6965174129353234,139.0,False,True,
YFU,59,hpc,HPC,0.10323886639676114,0.6517412935323383,130.0,False,True,
YFU,60,hpc,HPC,0.1194331983805668,0.2935323383084577,58.0,False,True,
YFU,61,hpc,HPC,0.11133603238866396,0.4925373134328358,98.0,False,True,
YFU,62,hpc,HPC,0.145748987854251,0.024875621890547265,4.0,True,True,
YFU,63,hpc,HPC,0.0951417004048583,0.8258706467661692,165.0,False,True,
YFU,64,hpc,HPC,0.11133603238866396,0.42786069651741293,85.0,False,True,
YFU,65,hpc,HPC,0.11538461538461539,0.31840796019900497,63.0,False,True,
YFU,66,hpc,HPC,0.13562753036437247,0.09950248756218906,19.0,False,True,
YFU,67,hpc,HPC,0.0931174089068826,0.8805970149253731,176.0,False,True,
YFU,68,hpc,HPC,0.10728744939271255,0.6019900497512438,120.0,False,True,
YFU,69,hpc,HPC,0.09716599190283401,0.7263681592039801,145.0,False,True,
