subject,neuron,region_raw,region,n_trials,n_presentations,best_bin_ms,best_gamma,temporal_accuracy,permutation_p,n_perm_equal_or_better,coding,valid,invalid_reason,raw_significant,fdr_q,fdr_significant
YFL,83,ent,ENT,100,114,225.0,0.5,0.1578947368421052,0.0597014925373134,11.0,False,True,,False,0.18558635394456277,False
YFL,84,ent,ENT,100,114,75.0,0.5,0.1491228070175438,0.1990049751243781,39.0,False,True,,False,0.32316031781391547,False
YFL,85,ent,ENT,100,114,300.0,0.8,0.1578947368421052,0.0746268656716417,14.0,False,True,,False,0.20400510012750295,False
YFL,86,ent,ENT,100,114,100.0,0.2,0.1578947368421052,0.154228855721393,30.0,False,True,,False,0.28060367061015984,False
YFL,87,ent,ENT,100,114,90.0,0.2,0.1578947368421052,0.1243781094527363,24.0,False,True,,False,0.254367261437175,False
YFL,88,ent,ENT,100,114,75.0,0.2,0.1403508771929824,0.1741293532338308,34.0,False,True,,False,0.29976698784558214,False
YFL,89,ent,ENT,100,114,180.0,0.2,0.1228070175438596,0.4228855721393035,84.0,False,True,,False,0.4884283465897688,False
YFL,90,ent,ENT,100,114,60.0,0.2,0.175438596491228,0.0597014925373134,11.0,False,True,,False,0.18558635394456277,False
YFL,91,ent,ENT,100,114,450.0,0.8,0.1403508771929824,0.1641791044776119,32.0,False,True,,False,0.28997867803837946,False
YFL,92,ent,ENT,100,114,100.0,0.5,0.2105263157894736,0.0099502487562189,1.0,True,True,,True,0.11516883666772515,False
YFL,93,ent,ENT,100,114,60.0,0.2,0.175438596491228,0.0547263681592039,10.0,False,True,,False,0.18043117744610257,False
YFM,15,hpc,HPC,100,114,75.0,0.2,0.1666666666666666,0.0746268656716417,14.0,False,True,,False,0.20400510012750295,False
YFM,16,hpc,HPC,100,114,100.0,0.2,0.2105263157894736,0.0149253731343283,2.0,True,True,,True,0.12686567164179055,False
YFM,17,hpc,HPC,100,114,75.0,0.2,0.1929824561403508,0.0298507462686567,5.0,True,True,,True,0.13646055437100205,False
YFM,18,hpc,HPC,100,114,180.0,0.2,0.1403508771929824,0.1293532338308457,25.0,False,True,,False,0.2615916699032716,False
YFM,19,hpc,HPC,100,114,75.0,0.8,0.175438596491228,0.0796019900497512,15.0,False,True,,False,0.21021108051973134,False
YFM,20,hpc,HPC,100,114,60.0,0.2,0.1666666666666666,0.0746268656716417,14.0,False,True,,False,0.20400510012750295,False
YFM,21,hpc,HPC,100,114,100.0,0.2,0.1491228070175438,0.1442786069651741,28.0,False,True,,False,0.2706467661691542,False
YFM,22,hpc,HPC,100,114,90.0,0.2,0.1052631578947368,0.5422885572139303,108.0,False,True,,False,0.5876593129967691,False
YFM,23,hpc,HPC,100,114,300.0,0.2,0.1403508771929824,0.1442786069651741,28.0,False,True,,False,0.2706467661691542,False
YFM,24,hpc,HPC,100,114,100.0,0.2,0.1052631578947368,0.5621890547263682,112.0,False,True,,False,0.6044087861089807,False
YFM,25,hpc,HPC,100,114,75.0,0.8,0.1578947368421052,0.1442786069651741,28.0,False,True,,False,0.2706467661691542,False
YFM,33,ent,ENT,100,114,180.0,0.5,0.1929824561403508,0.0049751243781094,0.0,True,True,,True,0.10825870646766053,False
YFM,34,ent,ENT,100,114,90.0,0.8,0.1228070175438596,0.3432835820895522,68.0,False,True,,False,0.4283171299465972,False
YFM,35,ent,ENT,100,114,150.0,0.8,0.175438596491228,0.0398009950248756,7.0,True,True,,True,0.15141077827644983,False
YFM,36,ent,ENT,100,114,60.0,0.2,0.2017543859649122,0.0099502487562189,1.0,True,True,,True,0.11516883666772515,False
YFM,37,ent,ENT,100,114,450.0,0.2,0.1228070175438596,0.3781094527363184,75.0,False,True,,False,0.4540652147650269,False
YFM,38,ent,ENT,100,114,225.0,0.5,0.2105263157894736,0.0049751243781094,0.0,True,True,,True,0.10825870646766053,False
YFM,39,ent,ENT,100,114,60.0,0.5,0.1140350877192982,0.582089552238806,116.0,False,True,,False,0.6184701492537313,False
YFM,40,ent,ENT,100,114,100.0,0.2,0.219298245614035,0.0099502487562189,1.0,True,True,,True,0.11516883666772515,False
YFM,41,ent,ENT,100,114,90.0,0.8,0.1403508771929824,0.2487562189054726,49.0,False,True,,False,0.356114166012045,False
YFM,42,ent,ENT,100,114,90.0,0.2,0.1842105263157894,0.0348258706467661,6.0,True,True,,True,0.14244566640481773,False
YFM,43,ent,ENT,100,114,100.0,0.2,0.1929824561403508,0.0348258706467661,6.0,True,True,,True,0.14244566640481773,False
YFM,44,ent,ENT,100,114,180.0,0.2,0.131578947368421,0.308457711442786,61.0,False,True,,False,0.4033677765021048,False
YFM,45,ent,ENT,100,114,60.0,0.2,0.131578947368421,0.373134328358209,74.0,False,True,,False,0.4500777707912764,False
YFM,46,ent,ENT,100,114,300.0,0.8,0.0964912280701754,0.4577114427860697,91.0,False,True,,False,0.5187396351575456,False
YFM,47,ent,ENT,100,114,100.0,0.2,0.1491228070175438,0.1990049751243781,39.0,False,True,,False,0.32316031781391547,False
YFM,48,ent,ENT,100,114,225.0,0.5,0.2017543859649122,0.0149253731343283,2.0,True,True,,True,0.12686567164179055,False
YFM,49,ent,ENT,100,114,90.0,0.8,0.1228070175438596,0.4029850746268656,80.0,False,True,,False,0.47553987114319934,False
YFM,61,hpc,HPC,100,114,100.0,0.5,0.1491228070175438,0.1393034825870646,27.0,False,True,,False,0.2687272855580253,False
YFM,62,hpc,HPC,100,114,90.0,0.2,0.1491228070175438,0.1641791044776119,32.0,False,True,,False,0.28997867803837946,False
YFM,63,hpc,HPC,100,114,,,,,,False,False,all parameter combinations returned NaN,False,,False
YFM,64,hpc,HPC,100,114,150.0,0.2,0.2280701754385964,0.0049751243781094,0.0,True,True,,True,0.10825870646766053,False
YFM,65,hpc,HPC,100,114,100.0,0.2,0.2017543859649122,0.0149253731343283,2.0,True,True,,True,0.12686567164179055,False
YFM,66,hpc,HPC,100,114,150.0,0.8,0.1491228070175438,0.154228855721393,30.0,False,True,,False,0.28060367061015984,False
YFM,67,hpc,HPC,100,114,300.0,0.2,0.0964912280701754,0.5373134328358209,107.0,False,True,,False,0.585768552029432,False
YFM,68,hpc,HPC,100,114,450.0,0.2,0.1228070175438596,0.2885572139303483,57.0,False,True,,False,0.3885522880646274,False
YFM,69,hpc,HPC,100,114,75.0,0.2,0.0964912280701754,0.6865671641791045,137.0,False,True,,False,0.7087144920558498,False
YFM,70,hpc,HPC,100,114,60.0,0.8,0.1578947368421052,0.0845771144278607,16.0,False,True,,False,0.21399976859886616,False
YFM,71,hpc,HPC,100,114,450.0,0.8,0.0789473684210526,0.582089552238806,116.0,False,True,,False,0.6184701492537313,False
YFM,72,hpc,HPC,100,114,75.0,0.2,0.1140350877192982,0.5223880597014925,104.0,False,True,,False,0.5740992009648725,False
YFM,73,hpc,HPC,100,114,100.0,0.2,0.175438596491228,0.0696517412935323,13.0,False,True,,False,0.19942393296674513,False
YFM,74,hpc,HPC,100,114,150.0,0.2,0.1929824561403508,0.0149253731343283,2.0,True,True,,True,0.12686567164179055,False
YFM,75,hpc,HPC,100,114,,,,,,False,False,all parameter combinations returned NaN,False,,False
YFM,76,hpc,HPC,100,114,60.0,0.2,0.1666666666666666,,,False,False,13 permutation accuracies were NaN,False,,False
YFM,77,hpc,HPC,100,114,60.0,0.2,0.087719298245614,0.8507462686567164,170.0,False,True,,False,0.8602341452588359,False
YFM,78,hpc,HPC,100,114,90.0,0.2,0.1578947368421052,0.1094527363184079,21.0,False,True,,False,0.24204182340330854,False
YFM,79,hpc,HPC,100,114,100.0,0.2,0.1403508771929824,0.2238805970149253,44.0,False,True,,False,0.3459972862957936,False
YFM,80,hpc,HPC,100,114,75.0,0.8,0.1929824561403508,0.0149253731343283,2.0,True,True,,True,0.12686567164179055,False
YFM,81,hpc,HPC,100,114,60.0,0.2,0.1578947368421052,0.1094527363184079,21.0,False,True,,False,0.24204182340330854,False
YFM,82,ent,ENT,100,114,60.0,0.2,0.0964912280701754,0.7213930348258707,144.0,False,True,,False,0.7390542579007037,False
YFM,83,ent,ENT,100,114,60.0,0.8,0.131578947368421,0.1741293532338308,34.0,False,True,,False,0.29976698784558214,False
YFM,84,ent,ENT,100,114,180.0,0.2,0.1578947368421052,0.1343283582089552,26.0,False,True,,False,0.26476314081765084,False
YFM,85,ent,ENT,100,114,75.0,0.8,0.219298245614035,0.0049751243781094,0.0,True,True,,True,0.10825870646766053,False
YFM,86,ent,ENT,100,114,225.0,0.2,0.1491228070175438,0.1044776119402985,20.0,False,True,,False,0.23485876403108424,False
YFM,87,ent,ENT,100,114,75.0,0.5,0.1491228070175438,0.1343283582089552,26.0,False,True,,False,0.26476314081765084,False
YFM,88,ent,ENT,100,114,100.0,0.5,0.1578947368421052,0.1044776119402985,20.0,False,True,,False,0.23485876403108424,False
YFM,89,ent,ENT,100,114,300.0,0.5,0.1228070175438596,0.308457711442786,61.0,False,True,,False,0.4033677765021048,False
YFM,90,ent,ENT,100,114,150.0,0.2,0.1578947368421052,0.0895522388059701,17.0,False,True,,False,0.21845927314102123,False
YFM,91,ent,ENT,100,114,60.0,0.5,0.2017543859649122,0.0149253731343283,2.0,True,True,,True,0.12686567164179055,False
YFM,92,ent,ENT,100,114,180.0,0.5,0.1929824561403508,0.0149253731343283,2.0,True,True,,True,0.12686567164179055,False
YFM,93,ent,ENT,100,114,60.0,0.2,0.1491228070175438,0.2437810945273631,48.0,False,True,,False,0.3517690064267521,False
YFP,29,hpc,HPC,141,158,300.0,0.2,0.1455696202531645,0.1194029850746268,23.0,False,True,,False,0.25373134328358193,False
YFP,30,hpc,HPC,141,158,180.0,0.2,0.1772151898734177,0.0298507462686567,5.0,True,True,,True,0.13646055437100205,False
YFP,31,hpc,HPC,141,158,900.0,0.2,0.1518987341772152,0.0696517412935323,13.0,False,True,,False,0.19942393296674513,False
YFP,32,hpc,HPC,141,158,75.0,0.2,0.1265822784810126,0.3283582089552239,65.0,False,True,,False,0.41637964026023727,False
YFP,33,hpc,HPC,141,158,100.0,0.2,0.1582278481012658,0.0895522388059701,17.0,False,True,,False,0.21845927314102123,False
YFP,34,hpc,HPC,141,158,150.0,0.8,0.170886075949367,0.0298507462686567,5.0,True,True,,True,0.13646055437100205,False
YFP,35,hpc,HPC,141,158,90.0,0.2,0.170886075949367,0.0248756218905472,4.0,True,True,,True,0.13266998341625172,False
YFP,36,hpc,HPC,141,158,900.0,0.2,0.1582278481012658,0.0646766169154228,12.0,False,True,,False,0.19546710889994445,False
YFP,37,hpc,HPC,141,158,75.0,0.2,0.1455696202531645,0.2238805970149253,44.0,False,True,,False,0.3459972862957936,False
YFP,38,hpc,HPC,141,158,900.0,0.2,0.1645569620253164,0.0248756218905472,4.0,True,True,,True,0.13266998341625172,False
YFP,39,hpc,HPC,141,158,75.0,0.8,0.1455696202531645,0.1840796019900497,36.0,False,True,,False,0.31293532338308444,False
YFP,40,hpc,HPC,141,158,180.0,0.2,0.1329113924050632,0.2288557213930348,45.0,False,True,,False,0.3477584146307568,False
YFP,41,hpc,HPC,141,158,,,,,,False,False,all parameter combinations returned NaN,False,,False
YFP,42,hpc,HPC,141,158,75.0,0.2,0.1139240506329113,0.5422885572139303,108.0,False,True,,False,0.5876593129967691,False
YFP,43,hpc,HPC,141,158,150.0,0.8,0.120253164556962,0.3781094527363184,75.0,False,True,,False,0.4540652147650269,False
YFP,44,hpc,HPC,141,158,180.0,0.2,0.1455696202531645,0.1890547263681592,37.0,False,True,,False,0.31644852659778033,False
YFP,45,hpc,HPC,141,158,60.0,0.2,0.1582278481012658,0.1293532338308457,25.0,False,True,,False,0.2615916699032716,False
YFP,46,hpc,HPC,141,158,75.0,0.2,0.1392405063291139,0.2388059701492537,47.0,False,True,,False,0.3517690064267521,False
YFP,73,hpc,HPC,141,158,300.0,0.2,0.2025316455696202,0.0049751243781094,0.0,True,True,,True,0.10825870646766053,False
YFP,74,hpc,HPC,141,158,150.0,0.2,0.1455696202531645,0.0945273631840796,18.0,False,True,,False,0.2245540854678572,False
YFP,75,hpc,HPC,141,158,60.0,0.8,0.1582278481012658,0.0895522388059701,17.0,False,True,,False,0.21845927314102123,False
YFP,76,hpc,HPC,141,158,300.0,0.8,0.120253164556962,0.3283582089552239,65.0,False,True,,False,0.41637964026023727,False
YFP,77,hpc,HPC,141,158,225.0,0.8,0.1265822784810126,0.3482587064676617,69.0,False,True,,False,0.4298863623715872,False
YFP,78,hpc,HPC,141,158,60.0,0.8,0.1455696202531645,0.2288557213930348,45.0,False,True,,False,0.3477584146307568,False
YFP,79,hpc,HPC,141,158,75.0,0.2,0.1835443037974683,0.0049751243781094,0.0,True,True,,True,0.10825870646766053,False
YFP,80,hpc,HPC,141,158,90.0,0.5,0.1265822784810126,0.3283582089552239,65.0,False,True,,False,0.41637964026023727,False
YFP,81,hpc,HPC,141,158,90.0,0.5,0.120253164556962,0.4079601990049751,81.0,False,True,,False,0.47726956614775584,False
YFP,82,hpc,HPC,141,158,,,,,,False,False,all parameter combinations returned NaN,False,,False
YFP,83,hpc,HPC,141,158,450.0,0.8,0.120253164556962,0.3184079601990049,63.0,False,True,,False,0.4094891970408006,False
YFP,84,hpc,HPC,141,158,75.0,0.8,0.1455696202531645,0.1492537313432835,29.0,False,True,,False,0.27617016956036133,False
YFP,85,hpc,HPC,141,158,180.0,0.2,0.1835443037974683,0.0099502487562189,1.0,True,True,,True,0.11516883666772515,False
YFP,86,hpc,HPC,141,158,150.0,0.8,0.1329113924050632,0.1840796019900497,36.0,False,True,,False,0.31293532338308444,False
YFP,87,hpc,HPC,141,158,90.0,0.2,0.1265822784810126,0.3532338308457711,70.0,False,True,,False,0.4298863623715872,False
YFP,88,hpc,HPC,141,158,450.0,0.2,0.1139240506329113,0.4029850746268656,80.0,False,True,,False,0.47553987114319934,False
YFP,89,hpc,HPC,141,158,225.0,0.2,0.1329113924050632,0.1691542288557214,33.0,False,True,,False,0.2939932923243209,False
YFP,90,hpc,HPC,141,158,300.0,0.2,0.189873417721519,0.0099502487562189,1.0,True,True,,True,0.11516883666772515,False
YFP,91,hpc,HPC,141,158,60.0,0.2,0.1392405063291139,0.2039800995024875,40.0,False,True,,False,0.3273308971367351,False
YFP,92,hpc,HPC,141,158,60.0,0.8,0.1645569620253164,0.0497512437810945,9.0,True,True,,True,0.1691542288557213,False
YFP,93,hpc,HPC,141,158,900.0,0.2,0.1582278481012658,0.0348258706467661,6.0,True,True,,True,0.14244566640481773,False
YFP,94,hpc,HPC,141,158,900.0,0.2,0.1139240506329113,0.3980099502487562,79.0,False,True,,False,0.4727454430902257,False
YFP,95,hpc,HPC,141,158,450.0,0.2,0.1329113924050632,0.1940298507462686,38.0,False,True,,False,0.3188889389908463,False
YFP,96,hpc,HPC,141,158,300.0,0.5,0.1518987341772152,0.0895522388059701,17.0,False,True,,False,0.21845927314102123,False
YFP,97,hpc,HPC,141,158,300.0,0.2,0.1518987341772152,0.0597014925373134,11.0,False,True,,False,0.18558635394456277,False
YFR,0,hpc,HPC,160,266,450.0,0.2,0.1353383458646616,0.1492537313432835,29.0,False,True,,False,0.27617016956036133,False
YFR,1,hpc,HPC,160,266,450.0,0.2,0.1616541353383458,0.0199004975124378,3.0,True,True,,True,0.12887941246150195,False
YFR,2,hpc,HPC,160,266,60.0,0.2,0.112781954887218,0.8009950248756219,160.0,False,True,,False,0.8114363008050992,False
YFR,3,hpc,HPC,160,266,900.0,0.2,0.1052631578947368,0.6218905472636815,124.0,False,True,,False,0.653105130717071,False
YFR,4,hpc,HPC,160,266,150.0,0.2,0.131578947368421,0.2338308457711442,46.0,False,True,,False,0.34850405506713006,False
YFR,5,hpc,HPC,160,266,90.0,0.8,0.1578947368421052,0.0248756218905472,4.0,True,True,,True,0.13266998341625172,False
YFR,6,hpc,HPC,160,266,60.0,0.8,0.1353383458646616,0.1741293532338308,34.0,False,True,,False,0.29976698784558214,False
YFR,7,hpc,HPC,160,266,75.0,0.2,0.0902255639097744,0.8009950248756219,160.0,False,True,,False,0.8114363008050992,False
YFR,8,hpc,HPC,160,266,900.0,0.2,0.1165413533834586,0.472636815920398,94.0,False,True,,False,0.529042032635178,False
YFR,9,hpc,HPC,160,266,900.0,0.2,0.0902255639097744,0.7910447761194029,158.0,False,True,,False,0.8043520714186079,False
YFR,10,hpc,HPC,160,266,900.0,0.2,0.112781954887218,0.4776119402985074,95.0,False,True,,False,0.532419867873746,False
YFR,11,hpc,HPC,160,266,75.0,0.2,0.131578947368421,0.1940298507462686,38.0,False,True,,False,0.3188889389908463,False
YFR,12,hpc,HPC,160,266,90.0,0.2,0.1052631578947368,0.5870646766169154,117.0,False,True,,False,0.6213291519058405,False
YFR,13,hpc,HPC,160,266,60.0,0.5,0.1390977443609022,0.1393034825870646,27.0,False,True,,False,0.2687272855580253,False
YFR,14,hpc,HPC,160,266,,,,,,False,False,all parameter combinations returned NaN,False,,False
YFR,15,hpc,HPC,160,266,150.0,0.5,0.1240601503759398,0.2537313432835821,50.0,False,True,,False,0.3603912552121897,False
YFR,16,hpc,HPC,160,266,60.0,0.2,0.1466165413533834,0.1144278606965174,22.0,False,True,,False,0.24800301282432458,False
YFR,17,hpc,HPC,160,266,150.0,0.2,0.1616541353383458,0.0199004975124378,3.0,True,True,,True,0.12887941246150195,False
YFR,18,hpc,HPC,160,266,75.0,0.2,0.1240601503759398,0.3383084577114428,67.0,False,True,,False,0.4250341824365471,False
YFR,19,hpc,HPC,160,266,900.0,0.2,0.1654135338345864,0.0199004975124378,3.0,True,True,,True,0.12887941246150195,False
YFR,20,hpc,HPC,160,266,90.0,0.2,0.169172932330827,0.0099502487562189,1.0,True,True,,True,0.11516883666772515,False
YFR,21,hpc,HPC,160,266,90.0,0.2,0.1654135338345864,0.0149253731343283,2.0,True,True,,True,0.12686567164179055,False
YFR,22,hpc,HPC,160,266,300.0,0.2,0.1729323308270676,0.0049751243781094,0.0,True,True,,True,0.10825870646766053,False
YFR,23,hpc,HPC,160,266,100.0,0.2,0.131578947368421,0.1691542288557214,33.0,False,True,,False,0.2939932923243209,False
YFR,24,amy,AMY,160,266,100.0,0.2,0.0977443609022556,0.6915422885572139,138.0,False,True,,False,0.7124981154831901,False
YFR,25,amy,AMY,160,266,100.0,0.5,0.1466165413533834,0.0796019900497512,15.0,False,True,,False,0.21021108051973134,False
YFR,26,amy,AMY,160,266,100.0,0.2,0.150375939849624,0.0696517412935323,13.0,False,True,,False,0.19942393296674513,False
YFR,27,amy,AMY,160,266,150.0,0.2,0.1804511278195488,0.0049751243781094,0.0,True,True,,True,0.10825870646766053,False
YFR,28,amy,AMY,160,266,100.0,0.5,0.112781954887218,0.4626865671641791,92.0,False,True,,False,0.5222022666749242,False
YFR,29,amy,AMY,160,266,300.0,0.2,0.131578947368421,0.2039800995024875,40.0,False,True,,False,0.3273308971367351,False
YFR,30,amy,AMY,160,266,300.0,0.5,0.1541353383458646,0.0646766169154228,12.0,False,True,,False,0.19546710889994445,False
YFR,31,amy,AMY,160,266,300.0,0.8,0.1654135338345864,0.0298507462686567,5.0,True,True,,True,0.13646055437100205,False
YFR,32,amy,AMY,160,266,300.0,0.5,0.131578947368421,0.1990049751243781,39.0,False,True,,False,0.32316031781391547,False
YFR,33,amy,AMY,160,266,60.0,0.5,0.206766917293233,0.0049751243781094,0.0,True,True,,True,0.10825870646766053,False
YFR,34,amy,AMY,160,266,60.0,0.5,0.1278195488721804,0.263681592039801,52.0,False,True,,False,0.3678020155632096,False
YFR,35,amy,AMY,160,266,450.0,0.2,0.1616541353383458,0.0199004975124378,3.0,True,True,,True,0.12887941246150195,False
YFR,36,amy,AMY,160,266,60.0,0.2,0.150375939849624,0.0597014925373134,11.0,False,True,,False,0.18558635394456277,False
YFR,37,amy,AMY,160,266,100.0,0.2,0.1541353383458646,0.0248756218905472,4.0,True,True,,True,0.13266998341625172,False
YFR,38,amy,AMY,160,266,90.0,0.2,0.1203007518796992,0.3532338308457711,70.0,False,True,,False,0.4298863623715872,False
YFR,39,amy,AMY,160,266,450.0,0.2,0.1165413533834586,0.4029850746268656,80.0,False,True,,False,0.47553987114319934,False
YFR,45,amy,AMY,160,266,225.0,0.2,0.1578947368421052,0.0398009950248756,7.0,True,True,,True,0.15141077827644983,False
YFR,46,amy,AMY,160,266,450.0,0.2,0.150375939849624,0.0398009950248756,7.0,True,True,,True,0.15141077827644983,False
YFR,47,amy,AMY,160,266,60.0,0.8,0.1240601503759398,0.3233830845771144,64.0,False,True,,False,0.4129586807745311,False
YFR,48,amy,AMY,160,266,900.0,0.2,0.1165413533834586,0.4328358208955223,86.0,False,True,,False,0.49466950959488265,False
YFR,49,amy,AMY,160,266,900.0,0.2,0.1278195488721804,0.2437810945273631,48.0,False,True,,False,0.3517690064267521,False
YFR,50,amy,AMY,160,266,180.0,0.5,0.1390977443609022,0.154228855721393,30.0,False,True,,False,0.28060367061015984,False
YFR,51,amy,AMY,160,266,100.0,0.2,0.150375939849624,0.0696517412935323,13.0,False,True,,False,0.19942393296674513,False
YFR,52,amy,AMY,160,266,75.0,0.2,0.1240601503759398,0.3532338308457711,70.0,False,True,,False,0.4298863623715872,False
YFR,53,hpc,HPC,160,266,90.0,0.2,0.131578947368421,0.2039800995024875,40.0,False,True,,False,0.3273308971367351,False
YFR,54,hpc,HPC,160,266,60.0,0.2,0.1015037593984962,0.7114427860696517,142.0,False,True,,False,0.7302356143809255,False
YFR,55,hpc,HPC,160,266,150.0,0.5,0.1165413533834586,0.4079601990049751,81.0,False,True,,False,0.47726956614775584,False
YFR,56,hpc,HPC,160,266,75.0,0.2,0.112781954887218,0.5373134328358209,107.0,False,True,,False,0.585768552029432,False
YFR,57,hpc,HPC,160,266,450.0,0.2,0.1353383458646616,0.1641791044776119,32.0,False,True,,False,0.28997867803837946,False
YFR,58,hpc,HPC,160,266,60.0,0.2,0.1578947368421052,0.0298507462686567,5.0,True,True,,True,0.13646055437100205,False
YFR,59,hpc,HPC,160,266,150.0,0.8,0.112781954887218,0.4328358208955223,86.0,False,True,,False,0.49466950959488265,False
YFR,60,hpc,HPC,160,266,450.0,0.2,0.1353383458646616,0.1641791044776119,32.0,False,True,,False,0.28997867803837946,False
YFR,61,hpc,HPC,160,266,90.0,0.2,0.1428571428571428,0.0547263681592039,10.0,False,True,,False,0.18043117744610257,False
YFR,62,hpc,HPC,160,266,180.0,0.2,0.1240601503759398,0.263681592039801,52.0,False,True,,False,0.3678020155632096,False
YFR,63,hpc,HPC,160,266,90.0,0.2,0.1353383458646616,0.1592039800995024,31.0,False,True,,False,0.2867780303779116,False
YFR,64,hpc,HPC,160,266,450.0,0.2,0.1729323308270676,0.0099502487562189,1.0,True,True,,True,0.11516883666772515,False
YFR,65,hpc,HPC,160,266,300.0,0.5,0.112781954887218,0.5174129353233831,103.0,False,True,,False,0.5709384113913193,False
YFR,66,hpc,HPC,160,266,180.0,0.5,0.1616541353383458,0.0248756218905472,4.0,True,True,,True,0.13266998341625172,False
YFR,67,hpc,HPC,160,266,900.0,0.2,0.1390977443609022,0.1442786069651741,28.0,False,True,,False,0.2706467661691542,False
YFR,68,hpc,HPC,160,266,300.0,0.2,0.1052631578947368,0.6318407960199005,126.0,False,True,,False,0.6622762871576606,False
YFR,69,hpc,HPC,160,266,60.0,0.5,0.1390977443609022,0.1691542288557214,33.0,False,True,,False,0.2939932923243209,False
YFS,26,amy,AMY,160,264,180.0,0.2,0.1401515151515151,0.1243781094527363,24.0,False,True,,False,0.254367261437175,False
YFS,27,amy,AMY,160,264,60.0,0.2,0.125,0.3482587064676617,69.0,False,True,,False,0.4298863623715872,False
YFS,28,amy,AMY,160,264,225.0,0.2,0.0946969696969697,0.7562189054726368,151.0,False,True,,False,0.7718256746287325,False
YFS,29,amy,AMY,160,264,450.0,0.2,0.125,0.3333333333333333,66.0,False,True,,False,0.42072699149265275,False
YFS,30,amy,AMY,160,264,300.0,0.2,0.1590909090909091,0.0248756218905472,4.0,True,True,,True,0.13266998341625172,False
YFS,31,amy,AMY,160,264,300.0,0.2,0.0946969696969697,0.7412935323383084,148.0,False,True,,False,0.7580144390827815,False
YFS,32,amy,AMY,160,264,150.0,0.5,0.1287878787878787,0.2587064676616915,51.0,False,True,,False,0.36365973748826913,False
YFS,33,amy,AMY,160,264,900.0,0.2,0.1401515151515151,0.0497512437810945,9.0,True,True,,True,0.1691542288557213,False
YFS,34,amy,AMY,160,264,60.0,0.2,0.1590909090909091,0.0149253731343283,2.0,True,True,,True,0.12686567164179055,False
YFS,35,amy,AMY,160,264,75.0,0.2,0.1022727272727272,0.5970149253731343,119.0,False,True,,False,0.6294110841143121,False
YFS,36,amy,AMY,160,264,225.0,0.5,0.178030303030303,0.0049751243781094,0.0,True,True,,True,0.10825870646766053,False
YFS,37,hpc,HPC,160,264,180.0,0.8,0.1439393939393939,0.0845771144278607,16.0,False,True,,False,0.21399976859886616,False
YFS,38,hpc,HPC,160,264,60.0,0.2,0.1439393939393939,0.044776119402985,8.0,True,True,,True,0.15817018802093405,False
YFS,39,hpc,HPC,160,264,180.0,0.2,0.1401515151515151,0.1343283582089552,26.0,False,True,,False,0.26476314081765084,False
YFS,40,hpc,HPC,160,264,60.0,0.2,0.106060606060606,0.5671641791044776,113.0,False,True,,False,0.6085548588418852,False
YFS,41,hpc,HPC,160,264,300.0,0.2,0.0909090909090909,0.900497512437811,180.0,False,True,,False,0.903820381487397,False
YFS,42,hpc,HPC,160,264,225.0,0.5,0.125,0.2736318407960199,54.0,False,True,,False,0.37589828634604755,False
YFS,43,hpc,HPC,160,264,60.0,0.5,0.1136363636363636,0.4676616915422885,93.0,False,True,,False,0.5256362814029027,False
YFS,44,hpc,HPC,160,264,225.0,0.8,0.1515151515151515,0.044776119402985,8.0,True,True,,True,0.15817018802093405,False
YFS,45,hpc,HPC,160,264,60.0,0.5,0.1590909090909091,0.0099502487562189,1.0,True,True,,True,0.11516883666772515,False
YFS,46,hpc,HPC,160,264,90.0,0.2,0.1666666666666666,0.0049751243781094,0.0,True,True,,True,0.10825870646766053,False
YFS,47,hpc,HPC,160,264,60.0,0.2,0.1212121212121212,,,False,False,25 permutation accuracies were NaN,False,,False
YFS,48,hpc,HPC,160,264,300.0,0.2,0.1515151515151515,0.0298507462686567,5.0,True,True,,True,0.13646055437100205,False
YFS,49,hpc,HPC,160,264,900.0,0.2,0.1363636363636363,0.1194029850746268,23.0,False,True,,False,0.25373134328358193,False
YFS,50,hpc,HPC,160,264,900.0,0.2,0.1287878787878787,0.2437810945273631,48.0,False,True,,False,0.3517690064267521,False
YFS,51,hpc,HPC,160,264,900.0,0.2,0.1287878787878787,0.2338308457711442,46.0,False,True,,False,0.34850405506713006,False
YFS,52,hpc,HPC,160,264,60.0,0.5,0.1818181818181818,0.0049751243781094,0.0,True,True,,True,0.10825870646766053,False
YFS,53,hpc,HPC,160,264,900.0,0.2,0.1401515151515151,0.099502487562189,19.0,False,True,,False,0.22936166624504584,False
YFS,54,hpc,HPC,160,264,450.0,0.8,0.1553030303030303,0.0497512437810945,9.0,True,True,,True,0.1691542288557213,False
YFS,55,hpc,HPC,160,264,100.0,0.8,0.1553030303030303,0.0298507462686567,5.0,True,True,,True,0.13646055437100205,False
YFS,56,hpc,HPC,160,264,90.0,0.2,0.1325757575757575,0.1641791044776119,32.0,False,True,,False,0.28997867803837946,False
YFS,57,hpc,HPC,160,264,90.0,0.8,0.1553030303030303,0.0398009950248756,7.0,True,True,,True,0.15141077827644983,False
YFS,58,hpc,HPC,160,264,900.0,0.2,0.1401515151515151,0.0945273631840796,18.0,False,True,,False,0.2245540854678572,False
YFS,59,hpc,HPC,160,264,300.0,0.5,0.1022727272727272,0.6766169154228856,135.0,False,True,,False,0.6997711064449615,False
