number,mean_firing_rate_hz,sem_firing_rate_hz,n_presentations
1,20.440251572327043,0.7047268894747006,53
2,21.890547263681594,0.7550560028313227,67
3,21.965811965811966,0.9328293270628191,52
4,20.806451612903224,0.7631947547722047,62
5,21.87363834422658,0.8754375444829974,51
6,21.01851851851852,0.8075424081583757,48
7,20.88888888888889,0.6529027885390376,65
8,21.383219954648528,1.1585356310244295,49
9,21.843971631205676,0.8968426881596345,47
